,PseKNC_5_Xc1.AAA,PseKNC_5_Xc1.AAC,PseKNC_5_Xc1.AAG,PseKNC_5_Xc1.AAT,PseKNC_5_Xc1.ACA,PseKNC_5_Xc1.ACC,PseKNC_5_Xc1.ACG,PseKNC_5_Xc1.ACT,PseKNC_5_Xc1.AGA,PseKNC_5_Xc1.AGC,PseKNC_5_Xc1.AGG,PseKNC_5_Xc1.AGT,PseKNC_5_Xc1.ATA,PseKNC_5_Xc1.ATC,PseKNC_5_Xc1.ATG,PseKNC_5_Xc1.ATT,PseKNC_5_Xc1.CAA,PseKNC_5_Xc1.CAC,PseKNC_5_Xc1.CAG,PseKNC_5_Xc1.CAT,PseKNC_5_Xc1.CCA,PseKNC_5_Xc1.CCC,PseKNC_5_Xc1.CCG,PseKNC_5_Xc1.CCT,PseKNC_5_Xc1.CGA,PseKNC_5_Xc1.CGC,PseKNC_5_Xc1.CGG,PseKNC_5_Xc1.CGT,PseKNC_5_Xc1.CTA,PseKNC_5_Xc1.CTC,PseKNC_5_Xc1.CTG,PseKNC_5_Xc1.CTT,PseKNC_5_Xc1.GAA,PseKNC_5_Xc1.GAC,PseKNC_5_Xc1.GAG,PseKNC_5_Xc1.GAT,PseKNC_5_Xc1.GCA,PseKNC_5_Xc1.GCC,PseKNC_5_Xc1.GCG,PseKNC_5_Xc1.GCT,PseKNC_5_Xc1.GGA,PseKNC_5_Xc1.GGC,PseKNC_5_Xc1.GGG,PseKNC_5_Xc1.GGT,PseKNC_5_Xc1.GTA,PseKNC_5_Xc1.GTC,PseKNC_5_Xc1.GTG,PseKNC_5_Xc1.GTT,PseKNC_5_Xc1.TAA,PseKNC_5_Xc1.TAC,PseKNC_5_Xc1.TAG,PseKNC_5_Xc1.TAT,PseKNC_5_Xc1.TCA,PseKNC_5_Xc1.TCC,PseKNC_5_Xc1.TCG,PseKNC_5_Xc1.TCT,PseKNC_5_Xc1.TGA,PseKNC_5_Xc1.TGC,PseKNC_5_Xc1.TGG,PseKNC_5_Xc1.TGT,PseKNC_5_Xc1.TTA,PseKNC_5_Xc1.TTC,PseKNC_5_Xc1.TTG,PseKNC_5_Xc1.TTT,PseKNC_5_Xc2.lambda.1,PseKNC_5_Xc2.lambda.2,PseKNC_5_Xc2.lambda.3,PseKNC_5_Xc2.lambda.4,PseKNC_5_Xc2.lambda.5
DVU0745,0.001,0.001,0.005,0.002,0.002,0.004,0.003,0.002,0.002,0.002,0.003,0.003,0.001,0.003,0.003,0.001,0.005,0.004,0.002,0.002,0.004,0.004,0.006,0.004,0.004,0.004,0.005,0.003,0.001,0.003,0.003,0.003,0.003,0.003,0.002,0.003,0.004,0.007,0.003,0.003,0.002,0.006,0.004,0.003,0.002,0.004,0.003,0.002,0,0.002,0,0.001,0.004,0.004,0.004,0.001,0.002,0.004,0.004,0.001,0,0.003,0.003,0.001,0.202,0.164,0.141,0.154,0.161
DVU0746,0,0,0.001,0,0.002,0.003,0.002,0.001,0.001,0,0.003,0,0.001,0.003,0.004,0.001,0.001,0.004,0.002,0.005,0.003,0.002,0.005,0.003,0.001,0.008,0.005,0.004,0,0.004,0.005,0.004,0.001,0.003,0.002,0.001,0.004,0.006,0.007,0.005,0.003,0.009,0.006,0.003,0.001,0.002,0.004,0.002,0,0,0,0.001,0.002,0.003,0.006,0.003,0.001,0.004,0.007,0.001,0,0.005,0.002,0.001,0.208,0.151,0.142,0.162,0.161
DVU0747,0,0.003,0.001,0.001,0.001,0.003,0.005,0.001,0.001,0.001,0.004,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.003,0.003,0.002,0.004,0.005,0.003,0.004,0.005,0.006,0.006,0,0.004,0.004,0.003,0.002,0.004,0.004,0.001,0.005,0.005,0.007,0.004,0.003,0.008,0.004,0.002,0.002,0.003,0.004,0.001,0,0.002,0,0.001,0.002,0.002,0.005,0.002,0.002,0.006,0.003,0.001,0,0.002,0.003,0.001,0.212,0.15,0.152,0.158,0.153
DVU0748,0,0.002,0.002,0,0.002,0.004,0.004,0.001,0.002,0.001,0.003,0,0.001,0.002,0.003,0.001,0.001,0.003,0.002,0.004,0.003,0.006,0.007,0.003,0.004,0.006,0.006,0.005,0.001,0.003,0.004,0.001,0.003,0.004,0.002,0.002,0.003,0.006,0.005,0.003,0.003,0.006,0.004,0.004,0.001,0.003,0.005,0.001,0,0.002,0,0.001,0.002,0.002,0.004,0.002,0.002,0.004,0.005,0.002,0,0.003,0,0,0.214,0.154,0.145,0.165,0.15
DVU0749,0.001,0.003,0.002,0.001,0.002,0.005,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0,0.002,0.003,0.003,0.003,0.002,0.006,0.007,0.005,0.005,0.007,0.004,0.003,0.002,0.004,0.005,0.003,0.004,0.005,0.002,0,0.005,0.006,0.006,0.004,0.002,0.006,0.003,0.002,0.001,0.001,0.003,0,0,0.002,0.001,0.001,0.003,0.003,0.003,0.002,0.002,0.005,0.004,0.001,0,0.003,0.001,0.001,0.204,0.154,0.149,0.154,0.16
DVU0750,0.001,0.003,0.003,0,0.003,0.004,0.004,0.001,0.002,0.003,0.003,0.002,0.001,0.003,0.002,0,0.002,0.004,0.004,0.004,0.004,0.002,0.006,0.003,0.005,0.009,0.004,0.003,0,0.002,0.003,0.003,0.003,0.005,0.003,0.001,0.006,0.007,0.006,0.003,0.002,0.006,0.002,0.002,0,0.003,0.003,0.001,0,0.001,0,0,0.003,0.001,0.005,0.001,0.002,0.004,0.003,0.001,0,0.002,0.002,0,0.21,0.159,0.14,0.162,0.154
DVU0751,0,0.003,0.001,0,0.002,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.005,0.002,0.001,0.003,0.003,0.003,0.006,0.003,0.002,0.005,0.004,0.002,0.007,0.004,0.004,0.002,0.004,0.005,0.004,0.002,0.002,0.001,0.001,0.004,0.005,0.005,0.004,0.002,0.005,0.004,0.003,0.001,0.004,0.003,0.002,0,0.002,0,0.001,0.005,0.003,0.006,0.004,0.001,0.004,0.004,0.002,0,0.006,0.001,0.001,0.208,0.159,0.145,0.158,0.156
DVU0752,0.001,0.003,0.006,0.001,0.004,0.004,0.003,0.002,0.003,0.002,0.003,0.002,0,0.004,0.003,0,0.004,0.002,0.003,0.004,0.004,0.005,0.006,0.005,0.005,0.006,0.004,0.004,0.002,0.004,0.002,0.003,0.006,0.005,0.001,0.001,0.003,0.007,0.004,0.002,0.002,0.006,0.002,0.003,0,0.004,0.005,0,0,0.002,0,0,0.002,0.004,0.005,0.002,0.003,0.003,0.004,0.001,0,0.003,0.001,0,0.2,0.156,0.149,0.158,0.151
DVU0753,0.001,0.004,0.003,0.001,0.003,0.004,0.004,0.002,0.002,0.003,0.003,0.001,0.001,0.004,0.003,0,0.003,0.004,0.004,0.006,0.003,0.005,0.005,0.002,0.006,0.006,0.002,0.004,0,0.004,0.003,0.001,0.004,0.004,0.003,0.001,0.006,0.004,0.005,0.002,0.001,0.004,0.003,0.003,0.002,0.003,0.003,0.001,0,0.002,0,0,0.005,0.002,0.005,0.002,0.002,0.003,0.003,0.001,0,0.003,0,0,0.211,0.148,0.158,0.149,0.158
DVU0754,0.003,0.004,0.001,0.001,0.006,0.006,0.004,0,0.003,0.004,0,0.001,0,0.004,0.003,0,0.001,0.006,0.004,0.004,0.001,0.006,0.007,0.003,0.003,0.004,0.007,0.004,0.001,0.003,0.001,0.003,0.004,0.004,0.003,0,0.004,0.003,0.004,0.003,0.004,0.003,0.007,0.001,0.001,0.003,0.003,0.003,0.001,0.001,0,0,0.004,0.003,0.003,0.003,0.003,0.003,0.001,0.003,0,0.003,0.003,0.006,0.202,0.149,0.148,0.178,0.131
DVU0755,0.001,0.003,0.002,0.001,0.004,0.005,0.003,0.002,0.003,0.003,0.003,0.002,0.001,0.002,0.003,0.001,0.002,0.004,0.005,0.003,0.003,0.003,0.005,0.004,0.006,0.004,0.003,0.003,0.001,0.004,0.002,0.003,0.003,0.004,0.003,0.002,0.004,0.004,0.004,0.003,0.002,0.004,0.003,0.002,0.002,0.003,0.003,0.001,0,0.003,0,0.002,0.004,0.002,0.005,0.003,0.002,0.005,0.001,0.003,0,0.004,0.002,0.001,0.21,0.148,0.155,0.159,0.151
DVU0756,0,0.002,0.003,0.001,0.002,0.003,0.005,0.003,0.005,0.002,0.004,0.001,0.001,0.001,0.003,0.001,0.001,0.003,0.004,0.001,0.002,0.002,0.005,0.003,0.004,0.005,0.005,0.003,0.002,0.002,0.006,0.002,0.004,0.005,0.005,0.002,0.005,0.004,0.005,0.004,0.004,0.006,0.005,0.003,0.001,0.002,0.004,0.003,0,0.003,0,0.001,0.001,0.004,0.002,0.002,0.004,0.005,0.003,0.002,0.001,0.004,0.002,0.001,0.205,0.148,0.16,0.151,0.156
DVU0757,0.001,0.002,0.002,0.001,0.002,0.001,0.003,0.002,0.001,0.001,0.004,0.002,0.001,0.001,0.006,0.001,0.002,0.002,0.002,0.004,0.002,0.006,0.005,0.003,0.003,0.005,0.006,0.003,0,0.002,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.006,0.007,0.003,0.005,0.006,0.003,0.003,0,0.002,0.006,0.002,0,0.001,0.001,0,0.002,0.003,0.003,0.001,0.004,0.009,0.003,0.002,0,0.005,0.002,0.001,0.211,0.151,0.145,0.177,0.135
DVU0758,0,0.004,0.004,0.001,0.004,0.003,0.004,0.002,0.001,0.002,0.005,0,0,0.004,0.004,0.001,0.003,0.004,0.002,0.006,0.002,0.004,0.005,0.003,0.005,0.005,0.006,0.003,0.002,0.002,0.006,0.001,0.006,0.004,0.002,0.001,0.007,0.004,0.005,0.002,0.004,0.008,0.005,0.002,0.001,0.002,0.001,0.002,0,0.001,0.001,0.001,0.002,0.002,0.004,0.002,0.002,0.004,0.004,0.001,0,0.003,0,0,0.205,0.154,0.15,0.163,0.151
DVU0759,0.001,0.003,0.002,0.001,0.003,0.003,0.005,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.003,0.001,0.003,0.004,0.003,0.003,0.003,0.005,0.005,0.004,0.005,0.008,0.004,0.003,0.001,0.003,0.003,0.002,0.003,0.004,0.002,0.002,0.005,0.007,0.005,0.002,0.003,0.005,0.003,0.001,0.001,0.002,0.003,0.001,0,0.001,0,0.001,0.002,0.002,0.005,0.002,0.001,0.003,0.004,0.002,0,0.003,0.001,0.001,0.21,0.148,0.157,0.15,0.162
DVU0760,0,0.001,0.003,0,0.002,0.004,0.003,0.002,0.002,0.002,0.004,0.001,0,0.002,0.002,0,0.001,0.004,0.004,0.003,0.003,0.008,0.006,0.006,0.005,0.008,0.005,0.004,0,0.005,0.003,0.003,0.003,0.005,0.003,0.001,0.005,0.008,0.006,0.002,0.003,0.006,0.002,0.002,0.001,0.004,0.002,0.001,0,0.001,0,0.001,0.002,0.003,0.005,0.002,0.002,0.005,0.002,0.001,0,0.002,0.003,0.001,0.205,0.149,0.148,0.159,0.157
DVU0761,0,0.002,0.002,0.001,0.001,0.004,0.004,0.002,0.002,0.004,0.001,0.001,0.001,0.003,0.002,0.001,0.003,0.004,0.004,0.004,0.004,0.007,0.009,0.002,0.004,0.009,0.003,0.005,0.001,0.004,0.002,0.003,0.002,0.004,0.002,0.001,0.006,0.008,0.004,0.003,0.001,0.004,0.001,0.001,0.001,0.004,0.003,0.001,0,0.001,0.001,0,0.005,0.003,0.004,0.002,0.001,0.004,0.002,0.001,0,0.004,0.001,0.001,0.209,0.157,0.141,0.164,0.154
DVU0762,0,0.001,0.002,0.001,0.003,0.005,0.005,0.001,0.003,0.001,0.002,0.001,0,0.003,0.003,0.001,0.002,0.007,0.002,0.003,0.005,0.005,0.007,0.004,0.003,0.006,0.004,0.004,0,0.002,0.003,0.001,0.002,0.005,0.004,0.001,0.004,0.007,0.003,0.001,0.004,0.003,0.005,0.003,0.003,0.004,0.004,0.001,0,0.001,0,0.001,0.002,0.003,0.003,0.001,0.002,0.004,0.003,0.003,0,0.001,0.003,0,0.214,0.14,0.159,0.152,0.161
DVU0763,0.002,0.002,0.002,0.001,0.002,0.001,0.004,0.001,0.002,0.002,0.004,0.001,0,0.001,0.005,0.001,0.002,0.002,0.003,0.003,0.002,0.001,0.004,0.002,0.005,0.005,0.004,0.005,0,0.002,0.005,0.001,0.003,0.003,0.004,0.003,0.004,0.005,0.007,0.004,0.003,0.005,0.007,0.004,0.001,0.003,0.006,0.003,0,0.001,0,0.001,0.002,0.001,0.004,0.002,0.003,0.008,0.004,0.004,0,0.003,0.002,0.001,0.216,0.146,0.148,0.171,0.143
DVU0764,0.001,0.002,0.007,0,0.001,0.006,0.003,0.001,0.005,0.002,0.004,0.002,0.001,0.002,0.001,0.001,0.006,0.004,0.002,0.002,0.005,0.006,0.01,0.002,0.003,0.009,0.004,0.002,0,0.002,0.004,0.002,0.004,0.004,0.004,0.002,0.004,0.008,0.002,0.006,0.001,0.006,0.001,0.004,0.001,0.004,0.003,0.002,0,0,0.001,0.001,0.004,0.003,0.002,0.001,0.005,0.003,0.002,0.001,0,0.002,0.003,0.001,0.193,0.166,0.129,0.158,0.167
DVU0765,0,0.002,0.001,0.001,0.003,0.005,0.006,0.002,0.001,0.001,0.002,0,0.001,0.003,0.003,0,0.002,0.005,0.002,0.004,0.004,0.006,0.007,0.004,0.006,0.009,0.006,0.004,0.001,0.005,0.002,0.002,0.002,0.006,0.002,0.001,0.004,0.008,0.006,0.002,0.002,0.006,0.003,0.001,0.001,0.002,0.002,0,0,0.001,0,0.001,0.002,0.002,0.006,0.002,0.002,0.004,0.002,0.001,0,0.001,0.001,0,0.211,0.152,0.141,0.169,0.155
DVU0766,0.001,0.001,0.002,0.001,0.002,0.003,0.004,0.001,0.001,0.002,0.003,0.001,0.001,0.002,0.003,0.001,0.002,0.001,0.003,0.004,0.002,0.002,0.005,0.002,0.002,0.007,0.005,0.006,0.001,0.003,0.003,0.001,0.001,0.005,0.001,0.001,0.003,0.005,0.007,0.003,0.002,0.006,0.005,0.005,0.002,0.004,0.007,0.001,0,0.003,0.001,0.001,0.003,0.002,0.004,0.003,0.003,0.003,0.005,0.002,0,0.002,0,0,0.218,0.151,0.146,0.171,0.148
DVU0767,0,0.002,0.002,0,0.002,0.003,0.004,0.001,0.002,0.002,0.004,0,0.001,0.002,0.003,0.001,0.002,0.003,0.003,0.005,0.003,0.007,0.005,0.005,0.004,0.007,0.005,0.003,0.001,0.003,0.003,0.002,0.002,0.003,0.003,0.001,0.006,0.008,0.005,0.003,0.002,0.008,0.005,0.002,0.001,0.002,0.003,0.001,0,0.001,0,0.001,0.002,0.002,0.005,0.001,0.002,0.004,0.004,0.002,0,0.003,0.001,0.001,0.208,0.148,0.155,0.159,0.157
DVU0768,0,0.002,0.002,0,0.002,0.004,0.003,0.002,0.001,0.002,0.003,0,0,0.004,0.002,0,0.002,0.004,0.002,0.005,0.004,0.006,0.006,0.005,0.004,0.008,0.004,0.004,0.001,0.003,0.005,0.002,0.002,0.004,0.002,0.001,0.004,0.008,0.005,0.004,0.002,0.006,0.003,0.001,0.001,0.002,0.004,0.001,0,0.002,0.001,0,0.002,0.003,0.006,0.001,0.002,0.004,0.004,0.002,0,0.002,0.001,0,0.209,0.157,0.145,0.158,0.155
DVU0769,0,0.003,0.002,0,0.003,0.005,0.003,0.002,0,0.003,0.002,0.001,0.001,0.003,0.003,0.001,0.002,0.004,0.003,0.006,0.006,0.006,0.006,0.002,0.005,0.007,0.004,0.003,0.001,0.003,0.004,0.003,0.003,0.004,0.001,0.001,0.004,0.007,0.003,0.004,0.002,0.005,0.002,0.003,0.001,0.002,0.004,0.002,0,0.002,0,0,0.003,0.002,0.006,0.002,0.002,0.004,0.004,0.001,0,0.005,0,0.001,0.207,0.157,0.147,0.155,0.16
DVU0770,0,0.001,0.001,0.001,0.002,0.002,0.003,0.001,0,0.002,0.002,0,0.001,0.003,0.003,0.001,0.001,0.004,0.001,0.004,0.003,0.006,0.006,0.004,0.003,0.007,0.004,0.005,0.002,0.004,0.004,0.003,0.002,0.001,0.001,0.001,0.004,0.006,0.004,0.004,0.001,0.006,0.004,0.003,0.002,0.003,0.004,0.001,0,0.003,0.001,0.001,0.002,0.004,0.006,0.003,0.001,0.004,0.004,0.003,0,0.004,0.001,0.001,0.213,0.147,0.154,0.16,0.155
DVU0771,0.001,0.002,0.002,0.001,0.001,0.002,0.003,0.001,0.002,0.001,0.004,0.002,0.001,0.002,0.003,0,0.002,0.003,0.003,0.002,0.002,0.002,0.004,0.003,0.003,0.006,0.006,0.005,0.001,0.006,0.004,0.002,0.002,0.003,0.004,0.002,0.005,0.005,0.005,0.004,0.004,0.006,0.009,0.004,0.001,0.005,0.005,0.001,0,0.001,0.001,0.001,0.003,0.003,0.006,0.003,0.002,0.006,0.003,0.002,0,0.002,0.001,0.001,0.205,0.147,0.15,0.161,0.155
DVU0772,0,0.007,0.003,0.002,0.004,0.004,0.005,0.004,0.001,0.002,0.004,0.001,0.002,0.002,0.005,0.001,0.005,0.002,0.002,0.004,0.002,0.003,0.003,0.005,0.006,0.004,0.004,0.002,0.001,0.003,0.005,0.003,0.007,0.004,0.003,0.002,0.004,0.004,0.004,0.002,0.005,0.005,0.002,0.002,0.003,0.001,0.003,0.001,0,0.003,0.001,0.002,0.002,0.003,0.004,0.001,0.004,0.003,0.005,0.002,0.001,0.003,0.001,0.002,0.207,0.147,0.167,0.145,0.157
DVU0773,0.002,0.005,0.005,0,0.004,0.002,0.003,0,0.004,0.004,0.004,0.001,0.001,0.002,0.005,0,0.004,0.001,0.003,0.004,0.003,0.003,0.003,0.001,0.003,0.007,0.005,0.003,0.001,0.003,0.002,0.001,0.007,0,0.002,0.004,0.004,0.003,0.009,0.004,0.003,0.004,0.004,0.003,0.002,0.001,0.001,0.003,0,0.002,0.003,0,0.002,0.002,0.003,0.002,0.003,0.004,0.001,0.001,0,0.003,0.001,0.003,0.209,0.139,0.161,0.161,0.153
DVU0774,0.003,0.002,0.005,0.001,0.004,0.002,0.004,0.001,0.002,0.004,0.004,0.001,0,0.003,0.002,0.001,0.005,0.003,0.003,0.002,0.003,0.003,0.005,0.004,0.005,0.007,0.004,0.003,0.001,0.004,0.003,0.003,0.003,0.004,0.003,0.001,0.005,0.007,0.005,0.004,0.003,0.004,0.001,0.003,0.001,0.003,0.003,0.001,0,0.002,0,0,0.001,0.003,0.005,0.003,0.002,0.005,0.003,0.001,0,0.002,0.003,0,0.207,0.148,0.156,0.151,0.158
DVU0775,0.001,0.004,0.004,0,0.003,0.005,0.004,0.002,0.002,0.002,0.003,0.001,0,0.003,0.002,0.001,0.003,0.003,0.003,0.004,0.004,0.005,0.006,0.003,0.004,0.006,0.005,0.005,0.001,0.004,0.003,0.002,0.005,0.004,0.002,0.001,0.004,0.005,0.005,0.002,0.003,0.005,0.001,0.003,0.001,0.003,0.003,0.003,0,0.002,0,0.001,0.003,0.003,0.006,0.002,0.002,0.003,0.003,0.001,0.001,0.004,0.002,0,0.205,0.158,0.144,0.157,0.158
DVU0776,0.002,0.002,0.006,0,0.002,0.004,0.003,0.002,0.003,0.003,0.003,0.002,0,0.003,0.003,0.001,0.004,0.002,0.002,0.003,0.004,0.002,0.004,0.003,0.005,0.005,0.004,0.002,0.001,0.002,0.006,0.002,0.004,0.005,0.002,0.002,0.003,0.005,0.005,0.005,0.002,0.006,0.001,0.003,0.002,0.002,0.003,0.003,0,0.002,0,0.001,0.003,0.002,0.004,0.002,0.003,0.004,0.004,0.002,0,0.003,0.002,0,0.205,0.161,0.141,0.162,0.154
DVU0777,0.001,0.003,0.005,0.001,0.002,0.005,0.004,0.001,0.003,0.003,0.002,0.001,0,0.004,0.003,0.001,0.004,0.002,0.003,0.005,0.005,0.004,0.007,0.003,0.005,0.006,0.004,0.004,0.001,0.004,0.003,0.002,0.004,0.004,0.002,0.002,0.003,0.007,0.004,0.003,0.001,0.005,0.001,0.003,0.002,0.003,0.003,0.002,0,0.003,0,0,0.003,0.003,0.004,0.002,0.003,0.004,0.003,0.001,0,0.002,0.002,0,0.205,0.162,0.144,0.155,0.158
DVU0778,0.001,0.004,0.006,0.001,0.002,0.003,0.003,0.002,0.003,0.003,0.004,0.001,0.001,0.002,0.002,0.002,0.006,0.001,0.002,0.002,0.002,0.003,0.004,0.003,0.004,0.004,0.006,0.003,0,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.006,0.005,0.003,0.004,0.004,0.003,0.003,0.001,0.004,0.002,0.002,0,0.001,0,0.001,0.003,0.002,0.006,0.004,0.003,0.005,0.002,0.001,0,0.004,0.004,0.001,0.194,0.157,0.147,0.158,0.154
DVU0779,0.003,0.003,0.005,0.001,0.002,0.003,0.004,0.002,0.003,0.005,0.004,0.001,0.001,0.005,0.002,0.001,0.004,0.002,0.003,0.004,0.003,0.001,0.006,0.001,0.008,0.005,0.002,0.004,0.001,0.003,0.002,0.003,0.004,0.004,0.004,0.002,0.003,0.006,0.005,0.005,0.002,0.006,0.002,0.001,0.001,0.003,0.001,0.001,0.001,0.001,0,0.001,0.005,0.001,0.005,0.002,0.001,0.003,0.003,0,0,0.003,0.002,0.002,0.199,0.166,0.135,0.157,0.164
DVU0780,0,0.003,0.004,0,0.002,0,0.002,0.002,0.002,0.004,0.008,0.001,0.001,0.003,0.003,0,0.005,0.002,0.006,0.001,0.004,0.002,0.006,0.002,0.003,0.006,0.005,0.002,0.002,0.004,0.003,0.002,0.002,0.001,0.005,0.003,0.005,0.008,0.003,0.005,0.004,0.008,0.003,0.003,0,0.003,0.002,0.002,0.001,0,0,0.002,0.003,0.005,0.004,0.002,0.002,0.003,0.003,0.001,0,0.003,0.001,0.001,0.196,0.163,0.144,0.152,0.159
DVU0781,0.007,0,0.005,0.001,0.002,0.002,0.001,0.002,0.001,0.002,0.002,0.002,0,0.003,0.003,0.004,0.005,0.004,0.001,0.002,0.002,0.002,0.002,0.001,0.003,0.003,0.001,0.002,0.001,0.001,0.002,0.006,0,0.002,0.001,0.003,0.004,0.001,0.004,0.003,0,0.002,0,0.002,0.003,0.003,0.004,0.003,0.001,0.001,0,0.004,0.004,0.002,0.002,0.004,0.003,0.005,0.001,0.007,0.002,0.005,0.007,0.011,0.207,0.147,0.157,0.162,0.151
DVU0782,0.011,0.003,0.002,0.003,0.002,0,0.002,0.002,0.005,0.003,0,0.002,0.002,0.002,0.005,0.006,0.002,0.002,0.003,0.006,0.003,0.002,0.006,0.002,0.002,0.006,0.003,0.002,0.002,0.003,0.002,0.003,0.006,0,0.003,0.002,0.003,0.008,0.002,0.003,0.002,0.002,0.005,0.002,0,0.003,0.002,0.003,0.002,0,0.002,0.002,0.005,0.003,0.003,0.003,0.003,0.005,0.002,0.003,0.002,0.006,0.005,0.003,0.195,0.155,0.159,0.152,0.152
DVU0783,0.001,0,0.004,0.003,0,0.001,0.001,0,0.001,0,0.004,0,0.001,0.003,0.004,0.001,0.001,0,0,0,0.001,0.005,0.008,0.004,0.001,0.004,0.006,0.008,0,0.004,0.005,0.004,0.004,0.001,0.001,0.004,0,0.009,0.004,0.006,0.004,0.005,0.009,0.003,0.004,0.001,0.008,0.001,0.003,0.001,0,0.001,0,0.003,0.006,0.003,0.004,0.01,0.001,0.004,0,0.004,0.003,0.004,0.202,0.145,0.15,0.164,0.154
DVU0784,0.001,0.003,0.003,0.001,0.005,0.005,0.005,0.001,0.003,0.002,0.002,0.001,0,0.006,0.002,0,0.004,0.007,0.004,0.006,0.003,0.001,0.005,0.001,0.004,0.005,0.006,0.003,0,0.003,0,0.001,0.002,0.005,0.002,0.001,0.007,0.002,0.003,0.002,0.002,0.004,0.002,0.003,0.002,0.002,0.004,0,0.001,0.001,0,0,0.007,0.002,0.004,0,0.001,0.003,0.001,0,0,0.002,0,0,0.213,0.156,0.134,0.161,0.167
DVU0785,0.001,0.002,0.002,0.001,0.002,0.003,0.003,0.002,0.002,0.003,0.002,0.001,0.001,0.005,0.002,0.001,0.003,0.003,0.004,0.006,0.003,0.003,0.003,0.006,0.003,0.004,0.005,0.003,0.002,0.005,0.006,0.005,0.002,0.003,0.001,0.001,0.005,0.004,0.004,0.004,0.002,0.006,0.005,0.003,0.001,0.004,0.002,0.002,0,0.002,0.001,0.001,0.006,0.004,0.005,0.005,0.001,0.004,0.004,0.002,0.001,0.007,0.001,0.002,0.2,0.159,0.144,0.16,0.152
DVU0786,0.001,0.004,0.003,0.001,0.004,0.004,0.004,0.002,0.002,0.003,0.004,0.001,0,0.003,0.003,0.001,0.004,0.003,0.004,0.003,0.002,0.004,0.005,0.004,0.005,0.005,0.005,0.003,0.001,0.004,0.004,0.003,0.004,0.005,0.003,0.002,0.004,0.005,0.004,0.004,0.004,0.005,0.005,0.004,0.001,0.003,0.003,0.001,0,0.002,0,0,0.003,0.002,0.006,0.002,0.003,0.003,0.004,0.001,0,0.003,0.001,0.001,0.201,0.156,0.15,0.151,0.158
DVU0787,0,0.002,0.002,0,0.002,0.003,0.002,0.003,0.001,0.002,0.002,0.001,0,0.005,0.005,0.001,0,0.003,0.003,0.007,0.002,0.005,0.002,0.004,0.005,0.005,0.002,0.003,0.002,0.005,0.005,0.004,0.003,0.003,0.001,0.002,0.004,0.003,0.005,0.005,0.003,0.005,0.004,0.003,0.001,0.003,0.002,0.002,0,0.002,0,0.002,0.005,0.003,0.006,0.005,0.001,0.005,0.007,0.001,0,0.005,0.002,0.001,0.205,0.155,0.141,0.164,0.154
DVU0788,0.001,0.003,0.002,0.001,0.002,0.004,0.004,0.002,0.001,0.003,0.003,0.001,0.001,0.002,0.001,0.001,0.003,0.005,0.003,0.002,0.004,0.006,0.006,0.006,0.004,0.006,0.005,0.005,0.001,0.006,0.005,0.002,0.002,0.004,0.001,0.001,0.005,0.007,0.004,0.002,0.002,0.005,0.005,0.003,0.001,0.004,0.004,0.001,0,0.002,0,0,0.003,0.004,0.005,0.003,0.001,0.004,0.003,0.002,0,0.003,0.001,0.001,0.205,0.149,0.145,0.159,0.16
DVU0789,0,0.002,0.004,0.001,0.003,0.004,0.002,0.001,0.003,0.003,0.004,0.001,0.001,0.005,0.002,0.001,0.004,0.003,0.003,0.006,0.004,0.003,0.005,0.003,0.004,0.006,0.005,0.004,0.001,0.005,0.001,0.001,0.003,0.004,0.003,0.002,0.005,0.005,0.004,0.003,0.003,0.006,0.001,0.003,0.001,0.004,0.004,0.001,0.001,0.002,0,0.001,0.004,0.003,0.007,0.001,0.002,0.003,0.002,0.001,0,0.002,0.001,0.001,0.208,0.154,0.143,0.159,0.161
DVU0790,0.001,0.002,0.001,0.001,0.002,0.001,0.003,0.002,0.001,0.002,0.002,0.001,0.002,0.002,0.004,0.001,0.002,0.002,0.003,0.003,0.002,0.004,0.004,0.003,0.004,0.005,0.005,0.003,0.001,0.003,0.006,0.002,0.002,0.003,0.002,0.002,0.004,0.006,0.005,0.003,0.002,0.007,0.005,0.002,0.001,0.003,0.005,0.002,0,0.001,0,0.001,0.001,0.002,0.004,0.002,0.002,0.006,0.005,0.004,0,0.003,0.001,0.001,0.212,0.149,0.156,0.16,0.152
DVU0791,0.001,0.001,0.002,0,0.001,0.004,0.002,0.001,0.001,0.001,0.004,0,0,0,0.004,0.001,0.001,0.003,0.002,0.002,0.002,0.003,0.005,0.003,0.003,0.004,0.008,0.004,0.001,0.003,0.006,0.003,0.002,0.003,0.003,0.002,0.003,0.004,0.009,0.007,0.003,0.011,0.007,0.005,0,0.002,0.007,0.003,0,0.001,0,0,0.001,0.001,0.003,0.002,0.003,0.007,0.007,0.003,0,0.003,0.003,0,0.207,0.155,0.146,0.162,0.151
