,PseKNC_3_Xc1.AAA,PseKNC_3_Xc1.AAC,PseKNC_3_Xc1.AAG,PseKNC_3_Xc1.AAT,PseKNC_3_Xc1.ACA,PseKNC_3_Xc1.ACC,PseKNC_3_Xc1.ACG,PseKNC_3_Xc1.ACT,PseKNC_3_Xc1.AGA,PseKNC_3_Xc1.AGC,PseKNC_3_Xc1.AGG,PseKNC_3_Xc1.AGT,PseKNC_3_Xc1.ATA,PseKNC_3_Xc1.ATC,PseKNC_3_Xc1.ATG,PseKNC_3_Xc1.ATT,PseKNC_3_Xc1.CAA,PseKNC_3_Xc1.CAC,PseKNC_3_Xc1.CAG,PseKNC_3_Xc1.CAT,PseKNC_3_Xc1.CCA,PseKNC_3_Xc1.CCC,PseKNC_3_Xc1.CCG,PseKNC_3_Xc1.CCT,PseKNC_3_Xc1.CGA,PseKNC_3_Xc1.CGC,PseKNC_3_Xc1.CGG,PseKNC_3_Xc1.CGT,PseKNC_3_Xc1.CTA,PseKNC_3_Xc1.CTC,PseKNC_3_Xc1.CTG,PseKNC_3_Xc1.CTT,PseKNC_3_Xc1.GAA,PseKNC_3_Xc1.GAC,PseKNC_3_Xc1.GAG,PseKNC_3_Xc1.GAT,PseKNC_3_Xc1.GCA,PseKNC_3_Xc1.GCC,PseKNC_3_Xc1.GCG,PseKNC_3_Xc1.GCT,PseKNC_3_Xc1.GGA,PseKNC_3_Xc1.GGC,PseKNC_3_Xc1.GGG,PseKNC_3_Xc1.GGT,PseKNC_3_Xc1.GTA,PseKNC_3_Xc1.GTC,PseKNC_3_Xc1.GTG,PseKNC_3_Xc1.GTT,PseKNC_3_Xc1.TAA,PseKNC_3_Xc1.TAC,PseKNC_3_Xc1.TAG,PseKNC_3_Xc1.TAT,PseKNC_3_Xc1.TCA,PseKNC_3_Xc1.TCC,PseKNC_3_Xc1.TCG,PseKNC_3_Xc1.TCT,PseKNC_3_Xc1.TGA,PseKNC_3_Xc1.TGC,PseKNC_3_Xc1.TGG,PseKNC_3_Xc1.TGT,PseKNC_3_Xc1.TTA,PseKNC_3_Xc1.TTC,PseKNC_3_Xc1.TTG,PseKNC_3_Xc1.TTT,PseKNC_3_Xc2.lambda.1,PseKNC_3_Xc2.lambda.2,PseKNC_3_Xc2.lambda.3
DVU0230,0,0.002,0.005,0.001,0.001,0.003,0.005,0.002,0.004,0.006,0.003,0.002,0.001,0.004,0.006,0.002,0.003,0.003,0.006,0.007,0.006,0.002,0.005,0.003,0.005,0.011,0.006,0.005,0.002,0.008,0.003,0.003,0.005,0.004,0.004,0.003,0.006,0.009,0.01,0.007,0.002,0.008,0.007,0.003,0.002,0.004,0.004,0.003,0,0.002,0.001,0.002,0.005,0.003,0.007,0.002,0.005,0.006,0.004,0.002,0,0.003,0.004,0,0.304,0.215,0.231
DVU0231,0.003,0.003,0.002,0.001,0.005,0.002,0.002,0.002,0.002,0.002,0.008,0.005,0.001,0.002,0.009,0,0.005,0.003,0.007,0.005,0.003,0.006,0.006,0.002,0.006,0.009,0.007,0.001,0.001,0.006,0.003,0.005,0.002,0.003,0.006,0.006,0.008,0.007,0.011,0.007,0.007,0.009,0.006,0.002,0,0.003,0.006,0.001,0,0.001,0.002,0,0.003,0.002,0.003,0.003,0.003,0.013,0.003,0.002,0.001,0.001,0.003,0.001,0.302,0.206,0.235
DVU0232,0.001,0.001,0.008,0.002,0.003,0.002,0.002,0.002,0.005,0.006,0.006,0.003,0,0.003,0.008,0.001,0.006,0,0.007,0.005,0.003,0.001,0.001,0.004,0.007,0.005,0.004,0.001,0.002,0.002,0.006,0.004,0.004,0.005,0.005,0.003,0.01,0.006,0.01,0.006,0.002,0.012,0.007,0.005,0.001,0.002,0.006,0.003,0.001,0.003,0,0.001,0.002,0,0.004,0.002,0.004,0.009,0.009,0.003,0.002,0.001,0.005,0.003,0.302,0.226,0.217
DVU0233,0.003,0.004,0.004,0.003,0.005,0.003,0.001,0.004,0.008,0.004,0.007,0.003,0.003,0.008,0.002,0.004,0.003,0.005,0.006,0.007,0.004,0.004,0.006,0.008,0.006,0.007,0.005,0.004,0.002,0.005,0.002,0.009,0.008,0.003,0.007,0.005,0.005,0.006,0.005,0.004,0.007,0.007,0.008,0.002,0.002,0.005,0.002,0.001,0,0.001,0.005,0.002,0.007,0.008,0.009,0.003,0.003,0.002,0.004,0.001,0.001,0.01,0.004,0.009,0.271,0.228,0.219
DVU0234,0,0.002,0.004,0,0.006,0.002,0.006,0.001,0.007,0.006,0.007,0.002,0.002,0.006,0.003,0.002,0.001,0.008,0.01,0.006,0.003,0.004,0.003,0.003,0.006,0.008,0.006,0.005,0.002,0.003,0.003,0.002,0.005,0.004,0.01,0.003,0.009,0.004,0.01,0.003,0.005,0.009,0.007,0.006,0.002,0.005,0.006,0.001,0,0.002,0.001,0.002,0.006,0.003,0.005,0.003,0.004,0.003,0.006,0.001,0,0.003,0.001,0,0.31,0.207,0.224
DVU0235,0.001,0.002,0.003,0.001,0.004,0.003,0.006,0.002,0.004,0.004,0.004,0,0.001,0.003,0.007,0.002,0.003,0.006,0.003,0.004,0.002,0.007,0.005,0.005,0.008,0.009,0.005,0.005,0.002,0.006,0.006,0.003,0.003,0.005,0.005,0.007,0.006,0.008,0.008,0.007,0.005,0.007,0.006,0.003,0.001,0.003,0.005,0.001,0.001,0.002,0.001,0.001,0.004,0.003,0.007,0.002,0.003,0.009,0.005,0.002,0,0.004,0.002,0.002,0.306,0.218,0.22
DVU0236,0.001,0.003,0.005,0.001,0.003,0.004,0.005,0.003,0.005,0.006,0.003,0.002,0.001,0.004,0.004,0.001,0.005,0.007,0.004,0.004,0.004,0.006,0.006,0.005,0.005,0.007,0.005,0.005,0.002,0.006,0.007,0.005,0.003,0.004,0.007,0.003,0.006,0.008,0.006,0.007,0.003,0.008,0.007,0.003,0.003,0.004,0.002,0.003,0.001,0.002,0,0.002,0.005,0.003,0.005,0.005,0.004,0.006,0.007,0.001,0,0.004,0.004,0.002,0.299,0.223,0.216
DVU0237,0.001,0.005,0.006,0.001,0.003,0.005,0.006,0.004,0.004,0.004,0.004,0.003,0.001,0.004,0.002,0.001,0.006,0.005,0.004,0.004,0.005,0.007,0.007,0.006,0.008,0.009,0.007,0.004,0.001,0.005,0.005,0.004,0.006,0.005,0.004,0.003,0.006,0.008,0.007,0.006,0.004,0.008,0.004,0.003,0.001,0.003,0.005,0.002,0,0.003,0,0.001,0.005,0.004,0.007,0.001,0.003,0.006,0.005,0.001,0,0.005,0.002,0.002,0.292,0.225,0.219
DVU0238,0.003,0.005,0.002,0.001,0.004,0.008,0.004,0.003,0.003,0.002,0.004,0,0.001,0.002,0.006,0.002,0.005,0.004,0.003,0.007,0.005,0.01,0.014,0.005,0.005,0.015,0.003,0.005,0.002,0.005,0.005,0.003,0.004,0.007,0.003,0.002,0.006,0.008,0.009,0.005,0.005,0.005,0.003,0.003,0,0.004,0.003,0.003,0,0.002,0.001,0.001,0.003,0.007,0.002,0.003,0.003,0.005,0.006,0.001,0.001,0.005,0.003,0.001,0.297,0.213,0.233
DVU0239,0.01,0.008,0.005,0.004,0.011,0.002,0.001,0.005,0.001,0.005,0.004,0.001,0.005,0.002,0,0.007,0.011,0.005,0.003,0.005,0.003,0.004,0.004,0.003,0,0.003,0.004,0.004,0.002,0.003,0.004,0.003,0.005,0.001,0.002,0,0.008,0.004,0.002,0.003,0.005,0.002,0.004,0.004,0.001,0.003,0.003,0.004,0.002,0.005,0.001,0.004,0.003,0.004,0.004,0.001,0.002,0.007,0.003,0.001,0.004,0.004,0.005,0.01,0.304,0.216,0.224
DVU0240,0.003,0.004,0.003,0.002,0.005,0.004,0.007,0.003,0.003,0.002,0.005,0.002,0.001,0.004,0.006,0.003,0.005,0.004,0.004,0.007,0.005,0.005,0.006,0.003,0.008,0.01,0.005,0.003,0.002,0.004,0.004,0.004,0.004,0.008,0.004,0.003,0.005,0.006,0.006,0.004,0.003,0.004,0.005,0.006,0.002,0.004,0.005,0.004,0,0.003,0.001,0.001,0.005,0.003,0.006,0.005,0.006,0.006,0.002,0.004,0,0.007,0.003,0.003,0.303,0.223,0.217
DVU0241,0.002,0.003,0.007,0.001,0.003,0.001,0.004,0.003,0.003,0.004,0.005,0.002,0.001,0.005,0.004,0.003,0.003,0.003,0.004,0.009,0.003,0.005,0.006,0.002,0.007,0.007,0.007,0.004,0,0.002,0.007,0.003,0.007,0.004,0.003,0.001,0.007,0.007,0.012,0.006,0.002,0.013,0.003,0.005,0.001,0.004,0.007,0.003,0.001,0.001,0,0.001,0.005,0.003,0.004,0.001,0.003,0.008,0.007,0.004,0.001,0.003,0.004,0.001,0.31,0.233,0.202
DVU0242,0.001,0.003,0.005,0.001,0.003,0.005,0.007,0.002,0.003,0.003,0.006,0.003,0.001,0.001,0.005,0.001,0.002,0.003,0.004,0.004,0.001,0.007,0.009,0.004,0.008,0.011,0.006,0.004,0.003,0.004,0.004,0.004,0.006,0.006,0.006,0.001,0.007,0.006,0.01,0.006,0.004,0.009,0.007,0.004,0.003,0.004,0.006,0.001,0.001,0.004,0,0.002,0.002,0.003,0.004,0.003,0.005,0.007,0.004,0.002,0,0.003,0.003,0.001,0.309,0.207,0.226
DVU0243,0,0.002,0.004,0,0.003,0.003,0.003,0.002,0.003,0.004,0.005,0.004,0.001,0.003,0.005,0.002,0.004,0.003,0.005,0.004,0.002,0.005,0.009,0.004,0.007,0.007,0.008,0.004,0.001,0.002,0.008,0.004,0.003,0.005,0.007,0.005,0.006,0.009,0.007,0.006,0.004,0.012,0.011,0.005,0.002,0.005,0.008,0.002,0,0.002,0.001,0.001,0.003,0.003,0.006,0.002,0.006,0.006,0.007,0.004,0,0.005,0.002,0,0.298,0.227,0.214
DVU0244,0.001,0.002,0.002,0.001,0.003,0.003,0.007,0.002,0.002,0.003,0.004,0.001,0,0.002,0.004,0.001,0.002,0.006,0.005,0.004,0.005,0.006,0.011,0.003,0.005,0.014,0.009,0.005,0.001,0.004,0.005,0.001,0.003,0.005,0.003,0.002,0.005,0.013,0.011,0.005,0.005,0.01,0.007,0.004,0.002,0.003,0.005,0.001,0,0.003,0,0.001,0.003,0.003,0.004,0.002,0,0.008,0.006,0.002,0,0.003,0.001,0.001,0.313,0.219,0.22
DVU0245,0,0.003,0.003,0,0.003,0.006,0.007,0.002,0.003,0.002,0.004,0,0.001,0.002,0.004,0,0.002,0.007,0.003,0.003,0.004,0.009,0.01,0.009,0.006,0.013,0.009,0.005,0.001,0.008,0.007,0.004,0.004,0.007,0.004,0.001,0.007,0.012,0.008,0.005,0.004,0.009,0.006,0.005,0,0.005,0.005,0.001,0,0.001,0,0.001,0.002,0.005,0.007,0.003,0.003,0.008,0.004,0.002,0,0.003,0.002,0.001,0.303,0.215,0.218
DVU0246,0,0.003,0.002,0,0.003,0.006,0.006,0.003,0.001,0.003,0.003,0.001,0,0.004,0.003,0,0.002,0.007,0.004,0.005,0.005,0.01,0.011,0.005,0.008,0.012,0.008,0.007,0.001,0.007,0.005,0.003,0.003,0.007,0.002,0.001,0.006,0.011,0.01,0.004,0.003,0.009,0.006,0.003,0.001,0.005,0.005,0.001,0,0.002,0,0,0.004,0.005,0.007,0.003,0.001,0.007,0.004,0.002,0,0.003,0.001,0,0.308,0.226,0.208
DVU0247,0.001,0.001,0.006,0.001,0.004,0.002,0.008,0.004,0.002,0.004,0.009,0.001,0.003,0.008,0.004,0,0.004,0.004,0.002,0.008,0.004,0.004,0.004,0.004,0.012,0.008,0.004,0.006,0.001,0.006,0.005,0.001,0.006,0.009,0.006,0.002,0.004,0.006,0.011,0.005,0.004,0.008,0.006,0.003,0.001,0.003,0.005,0.001,0,0.003,0.001,0.002,0.006,0.003,0.008,0,0.006,0.006,0.002,0.001,0.001,0.001,0.001,0,0.311,0.217,0.22
DVU0249,0.001,0.003,0.004,0.001,0.003,0.008,0.005,0.003,0.003,0.002,0.005,0,0.001,0.005,0.003,0.001,0.004,0.004,0.003,0.006,0.006,0.011,0.009,0.008,0.008,0.011,0.006,0.004,0.002,0.005,0.005,0.003,0.004,0.008,0.002,0.002,0.007,0.009,0.008,0.004,0.003,0.008,0.005,0.003,0.002,0.003,0.003,0.002,0,0.003,0.001,0.001,0.002,0.005,0.008,0.002,0.003,0.006,0.003,0.001,0,0.005,0.002,0.001,0.296,0.222,0.221
DVU0250,0.002,0.003,0.004,0,0.004,0.006,0.006,0.001,0.002,0.003,0.003,0.001,0,0.005,0.004,0.001,0.003,0.004,0.004,0.008,0.005,0.005,0.009,0.006,0.005,0.011,0.007,0.004,0.001,0.006,0.007,0.004,0.004,0.007,0.001,0.001,0.007,0.01,0.007,0.006,0.004,0.008,0.005,0.003,0.003,0.003,0.003,0.002,0,0.003,0,0.001,0.004,0.004,0.007,0.006,0.002,0.007,0.004,0.002,0,0.006,0.001,0.003,0.305,0.226,0.21
DVU0251,0.001,0.002,0.006,0,0.001,0.006,0.001,0.003,0.003,0.003,0.003,0.001,0,0.007,0.002,0,0.004,0.004,0.002,0.008,0.006,0.006,0.007,0.009,0.003,0.007,0.009,0.008,0.003,0.01,0.005,0.006,0.004,0.003,0.001,0.001,0.005,0.009,0.006,0.007,0.001,0.013,0.004,0.003,0.002,0.005,0.007,0.002,0,0.004,0.001,0,0.006,0.006,0.013,0.005,0.003,0.005,0.005,0.002,0,0.007,0.001,0,0.294,0.234,0.203
DVU0252,0.013,0.007,0.007,0.003,0.008,0.009,0.005,0.004,0.004,0.005,0.003,0.001,0,0.001,0.008,0.003,0.007,0.009,0.004,0.005,0.008,0.005,0.004,0.004,0.005,0.004,0.003,0,0.003,0.001,0.001,0.01,0.009,0.007,0.003,0.003,0.005,0.004,0,0.005,0.008,0.001,0.004,0.003,0.001,0.003,0.005,0.001,0,0.004,0.001,0.001,0.004,0.003,0.003,0.003,0.004,0.004,0.007,0.005,0.003,0.007,0.005,0.005,0.284,0.218,0.226
DVU0253,0.001,0.004,0.005,0.001,0.004,0.006,0.006,0.002,0.003,0.004,0.003,0.001,0,0.005,0.003,0.001,0.005,0.006,0.004,0.006,0.005,0.007,0.008,0.005,0.007,0.01,0.007,0.004,0.002,0.004,0.006,0.004,0.005,0.007,0.002,0.001,0.006,0.009,0.007,0.006,0.003,0.008,0.005,0.003,0.001,0.004,0.005,0.002,0,0.002,0,0.001,0.005,0.003,0.007,0.003,0.002,0.006,0.004,0.002,0,0.005,0.001,0,0.303,0.223,0.216
DVU0254,0.004,0.004,0.004,0.002,0.007,0.002,0.009,0,0.002,0,0.007,0.006,0.002,0.004,0.009,0.002,0.004,0.006,0.006,0.004,0.004,0.009,0.002,0.009,0.009,0.011,0.002,0.002,0.002,0.002,0.006,0.002,0.006,0.007,0.006,0.007,0.007,0.009,0.006,0.002,0.009,0.004,0.004,0.002,0.002,0,0,0.007,0,0.002,0.002,0.002,0,0.004,0.007,0,0.006,0.009,0.006,0,0,0.006,0.006,0.002,0.299,0.225,0.21
DVU0255,0.001,0.002,0.002,0.001,0.001,0.005,0.009,0.002,0.005,0,0.004,0.002,0,0.002,0.005,0.002,0.001,0.006,0.004,0.005,0.004,0.005,0.005,0.005,0.004,0.007,0.008,0.008,0.001,0.003,0.006,0.004,0.004,0.007,0.006,0.002,0.005,0.007,0.007,0.005,0.006,0.008,0.007,0.004,0.003,0.004,0.009,0.003,0,0.003,0,0.001,0.005,0.002,0.007,0.002,0.003,0.008,0.006,0.006,0,0.006,0.002,0.002,0.313,0.21,0.221
DVU0256,0.001,0.003,0.003,0.001,0.004,0.007,0.006,0.002,0.003,0.003,0.003,0.001,0.001,0.004,0.003,0,0.003,0.006,0.005,0.005,0.004,0.008,0.01,0.005,0.007,0.012,0.008,0.004,0.001,0.004,0.005,0.004,0.003,0.008,0.003,0.001,0.008,0.009,0.009,0.004,0.004,0.008,0.005,0.004,0.002,0.003,0.006,0.001,0,0.003,0,0.001,0.003,0.003,0.005,0.003,0.002,0.007,0.004,0.002,0,0.004,0.002,0.001,0.309,0.221,0.217
DVU0257,0,0.001,0.002,0.002,0.002,0.003,0.005,0.003,0.004,0.003,0.008,0.001,0.003,0.003,0.007,0.002,0.003,0.003,0.004,0.007,0.005,0.002,0.004,0.002,0.004,0.008,0.005,0.004,0.002,0.002,0.007,0.004,0.002,0.005,0.007,0.003,0.007,0.005,0.005,0.005,0.005,0.009,0.008,0.006,0.003,0.005,0.003,0.003,0,0.004,0.002,0.003,0.003,0.002,0.007,0.005,0.005,0.004,0.007,0.003,0.001,0.007,0.003,0.002,0.304,0.217,0.228
DVU0258,0.001,0.004,0.004,0.001,0.004,0.006,0.008,0.002,0.004,0.004,0.005,0.002,0.001,0.004,0.003,0.001,0.005,0.005,0.005,0.006,0.005,0.004,0.008,0.003,0.009,0.008,0.006,0.005,0.001,0.005,0.004,0.004,0.004,0.008,0.005,0.002,0.007,0.007,0.007,0.005,0.004,0.008,0.004,0.004,0.001,0.005,0.004,0.002,0,0.002,0,0.001,0.005,0.003,0.007,0.003,0.003,0.005,0.005,0.002,0,0.004,0.002,0.001,0.303,0.235,0.202
DVU0259,0.003,0.004,0.007,0.002,0.005,0.006,0.007,0.002,0.004,0.004,0.003,0.001,0.001,0.006,0.004,0.001,0.006,0.003,0.002,0.007,0.003,0.007,0.009,0.003,0.012,0.007,0.005,0.007,0.002,0.005,0.003,0.003,0.006,0.009,0.003,0.002,0.004,0.005,0.005,0.004,0.002,0.005,0.005,0.004,0.003,0.006,0.001,0.003,0.001,0.005,0.001,0.001,0.005,0.004,0.01,0.003,0.003,0.003,0.003,0.001,0,0.005,0.002,0.001,0.297,0.232,0.21
DVU0260,0.003,0.003,0.003,0.001,0.001,0.004,0.008,0.003,0.002,0.002,0.005,0,0.001,0.003,0.008,0,0.002,0.006,0.002,0.004,0.001,0.005,0.01,0.006,0.009,0.013,0.008,0.003,0.001,0.005,0.007,0.002,0.004,0.005,0.004,0.005,0.01,0.01,0.009,0.003,0.004,0.01,0.008,0.003,0.002,0.003,0.003,0.001,0.001,0.003,0,0.001,0.003,0.003,0.006,0.003,0.004,0.006,0.004,0.003,0,0.003,0.001,0,0.31,0.219,0.216
DVU0261,0.003,0.003,0.007,0.001,0.003,0.006,0.004,0.003,0.005,0.004,0.007,0.001,0.001,0.003,0.003,0.001,0.005,0.006,0.007,0.005,0.005,0.005,0.005,0.006,0.008,0.008,0.005,0.007,0.003,0.006,0.004,0.003,0.006,0.006,0.003,0.002,0.008,0.007,0.009,0.002,0.002,0.008,0.004,0.004,0.001,0.007,0.005,0.003,0,0.003,0.001,0.001,0.006,0.003,0.009,0.004,0.001,0.006,0.003,0.003,0,0.005,0.001,0,0.298,0.22,0.219
DVU0262,0,0.003,0,0.001,0.004,0.003,0.006,0.004,0,0.003,0.006,0.001,0,0.004,0.004,0,0.002,0.005,0.002,0.006,0.001,0.005,0.006,0.005,0.009,0.008,0.008,0.004,0.001,0.006,0.009,0.004,0.003,0.007,0.006,0.001,0.006,0.006,0.008,0.008,0.007,0.008,0.009,0.006,0.002,0.003,0.005,0.002,0,0.001,0.002,0,0.003,0.004,0.009,0.002,0.001,0.008,0.007,0.002,0,0.005,0.001,0.001,0.298,0.22,0.224
DVU0263,0.003,0.004,0.007,0,0.003,0.007,0.008,0.003,0.003,0.004,0.004,0.001,0.001,0.003,0.003,0,0.006,0.009,0.003,0.003,0.007,0.008,0.009,0.006,0.009,0.012,0.003,0.003,0.002,0.002,0.008,0.003,0.005,0.005,0.001,0.002,0.008,0.013,0.006,0.005,0,0.009,0.001,0.003,0.001,0.003,0.004,0.003,0,0.002,0.001,0.001,0.004,0.003,0.004,0.001,0.002,0.006,0.005,0.003,0,0.004,0.001,0,0.308,0.235,0.202
DVU0264,0.001,0.004,0.006,0.001,0.004,0.005,0.004,0.004,0.003,0.004,0.004,0.001,0,0.006,0.005,0.001,0.005,0.006,0.004,0.009,0.006,0.005,0.007,0.003,0.006,0.008,0.006,0.004,0.002,0.004,0.006,0.001,0.006,0.005,0.002,0.002,0.007,0.007,0.01,0.003,0.004,0.009,0.005,0.003,0.001,0.004,0.005,0.002,0,0.003,0,0,0.006,0.003,0.004,0.003,0.002,0.007,0.006,0.002,0,0.003,0.001,0,0.306,0.222,0.22
DVU0265,0,0.001,0.002,0.001,0.002,0.004,0.004,0.004,0.001,0.002,0.002,0.001,0.002,0.002,0.005,0.002,0.002,0.006,0.002,0.007,0.007,0.007,0.004,0.006,0.003,0.011,0.007,0.005,0.001,0.005,0.009,0.006,0.003,0.005,0.001,0.001,0.005,0.011,0.01,0.006,0.003,0.012,0.005,0.004,0.002,0.003,0.005,0.002,0.001,0.002,0.001,0.001,0.003,0.002,0.008,0.006,0.003,0.007,0.01,0.002,0,0.008,0.002,0.002,0.307,0.218,0.221
DVU0266,0,0.003,0.003,0,0.005,0.005,0.007,0.002,0.003,0.002,0.004,0.002,0,0.003,0.004,0.001,0.003,0.006,0.006,0.005,0.003,0.007,0.009,0.004,0.006,0.008,0.008,0.007,0.001,0.004,0.005,0.005,0.003,0.008,0.002,0.002,0.009,0.007,0.007,0.003,0.004,0.011,0.006,0.005,0.001,0.007,0.007,0.002,0,0.002,0,0.001,0.003,0.004,0.007,0.005,0.002,0.004,0.008,0.003,0,0.005,0.002,0.001,0.306,0.23,0.203
DVU0267,0.006,0.002,0.003,0.003,0.006,0.003,0.003,0.005,0,0.002,0.005,0.003,0.003,0.005,0.009,0.003,0.003,0.006,0.002,0.011,0.005,0,0.008,0,0.002,0.008,0.005,0.003,0.002,0,0.003,0.005,0.003,0.003,0.005,0.003,0.009,0.005,0.002,0.005,0.006,0.005,0.006,0.003,0.003,0.005,0.002,0.002,0.003,0.006,0,0.002,0.002,0.005,0.005,0,0.006,0.006,0.005,0.002,0.003,0.002,0.005,0.003,0.313,0.205,0.244
DVU0268,0.013,0.002,0.007,0.002,0,0,0.002,0,0.006,0,0.004,0.006,0,0.004,0.013,0.004,0.002,0,0.004,0.009,0.002,0,0,0.002,0.004,0.002,0,0.002,0.004,0.002,0.002,0,0.007,0,0.004,0.004,0.004,0.002,0.006,0.002,0,0.002,0,0.011,0.002,0.004,0.009,0.015,0.002,0,0,0.006,0.009,0.002,0,0.004,0.007,0.009,0.009,0.011,0.002,0.006,0.013,0.013,0.301,0.22,0.22
DVU0269,0.002,0.003,0.003,0.002,0.003,0.002,0.008,0.004,0.002,0.004,0.005,0.002,0.002,0.002,0.007,0.001,0.001,0.006,0.005,0.004,0.005,0.004,0.004,0.005,0.007,0.006,0.008,0.005,0,0.003,0.007,0.004,0.006,0.007,0.005,0.003,0.004,0.01,0.009,0.003,0.006,0.008,0.008,0.004,0.001,0.003,0.005,0.004,0,0.002,0.001,0.002,0.004,0.002,0.004,0.002,0.007,0.009,0.005,0.002,0.002,0.004,0.003,0.001,0.302,0.22,0.223
DVU0270,0.001,0.004,0.004,0.001,0.004,0.004,0.006,0.002,0.002,0.004,0.005,0.002,0.001,0.005,0.004,0.001,0.005,0.005,0.004,0.006,0.004,0.004,0.008,0.004,0.007,0.009,0.008,0.006,0.001,0.004,0.004,0.004,0.005,0.005,0.005,0.002,0.007,0.007,0.01,0.003,0.004,0.008,0.006,0.005,0.002,0.005,0.006,0.002,0,0.002,0,0.001,0.006,0.004,0.006,0.003,0.002,0.006,0.005,0.002,0,0.005,0.001,0.001,0.306,0.221,0.216
DVU0271,0.001,0.003,0.002,0.001,0.002,0.004,0.006,0.002,0.001,0.002,0.005,0.001,0,0.002,0.005,0.001,0.002,0.003,0.003,0.004,0.002,0.004,0.008,0.004,0.006,0.009,0.009,0.007,0.001,0.004,0.008,0.003,0.003,0.007,0.004,0.003,0.006,0.008,0.011,0.007,0.006,0.011,0.01,0.004,0.001,0.005,0.007,0.003,0,0.002,0,0,0.002,0.002,0.006,0.001,0.004,0.009,0.007,0.003,0,0.002,0.004,0.001,0.306,0.224,0.216
DVU0272,0,0.009,0,0.006,0.009,0.006,0.009,0,0,0,0,0,0,0,0.006,0.003,0.003,0.009,0,0.003,0.003,0.009,0.006,0.015,0.006,0.006,0.012,0.003,0,0.003,0.006,0.006,0.012,0.006,0,0,0,0.006,0.009,0,0.003,0.009,0.012,0.006,0,0.006,0.012,0.003,0,0,0,0,0.003,0.012,0.003,0,0.012,0,0.006,0.009,0,0.009,0.003,0.003,0.29,0.21,0.222
DVU0273,0.001,0.004,0.004,0.001,0.003,0.005,0.006,0.003,0.003,0.004,0.003,0.001,0.001,0.002,0.006,0.001,0.005,0.003,0.004,0.004,0.005,0.006,0.006,0.006,0.007,0.006,0.008,0.007,0.001,0.006,0.004,0.004,0.004,0.007,0.003,0.004,0.004,0.008,0.008,0.003,0.004,0.01,0.006,0.005,0.002,0.003,0.007,0.003,0.001,0.003,0.001,0.001,0.003,0.003,0.008,0.003,0.004,0.005,0.007,0.002,0,0.006,0.001,0.002,0.302,0.225,0.212
DVU0274,0.002,0.004,0.011,0,0.005,0.008,0.005,0.002,0.006,0.004,0.011,0.002,0,0.004,0.004,0.001,0.002,0.003,0.005,0.006,0.003,0.01,0.009,0.007,0.014,0.006,0.005,0.003,0.002,0.003,0.005,0.006,0.013,0.01,0.006,0.002,0.005,0.009,0.006,0.003,0.007,0.007,0.004,0.005,0,0.006,0.003,0.001,0,0.002,0,0,0.004,0.002,0.009,0.003,0.005,0.005,0.003,0.001,0.001,0.005,0.002,0.003,0.27,0.223,0.218
DVU0275,0.001,0.004,0.002,0.001,0.004,0.007,0.007,0.001,0.003,0.004,0.001,0.001,0.001,0.003,0.004,0.001,0.004,0.006,0.004,0.007,0.007,0.011,0.008,0.008,0.007,0.012,0.006,0.004,0.001,0.008,0.006,0.003,0.003,0.005,0.003,0.001,0.007,0.011,0.006,0.005,0.001,0.007,0.004,0.002,0.002,0.003,0.004,0.002,0,0.004,0.001,0,0.003,0.004,0.008,0.003,0.002,0.007,0.003,0.002,0,0.004,0.001,0.001,0.309,0.216,0.221
DVU0276,0.002,0.004,0.005,0.001,0.001,0.008,0.007,0.003,0.003,0.001,0.005,0.001,0.001,0.004,0.005,0.001,0.005,0.008,0.003,0.007,0.005,0.01,0.006,0.007,0.006,0.01,0.006,0.003,0,0.003,0.011,0.003,0.005,0.006,0.002,0.001,0.013,0.007,0.007,0.003,0.003,0.009,0.005,0.004,0,0.005,0.003,0.003,0,0.001,0,0,0.003,0.003,0.005,0.005,0.003,0.01,0.005,0.003,0.001,0.005,0.001,0,0.3,0.221,0.218
DVU0277,0.001,0.002,0.002,0.002,0.003,0.004,0.004,0.001,0.003,0.002,0.005,0.002,0.001,0.005,0.007,0.002,0.001,0.003,0.005,0.007,0.003,0.006,0.007,0.005,0.005,0.006,0.005,0.007,0.001,0.004,0.006,0.002,0.004,0.005,0.003,0.003,0.007,0.008,0.007,0.004,0.004,0.009,0.007,0.003,0.003,0.003,0.007,0.003,0.001,0.002,0.001,0.003,0.004,0.003,0.005,0.004,0.004,0.008,0.006,0.004,0.001,0.003,0.003,0.001,0.312,0.222,0.215
DVU0278,0,0.003,0.006,0.001,0.004,0.004,0.006,0.004,0.002,0.003,0.004,0.002,0,0.003,0.006,0.001,0.003,0.01,0.002,0.005,0.003,0.013,0.008,0.006,0.006,0.011,0.006,0.005,0.003,0.006,0.004,0.006,0.007,0.006,0.003,0.002,0.007,0.009,0.006,0.005,0.006,0.008,0.006,0.003,0,0.004,0.005,0.001,0,0.001,0.001,0.001,0.005,0.003,0.007,0.003,0.004,0.006,0.006,0.001,0,0.004,0.003,0.001,0.298,0.219,0.216
