TACC_Dnase I.lag1,TACC_Dnase I.lag2,TACC_Nucleosome.lag1,TACC_Nucleosome.lag2,TACC_Dnase I.Nucleosome.lag.1,TACC_Dnase I.Nucleosome.lag.2,TACC_Nucleosome.Dnase I.lag.1,TACC_Nucleosome.Dnase I.lag.2
DVU1205,0.115,0.239,0.358,0.197,-0.285,-0.174,-0.327,-0.158
DVU1206,0.017,-0.036,0.273,-0.045,-0.147,0.042,-0.148,0.028
DVU1207,-0.01,-0.005,0.161,0.012,-0.055,0.004,-0.077,-0.027
DVU1208,0.039,0.019,0.3,0.023,-0.121,-0.027,-0.141,-0.023
DVU1209,0.016,0.116,0.248,0.054,-0.142,-0.102,-0.079,-0.087
DVU1210,-0.011,0.015,0.313,0.064,-0.151,-0.092,-0.06,-0.019
DVU1211,-0.033,0.014,0.232,-0.079,-0.15,-0.017,-0.025,0.054
DVU1212,0.066,0.02,0.319,0.057,-0.053,0.008,-0.03,0.026
DVU1213,0.013,0.016,0.286,0.052,-0.076,-0.025,-0.07,-0.013
DVU1214,0.009,0.009,0.219,-0.003,-0.089,-0.009,-0.101,0.001
DVU1215,-0.017,-0.005,0.283,0.085,-0.005,-0.009,-0.051,-0.014
DVU1216,-0.071,-0.05,0.132,0.011,-0.025,-0.033,0.038,0.034
DVU1217,-0.023,0.004,0.251,-0.021,-0.097,-0.011,-0.055,0.03
DVU1218,-0.05,0.031,0.347,-0.012,-0.077,0.007,-0.072,-0.025
DVU1219,0.006,0.019,0.232,0.032,-0.088,-0.033,-0.098,-0.01
DVU1220,0.006,0.018,0.286,0.009,-0.112,-0.009,-0.06,0.018
DVU1221,-0.051,0.037,0.186,-0.003,-0.03,-0.061,-0.037,0
DVU1222,0.008,-0.006,0.165,0.026,-0.099,-0.023,-0.114,-0.002
DVU1223,0.019,-0.003,0.209,-0.018,-0.099,-0.006,-0.126,0.015
DVU1224,0.021,0.04,0.218,-0.04,-0.132,0.002,-0.103,-0.003
DVU1225,0.012,-0.001,0.188,-0.078,-0.093,0.021,-0.078,-0.005
DVU1226,0.018,0.026,0.248,-0.007,-0.154,0.031,-0.197,-0.029
DVU1227,0.175,0.266,0.462,0.19,-0.346,-0.224,-0.335,-0.262
DVU1228,0.048,0.004,0.265,0.023,-0.109,-0.028,-0.149,-0.009
DVU1229,0.535,0.142,0.832,0.403,-0.26,-0.067,-0.267,-0.122
DVU1230,0.085,0.044,0.323,-0.042,-0.278,-0.013,-0.18,-0.129
DVU1231,-0.022,-0.017,0.226,0.005,-0.117,0.002,-0.045,0
DVU1232,0.004,0.024,0.248,0.028,-0.164,-0.046,-0.054,0.033
DVU1233,0.018,0.034,0.269,0.018,-0.129,-0.029,-0.104,-0.015
DVU1234,-0.005,-0.031,0.252,0.016,-0.094,0.018,-0.068,0.015
DVU1235,0.059,0.052,0.444,0.145,-0.041,0.019,-0.011,0.051
DVU1236,0.029,-0.006,0.215,0.023,-0.113,-0.003,-0.094,-0.035
DVU1237,-0.002,0.053,0.267,0.087,-0.127,-0.074,-0.1,-0.016
DVU1238,0.002,-0.004,0.232,0.016,-0.121,-0.015,-0.097,-0.01
DVU1239,-0.059,0.034,0.179,-0.002,-0.044,-0.069,0.002,0.009
DVU1240,0.047,0.006,0.264,0.024,-0.148,-0.014,-0.111,-0.02
DVU1241,0.041,0.008,0.281,0.012,-0.151,-0.028,-0.059,-0.02
DVU1242,0.026,-0.022,0.243,-0.042,-0.129,0.016,-0.102,0.019
DVU1243,0.127,0.086,0.351,0.048,-0.238,-0.087,-0.218,-0.036
DVU1244,0.063,0.139,0.239,-0.018,-0.195,-0.079,-0.14,-0.05
DVU1245,-0.008,0.017,0.262,0.001,-0.092,-0.018,-0.096,-0.014
DVU1246,0.035,0.018,0.257,0.093,-0.129,-0.019,-0.126,-0.066
DVU1247,0.07,-0.008,0.265,0.008,-0.138,-0.02,-0.18,0.018
DVU1248,0.006,0.03,0.248,0.009,-0.131,-0.046,-0.091,-0.009
DVU1249,-0.014,-0.011,0.259,0.045,-0.06,-0.001,-0.117,-0.009
DVU1250,0.046,0.038,0.303,0.039,-0.132,-0.034,-0.103,0.008
DVU1251,0.124,0.069,0.422,0.179,-0.287,-0.156,-0.256,-0.086
DVU1252,-0.01,-0.003,0.267,0.039,-0.096,-0.01,-0.089,-0.009
DVU1253,0.046,-0.009,0.18,0.075,-0.141,-0.056,-0.065,0.001
DVU1254,-0.009,0.008,0.249,0.017,-0.145,-0.041,-0.103,0.018
DVU1255,-0.033,-0.025,0.194,-0.037,-0.07,0,-0.064,0.036
DVU1256,0.054,0.053,0.307,0.041,-0.17,-0.073,-0.155,-0.024
DVU1257,0.038,0.021,0.376,0.019,-0.148,-0.043,-0.101,0.074
DVU1258,0.056,0.021,0.264,0.014,-0.146,-0.028,-0.149,-0.023
DVU1259,0.256,0.176,0.686,0.365,-0.256,-0.258,-0.367,-0.431
DVU1260,-0.026,0.001,0.284,0.048,-0.135,-0.019,-0.08,-0.014
DVU1261,0.06,0.046,0.25,0.007,-0.154,-0.042,-0.149,-0.008
DVU1262,0.064,0.046,0.265,0.025,-0.125,-0.042,-0.141,-0.027
DVU1263,0.036,-0.034,0.294,0.033,-0.093,0.018,-0.093,-0.004
DVU1264,0.043,-0.007,0.298,0.036,-0.096,-0.009,-0.109,0.003
DVU1265,0.049,0.06,0.276,-0.034,-0.159,-0.033,-0.139,-0.015
DVU1266,0.007,0.023,0.307,0.057,-0.116,-0.035,-0.114,-0.039
DVU1267,-0.017,0.121,0.255,0.033,-0.141,-0.126,-0.051,-0.042
DVU1268,-0.062,-0.019,0.198,0.028,-0.051,-0.053,0.012,-0.01
DVU1269,-0.017,-0.047,0.279,0.01,-0.036,-0.053,0.06,0.066
DVU1270,0.038,0.038,0.242,0.039,-0.128,-0.055,-0.123,-0.035
DVU4015,0.076,0.017,0.323,0.017,-0.088,0.011,-0.149,-0.006
DVU1271,-0.009,0.034,0.303,0.068,-0.097,-0.022,-0.072,0
DVU1272,0.024,-0.003,0.244,0.035,-0.109,-0.03,-0.123,-0.026
DVU1273,0.044,0.01,0.233,0.021,-0.112,-0.005,-0.143,-0.019
DVU1274,0.007,-0.018,0.207,-0.044,-0.085,0.012,-0.065,0.049
DVU1275,0,-0.018,0.179,-0.041,-0.138,0.028,-0.095,0.028
DVU1276,-0.006,-0.009,0.263,0.007,-0.099,-0.021,-0.073,0.008
DVU1277,-0.037,0.277,0.495,0.071,-0.354,-0.309,-0.096,-0.3
DVU1278,0.029,-0.01,0.268,0.009,-0.133,-0.004,-0.112,-0.001
DVU1279,0.001,0.026,0.298,0.04,-0.084,-0.029,-0.081,-0.026
DVU1280,0.018,0.056,0.227,0.059,-0.059,-0.014,-0.041,-0.022
DVU1281,0.048,0.074,0.256,0.01,-0.142,-0.05,-0.15,-0.049
DVU1282,0.022,0.007,0.294,0.025,-0.096,-0.017,-0.105,-0.003
DVU1283,0.046,0.077,0.296,0.077,-0.184,-0.096,-0.135,-0.037
DVU1284,0.042,0.019,0.294,0.014,-0.137,-0.013,-0.118,-0.02
DVU1285,0.011,0.039,0.262,-0.002,-0.131,0.016,-0.119,-0.031
DVU1286,0.02,0.03,0.239,0.03,-0.137,-0.015,-0.101,-0.029
DVU1287,0.058,0.007,0.305,0.045,-0.181,-0.05,-0.151,-0.007
DVU1288,0.015,-0.043,0.251,0.029,-0.085,-0.002,-0.123,0.022
DVU1289,0.043,0,0.243,0.031,-0.14,-0.027,-0.132,0.006
DVU1290,0.028,0.042,0.317,0.109,-0.058,-0.012,-0.06,0.01
DVU1291,0.124,0.113,0.386,0.093,-0.277,-0.134,-0.246,-0.146
DVU1292,0.104,0.135,0.621,0.266,-0.223,-0.177,-0.171,-0.094
DVU4003,0.131,0.06,0.379,0.067,-0.163,-0.066,-0.18,-0.086
DVU1294,0.061,0.11,0.346,0.071,-0.133,-0.044,-0.131,-0.048
DVU1295,0.084,0.025,0.299,0.029,-0.204,-0.033,-0.192,-0.02
DVU1296,0.27,0.174,0.523,0.349,-0.37,-0.264,-0.425,-0.248
DVU1297,0.207,0.362,0.787,0.273,-0.482,-0.362,-0.473,-0.226
DVU1298,0.074,0.004,0.316,0.068,-0.16,-0.028,-0.171,-0.039
DVU1299,0.036,0.062,0.325,0.08,-0.188,-0.091,-0.162,-0.051
DVU1300,0.019,0.021,0.249,0.004,-0.147,-0.03,-0.118,0.001
DVU1301,0.015,-0.001,0.315,0.07,-0.099,-0.017,-0.044,-0.019
DVU1302,0.03,-0.037,0.259,-0.081,-0.153,0.072,-0.17,0.052
DVU1303,0.079,0.06,0.341,0.038,-0.187,-0.045,-0.225,-0.113
DVU1304,0.051,0.003,0.279,0.066,-0.137,-0.048,-0.173,-0.034
DVU1305,0.203,0.092,0.425,0.113,-0.292,-0.125,-0.277,-0.093
DVU1306,-0.003,-0.005,0.224,-0.016,-0.1,-0.003,-0.102,-0.01
DVU1307,-0.007,0.039,0.333,0.057,-0.189,-0.037,-0.17,-0.081
DVU1308,0.093,0.061,0.401,0.037,-0.216,-0.081,-0.145,0.023
DVU1309,0.029,0,0.233,0.031,-0.159,-0.024,-0.161,-0.05
DVU1310,0.053,0.031,0.367,0.033,-0.162,-0.05,-0.199,-0.09
DVU1311,0.116,0.063,0.36,0.182,-0.301,-0.131,-0.218,-0.108
DVU1312,0.068,0.02,0.299,-0.014,-0.169,-0.059,-0.185,-0.025
DVU1313,0.035,0.124,0.222,0.106,-0.185,-0.108,-0.104,-0.084
DVU1314,0.079,-0.018,0.299,-0.047,-0.182,0.012,-0.149,-0.002
DVU1315,0.098,0.126,0.404,0.163,-0.207,-0.139,-0.211,-0.116
DVU1316,0.063,-0.029,0.232,-0.055,-0.111,0.015,-0.068,0.019
DVU1317,0.013,0.048,0.287,0.03,-0.13,-0.009,-0.183,0.006
DVU1318,0.061,0.09,0.321,0.05,-0.174,-0.078,-0.197,-0.081
DVU1319,0.092,0.128,0.404,0.112,-0.286,-0.141,-0.214,-0.089
DVU1320,0.07,0.022,0.243,0.005,-0.172,0.008,-0.141,-0.016
DVU1321,-0.115,0.122,0.165,0.008,-0.078,-0.087,0.009,-0.044
DVU1322,0,-0.028,0.213,-0.034,-0.08,0.014,-0.099,-0.031
DVU1323,0.002,0.058,0.308,0.065,-0.149,-0.055,-0.107,-0.033
DVU1324,0.068,0.072,0.343,0.01,-0.197,-0.051,-0.154,-0.077
DVU1325,0.235,0.199,0.542,0.074,-0.421,-0.246,-0.365,-0.107
DVU1326,0.06,0.03,0.255,0.028,-0.101,-0.035,-0.177,-0.049
DVU1327,0.015,0.037,0.355,0.113,-0.172,-0.068,-0.141,-0.039
DVU1328,0.051,0.086,0.344,0.045,-0.139,-0.077,-0.131,-0.017
DVU1329,0.033,0.026,0.266,0.06,-0.168,-0.039,-0.125,-0.049
DVU1330,0.02,-0.024,0.225,-0.082,-0.123,0.045,-0.126,0.045
DVU1331,0.058,0.113,0.286,0.041,-0.194,-0.069,-0.147,-0.082
DVU1333,0.03,-0.045,0.46,0.098,-0.18,0.007,-0.202,-0.061
DVU1334,0.017,0.053,0.295,0.015,-0.156,-0.065,-0.141,-0.038
DVU1335,0.02,0.04,0.361,0.034,-0.175,-0.064,-0.139,-0.029
DVU1336,0.045,0.003,0.261,0.021,-0.168,-0.016,-0.108,0.02
DVU1337,0.033,0.004,0.263,0.041,-0.138,-0.02,-0.115,-0.027
DVU1338,0.029,0.036,0.184,-0.017,-0.13,-0.047,-0.093,0.029
DVU1339,0.054,0.028,0.246,-0.003,-0.129,-0.016,-0.123,-0.006
DVU1340,-0.023,0.043,0.193,0.011,-0.093,-0.04,-0.078,-0.019
DVU1341,-0.002,-0.016,0.22,-0.002,-0.083,0.001,-0.03,0.015
DVU1342,0.008,0.009,0.225,-0.034,-0.117,0.019,-0.08,0.006
DVU1343,0.001,0.007,0.187,0.003,-0.094,-0.038,-0.072,0.014
DVU1344,-0.012,0.028,0.261,0.026,-0.098,-0.034,-0.094,-0.033
DVU1345,0.012,-0.005,0.201,-0.001,-0.097,0.008,-0.079,0.002
DVU1346,0.005,0.027,0.294,0.067,-0.097,-0.02,-0.055,-0.017
DVU1347,-0.006,0.001,0.251,0.035,-0.111,0,-0.025,0.018
DVU1348,-0.008,0.021,0.324,0.015,-0.141,-0.069,-0.138,-0.003
DVU1349,-0.02,0.01,0.211,-0.031,-0.097,0.01,-0.052,-0.013
DVU1350,-0.013,0.028,0.254,0.005,-0.101,-0.011,-0.076,-0.007
DVU1351,-0.037,-0.047,0.224,0.043,-0.06,0.019,-0.052,0.021
DVU1352,0.059,0.05,0.342,0.001,-0.168,-0.02,-0.181,-0.052
DVU1353,0.038,0.009,0.28,0.057,-0.145,-0.02,-0.121,-0.036
DVU1354,-0.04,0.001,0.217,0.024,-0.061,-0.046,-0.001,0.069
DVU1355,0.012,-0.007,0.207,0.045,-0.12,-0.017,-0.123,-0.027
DVU1356,-0.011,0.031,0.207,0.045,-0.073,-0.035,-0.055,-0.017
DVU1357,0.006,-0.054,0.205,-0.078,-0.116,0.029,-0.075,0.026
DVU1358,0.007,-0.008,0.182,-0.011,-0.119,0.016,-0.101,0.008
DVU1359,0.024,-0.031,0.276,0.004,-0.105,0.008,-0.104,0.006
DVU1360,-0.027,0.014,0.275,0.041,-0.07,-0.011,-0.061,0.017
DVU1361,0.063,0.041,0.268,0.085,-0.145,-0.067,-0.15,-0.064
DVU1362,-0.015,-0.026,0.182,-0.002,-0.084,0.022,-0.063,-0.005
DVU1363,0.022,-0.023,0.223,-0.014,-0.073,0.028,-0.134,0.019
DVU1364,0.018,0.015,0.269,0.006,-0.124,-0.034,-0.121,0.012
DVU1365,0.067,0.042,0.264,0.005,-0.153,-0.054,-0.133,-0.013
DVU1366,0.025,-0.012,0.264,0.017,-0.122,-0.011,-0.117,-0.026
DVU1367,0.079,0.031,0.285,0.021,-0.089,-0.001,-0.117,-0.039
DVU1368,-0.016,0.014,0.218,-0.004,-0.076,0.009,-0.048,0.02
DVU1369,0.048,-0.041,0.284,-0.018,-0.111,0.009,-0.025,0.029
DVU1370,0.012,0.018,0.256,0.006,-0.11,-0.029,-0.083,0.02
DVU1371,-0.015,0.052,0.208,0.02,-0.112,-0.044,-0.068,-0.042
DVU1372,0.049,0.092,0.383,0.179,-0.222,-0.131,-0.144,-0.09
DVU1373,-0.015,-0.046,0.22,-0.006,-0.093,0.012,-0.092,-0.005
DVU1374,0.042,-0.005,0.282,-0.027,-0.119,0.005,-0.168,0.01
DVU1375,0.137,0.093,0.277,0.042,-0.196,-0.142,-0.254,-0.092
DVU1376,0.007,0.04,0.295,0.027,-0.11,-0.036,-0.085,-0.033
DVU1377,0.059,0.071,0.316,0.033,-0.119,-0.047,-0.155,-0.048
DVU1378,0.004,-0.011,0.272,0.016,-0.127,-0.018,-0.068,0.035
DVU1379,0.104,0.055,0.527,0.145,-0.001,-0.074,-0.148,-0.192
DVU1380,-0.051,0.054,0.227,-0.006,-0.088,-0.032,-0.091,0.029
DVU1381,0.137,0.093,0.35,0.207,-0.249,-0.129,-0.314,-0.11
DVU1383,0.029,0.077,0.371,0.073,-0.163,-0.078,-0.009,-0.009
DVU1384,-0.026,-0.001,0.198,0.011,-0.072,0,-0.061,0.002
DVU1385,0.24,0.082,0.396,-0.002,-0.066,-0.046,-0.238,-0.06
DVU1386,0.001,0.03,0.297,0.04,-0.076,-0.026,-0.056,0.003
DVU1387,-0.001,0.014,0.259,0.041,-0.128,-0.036,-0.094,-0.013
DVU1388,-0.006,0.027,0.269,0.023,-0.104,-0.044,-0.038,-0.008
DVU1389,0.005,0.031,0.234,-0.011,-0.141,-0.043,-0.118,-0.023
DVU1390,0.055,0.061,0.229,-0.021,-0.14,-0.039,-0.152,-0.006
DVU1391,0.114,0.12,0.401,0.123,-0.246,-0.148,-0.254,-0.126
DVU1392,0.026,0.036,0.292,0.065,-0.147,-0.052,-0.13,-0.054
DVU1393,0.087,0.042,0.325,-0.102,-0.045,0.028,-0.035,0.099
DVU1394,-0.063,0.107,0.391,-0.024,-0.062,-0.097,-0.045,-0.007
DVU1395,-0.005,0.076,0.428,0.079,-0.224,-0.082,-0.154,-0.054
DVU1396,0.08,0.113,0.338,-0.033,-0.184,-0.064,-0.214,-0.064
DVU1397,-0.004,0.101,0.232,0.028,-0.181,-0.061,-0.089,-0.057
DVU1398,0.005,0.016,0.308,0.004,-0.152,-0.016,-0.141,-0.084
DVU1399,0.025,0.056,0.449,0.14,-0.234,-0.06,-0.221,-0.19
DVU1400,-0.001,0.054,0.22,0.008,-0.102,-0.053,-0.088,-0.027
DVU1401,0.004,0.045,0.241,0.061,-0.09,-0.058,-0.099,-0.037
DVU1402,0.012,0.012,0.243,-0.017,-0.148,-0.001,-0.079,-0.006
DVU1403,0.054,0.061,0.293,0.055,-0.177,-0.053,-0.158,-0.031
DVU1404,0.024,0.017,0.254,0.071,-0.135,-0.065,-0.116,-0.035
DVU1405,-0.029,0.018,0.257,0.075,-0.071,-0.05,-0.055,-0.029
DVU1406,-0.012,0.01,0.244,-0.004,-0.068,0.011,-0.066,-0.023
DVU1407,0.034,0.04,0.226,0.022,-0.136,-0.03,-0.117,-0.007
DVU1408,0.085,0.107,0.339,0.046,-0.171,-0.113,-0.058,-0.01
DVU1409,-0.016,0.063,0.337,0.069,-0.113,-0.12,-0.071,-0.01
DVU1410,0.013,0.006,0.235,-0.013,-0.121,-0.005,-0.116,-0.006
DVU1411,0.019,-0.005,0.248,0.021,-0.118,-0.014,-0.129,-0.019
DVU1412,0.013,0.022,0.223,-0.019,-0.119,-0.001,-0.108,-0.007
DVU1413,-0.022,0.008,0.296,0.066,-0.078,-0.026,-0.04,0.026
DVU1414,0.002,0.035,0.287,0.036,-0.133,-0.049,-0.084,-0.019
DVU1415,0.018,-0.014,0.255,0.011,-0.116,-0.013,-0.076,-0.007
DVU1416,0.041,0.012,0.272,0.018,-0.11,-0.003,-0.15,-0.028
DVU1417,0.087,0.047,0.258,-0.026,-0.174,-0.042,-0.124,0.013
DVU1418,0.004,0.036,0.294,0.034,-0.11,-0.023,-0.102,0.002
DVU1419,0.079,0.081,0.304,0.026,-0.185,-0.048,-0.139,-0.031
DVU1420,-0.044,0.018,0.257,0.024,-0.118,-0.056,-0.081,-0.022
DVU1421,0.136,0.082,0.388,0.086,-0.232,-0.088,-0.259,-0.113
DVU1422,0.043,0.037,0.274,-0.011,-0.192,-0.024,-0.137,-0.007
DVU1423,0.02,-0.018,0.283,0.009,-0.114,-0.029,-0.108,-0.031
DVU1424,0.045,0.001,0.256,-0.001,-0.137,0.003,-0.122,-0.008
DVU1425,0.024,-0.021,0.231,0.013,-0.136,0.023,-0.117,-0.001
DVU1426,-0.046,0.07,0.186,-0.012,-0.119,-0.001,-0.067,-0.059
DVU1427,-0.001,-0.013,0.268,0.071,-0.101,-0.041,-0.084,-0.038
DVU1428,0.019,0.043,0.251,0.065,-0.133,-0.044,-0.111,-0.044
DVU1429,0.015,0.008,0.238,-0.033,-0.123,-0.004,-0.106,0.029
DVU1430,0.028,-0.007,0.227,-0.022,-0.114,0.01,-0.123,0.002
DVU1431,-0.014,0.033,0.268,0.003,-0.108,-0.031,-0.068,0
DVU1432,0.024,0.006,0.243,0.006,-0.147,-0.015,-0.096,0.004
DVU1433,0.135,0.05,0.325,0.126,-0.178,-0.075,-0.174,-0.096
DVU1434,0.063,-0.027,0.33,-0.019,-0.126,0.026,-0.173,-0.05
DVU1435,-0.026,-0.011,0.24,-0.013,-0.111,-0.006,-0.067,0.012
DVU1436,-0.092,-0.028,0.059,-0.141,0.029,0.066,-0.121,0.029
DVU1437,-0.011,0.073,0.22,0.081,-0.037,-0.017,-0.136,-0.1
DVU1438,0.02,-0.044,0.225,0.003,-0.102,0.01,-0.115,-0.011
DVU1439,-0.055,0.049,0.363,0.053,-0.149,-0.03,-0.083,-0.115
DVU1440,0.035,0.047,0.332,0.054,-0.19,-0.064,-0.134,-0.027
DVU1441,0.029,0.031,0.286,0.025,-0.15,-0.019,-0.165,-0.04
DVU1442,0.034,0.047,0.231,0.102,-0.181,-0.089,-0.115,-0.038
DVU1443,0.017,0.022,0.243,0.006,-0.142,-0.007,-0.105,-0.019
DVU1444,0.026,0.008,0.228,0.027,-0.137,0.002,-0.125,-0.05
DVU1445,0.034,0.008,0.239,0.034,-0.099,-0.012,-0.149,-0.031
DVU1446,0.007,-0.009,0.259,0.007,-0.08,0.012,-0.106,-0.01
DVU1447,0.015,0.04,0.287,0.053,-0.139,-0.07,-0.09,-0.018
DVU1448,0.09,0.086,0.317,0.061,-0.171,-0.078,-0.176,-0.068
DVU1449,0.043,0.011,0.294,-0.009,-0.107,0.02,-0.113,-0.013
DVU1450,0.012,0.023,0.273,-0.019,-0.12,-0.029,-0.107,-0.014
DVU1451,-0.025,-0.004,0.237,0.03,-0.077,-0.005,-0.083,-0.003
DVU1452,0.028,0.017,0.205,0.012,-0.133,-0.033,-0.094,-0.002
DVU1453,0.064,0.035,0.287,0.031,-0.175,-0.035,-0.16,-0.02
DVU1454,-0.003,0.012,0.23,0.027,-0.11,-0.028,-0.085,-0.029
DVU1455,0.116,0.016,0.335,0.052,-0.2,-0.024,-0.211,-0.035
DVU1456,0.031,0.044,0.254,0.026,-0.148,-0.069,-0.082,-0.003
DVU1457,0.027,0.041,0.284,0.028,-0.137,-0.061,-0.1,-0.005
DVU1458,0.07,0.037,0.298,-0.024,-0.164,-0.025,-0.194,0.015
DVU1459,0.027,0.009,0.225,0.018,-0.081,-0.026,-0.115,0.001
DVU1460,0.088,0.106,0.229,-0.034,-0.127,-0.058,-0.135,-0.015
DVU1461,0.019,0.009,0.268,0.018,-0.103,-0.007,-0.119,-0.015
DVU1462,-0.006,0.01,0.222,0.055,-0.081,0.001,-0.073,-0.022
DVU1463,0.002,0.011,0.141,-0.01,-0.059,-0.04,-0.059,-0.004
DVU1464,0.001,-0.021,0.24,0.023,-0.081,-0.024,-0.097,0.001
DVU1465,-0.013,0.039,0.249,-0.006,-0.138,-0.018,-0.067,0.003
DVU1466,0.012,-0.027,0.219,-0.008,-0.138,0.013,-0.106,0.009
DVU1467,0.007,-0.01,0.233,0.017,-0.109,0.015,-0.1,-0.016
DVU1468,0.016,0.021,0.232,0.023,-0.108,-0.03,-0.103,-0.021
DVU1469,0.014,0.018,0.222,0.039,-0.102,-0.011,-0.115,-0.03
DVU1470,0,0.007,0.218,0.117,-0.102,-0.04,-0.058,-0.063
DVU1471,0.014,0.052,0.189,0.017,-0.107,-0.071,-0.084,-0.003
DVU1472,0.021,0.031,0.272,0.032,-0.121,-0.017,-0.082,-0.021
DVU1473,-0.033,0.062,0.224,0.013,-0.064,-0.091,-0.087,0.015
DVU1474,0.091,0.393,0.524,0.189,-0.309,-0.275,-0.242,-0.263
DVU1475,0.018,0.163,0.323,0.01,-0.179,-0.155,-0.082,-0.033
DVU1476,0.201,0.05,0.538,0.117,-0.226,0.002,-0.386,-0.165
DVU1477,0.092,0.055,0.472,0.117,-0.155,-0.029,-0.089,-0.062
DVU1478,0.068,0.114,0.532,0.186,-0.092,-0.099,-0.014,-0.16
DVU1479,0.098,0.051,0.447,0.061,-0.106,-0.016,-0.115,-0.111
DVU1480,-0.005,0.016,0.268,0.005,-0.111,-0.017,-0.099,0
DVU1481,0.192,0.137,0.524,0.266,-0.183,-0.06,-0.162,-0.091
DVU1482,0.111,0.031,0.507,0.118,-0.053,0.033,-0.092,-0.065
DVU1483,0.008,0.044,0.205,-0.019,-0.111,-0.003,-0.114,-0.023
DVU1484,-0.001,-0.034,0.208,-0.015,-0.055,0.031,-0.081,-0.004
DVU1485,0.066,0.058,0.423,0.126,-0.149,-0.019,-0.172,-0.083
DVU1486,0.055,0.043,0.283,0.02,-0.135,-0.055,-0.143,-0.055
DVU1487,-0.03,0.018,0.301,0.02,-0.104,-0.005,-0.067,-0.049
DVU1488,0.048,0.054,0.298,0.02,-0.144,-0.044,-0.17,-0.042
DVU1489,0.076,0.067,0.394,0.054,-0.176,-0.01,-0.196,-0.086
DVU1490,0.067,0.03,0.355,0.029,-0.194,-0.04,-0.213,-0.047
DVU1491,0.031,-0.016,0.457,0.108,-0.217,-0.056,-0.091,-0.027
DVU4002,0.063,0.039,0.428,0.098,-0.052,-0.013,-0.109,-0.013
DVU1493,0.185,0.228,0.438,0.151,-0.296,-0.173,-0.343,-0.196
DVU1494,0.02,0.041,0.273,0.027,-0.127,-0.054,-0.12,-0.044
DVU1495,0.024,0.073,0.327,0.12,-0.141,-0.129,-0.127,-0.092
DVU1496,0.068,0.043,0.302,0.023,-0.193,-0.096,-0.166,-0.03
DVU1497,0.083,0.035,0.308,-0.03,-0.152,-0.025,-0.207,0.021
DVU1498,0.002,0.002,0.248,-0.011,-0.122,-0.006,-0.071,-0.017
DVU1499,0.086,0.053,0.473,0.067,-0.259,-0.024,-0.278,-0.061
DVU1500,0.028,0.047,0.265,0.014,-0.162,-0.031,-0.151,-0.017
DVU1501,0.001,0.028,0.295,-0.011,-0.125,0.002,-0.153,-0.057
DVU1502,0.032,0.043,0.336,0.068,-0.157,-0.064,-0.132,-0.065
DVU1503,0.012,0.074,0.301,0.043,-0.16,-0.064,-0.132,-0.071
DVU1504,0.074,0.064,0.41,0.119,-0.244,-0.133,-0.249,-0.061
DVU1505,-0.008,-0.008,0.154,-0.048,-0.026,0.009,-0.019,0.027
DVU1506,0.053,0.022,0.277,-0.021,-0.148,0.001,-0.149,0.011
DVU1507,-0.016,0,0.162,-0.041,-0.007,0.044,-0.024,-0.029
DVU1508,-0.007,0.022,0.234,-0.032,-0.07,0.011,-0.11,0.01
DVU1509,0.183,0.241,0.651,0.25,-0.397,-0.265,-0.335,-0.296
DVU1510,0.167,0.171,0.562,0.149,-0.226,-0.146,-0.256,-0.221
DVU1511,0.08,0.061,0.459,0.068,-0.178,-0.035,-0.151,-0.076
DVU1512,-0.043,0.05,0.241,-0.032,-0.131,-0.012,-0.091,-0.028
DVU1513,0.069,-0.015,0.294,0.045,-0.164,-0.026,-0.194,-0.038
DVU1514,0.023,-0.007,0.294,0.027,-0.105,-0.028,-0.138,-0.014
DVU1515,0.057,0.023,0.335,0.049,-0.145,-0.035,-0.163,-0.044
DVU1516,0.047,-0.015,0.244,-0.021,-0.115,0.032,-0.171,0.015
DVU1517,0.08,0.016,0.266,0.039,-0.177,-0.033,-0.147,-0.002
DVU1518,0.054,0.038,0.561,0.237,-0.15,-0.123,-0.15,-0.09
DVU1519,0.056,0.03,0.328,0.002,-0.145,-0.035,-0.181,-0.089
DVU1520,0.148,0.057,0.518,0.143,-0.214,-0.054,-0.247,-0.086
DVU1521,0.096,0.147,0.622,0.117,-0.338,-0.104,-0.337,-0.126
DVU1522,0.033,0.004,0.262,-0.019,-0.149,-0.022,-0.119,0.046
DVU1523,0.032,0.061,0.242,0.022,-0.152,-0.061,-0.105,-0.021
DVU1524,0.032,0.07,0.253,0.012,-0.145,-0.036,-0.141,-0.047
DVU1525,-0.013,0.031,0.277,0.029,-0.147,-0.047,-0.127,-0.003
DVU1526,-0.019,0.08,0.283,-0.079,-0.147,0.021,-0.079,0.022
DVU1527,0.063,0.102,0.341,0.078,-0.171,-0.077,-0.198,-0.081
DVU1528,0.014,0.029,0.193,0.004,-0.071,-0.011,-0.102,-0.027
DVU1529,0.037,0.01,0.218,0.005,-0.101,-0.012,-0.12,0
DVU1530,0.032,-0.012,0.305,0.028,-0.119,-0.01,-0.146,-0.019
DVU1531,0.014,-0.026,0.241,-0.034,-0.071,0.033,-0.126,0.023
DVU1532,0.004,-0.036,0.28,-0.002,-0.111,-0.005,-0.098,-0.014
DVU1533,-0.017,0.035,0.251,0.016,-0.026,0.001,-0.046,0.006
