DCC_Twist.Tilt.lag.1,DCC_Twist.Tilt.lag.2,DCC_Tilt.Twist.lag.1,DCC_Tilt.Twist.lag.2
DVU2835,-0.247,0.002,-0.253,-0.051
DVU2836,-0.239,-0.096,-0.228,-0.08
DVU2837,-0.24,-0.001,-0.258,-0.011
DVU2838,-0.301,0.011,-0.316,0.044
DVU2839,-0.281,-0.051,-0.238,-0.032
DVU2840,-0.296,0.02,-0.256,0.051
DVU2841,-0.305,0.034,-0.223,0.011
DVU2842,-0.237,-0.021,-0.263,0.003
DVU2843,-0.24,0.02,-0.235,0.039
DVU2844,-0.257,-0.003,-0.243,0.003
DVU2845,-0.306,0.001,-0.331,0.037
DVU2846,-0.342,0.09,-0.407,0.074
DVU2847,-0.415,0.138,-0.38,0.104
DVU2848,-0.34,-0.056,-0.284,0.011
DVU2849,-0.299,-0.055,-0.307,-0.006
DVU2850,-0.294,0.037,-0.285,0.046
DVU2851,-0.297,0.012,-0.28,-0.005
DVU2852,-0.272,-0.035,-0.193,-0.071
DVU2853,-0.224,-0.012,-0.278,-0.014
DVU2854,-0.279,0.023,-0.267,-0.012
DVU2855,-0.319,0.036,-0.302,0.022
DVU2856,-0.302,0.004,-0.216,-0.056
DVU2857,-0.213,-0.119,-0.274,-0.047
DVU2858,-0.255,-0.013,-0.284,-0.018
DVU2859,-0.301,-0.012,-0.304,0.003
DVU2860,-0.191,0.007,-0.227,0.056
DVU2861,-0.238,-0.023,-0.277,0.028
DVU2862,-0.261,0.02,-0.217,-0.005
DVU2863,-0.269,0.054,-0.245,0.04
DVU2864,-0.36,0.022,-0.237,0.032
DVU2865,-0.324,0.059,-0.283,0.011
DVU2866,-0.279,0.062,-0.28,0.032
DVU2867,-0.292,0.043,-0.308,0.035
DVU2868,-0.264,-0.005,-0.182,-0.079
DVU2869,-0.217,0.02,-0.24,0.01
DVU2870,-0.241,0.011,-0.36,0.005
DVU2871,-0.267,-0.001,-0.269,-0.011
DVU2872,-0.243,-0.022,-0.283,-0.033
DVU2873,-0.297,-0.081,-0.369,0.024
DVU2874,-0.3,0.036,-0.224,-0.045
DVU2875,-0.287,-0.047,-0.255,0.01
DVU2876,-0.281,0.011,-0.282,0.016
DVU2877,-0.26,0.023,-0.207,0.017
DVU2878,-0.341,0.044,-0.25,-0.025
DVU2879,-0.29,0.021,-0.276,-0.031
DVU2880,-0.417,0.259,-0.293,0.094
DVU2881,-0.285,-0.006,-0.249,-0.021
DVU2882,-0.253,0.003,-0.288,0.036
DVU2883,-0.26,-0.027,-0.265,-0.059
DVU2884,-0.274,0.031,-0.3,0.042
DVU2885,-0.241,-0.023,-0.28,-0.023
DVU2886,-0.289,0.027,-0.337,0.08
DVU2887,-0.284,-0.003,-0.261,-0.023
DVU2888,-0.318,0.038,-0.27,0.032
DVU2889,-0.308,-0.025,-0.318,0.056
DVU2890,-0.348,0.009,-0.272,0.024
DVU2891,-0.223,-0.017,-0.337,0.029
DVU2892,-0.244,0,-0.314,0.054
DVU2893,-0.382,0.04,-0.266,-0.001
DVU2894,-0.24,-0.029,-0.234,0.005
DVU2895,-0.296,0.049,-0.224,0.01
DVU2896,-0.248,-0.022,-0.286,-0.025
DVU2897,-0.315,0.024,-0.338,0.032
DVU2898,-0.232,-0.018,-0.272,0.018
DVU2899,-0.307,-0.004,-0.282,-0.015
DVU2900,-0.294,0.036,-0.281,0.023
DVU2901,-0.251,0.033,-0.252,0.014
DVU2902,-0.271,0.02,-0.307,0.016
DVU2903,-0.293,0.015,-0.325,0.004
DVU2904,-0.203,-0.022,-0.232,-0.012
DVU2905,-0.337,0.066,-0.285,0.036
DVU2906,-0.332,0.077,-0.294,0.06
DVU2907,-0.293,0.035,-0.233,-0.016
DVU2908,-0.338,0.071,-0.276,0.025
DVU2909,-0.288,-0.012,-0.342,0.068
DVU2910,-0.302,-0.009,-0.287,0.028
DVU2911,-0.326,0.049,-0.24,-0.001
DVU2912,-0.248,-0.062,-0.351,0.041
DVU2913,-0.256,-0.012,-0.311,0.033
DVU2914,-0.208,-0.06,-0.286,0.015
DVU2915,-0.289,0.027,-0.358,0.061
DVU2916,-0.232,-0.005,-0.291,0.06
DVU2917,-0.258,-0.015,-0.297,0.018
DVU2918,-0.374,0.085,-0.423,0.129
DVU2919,-0.269,0.059,-0.305,0.024
DVU2920,-0.254,-0.074,-0.304,-0.033
DVU2921,-0.319,-0.096,-0.292,-0.014
DVU2922,-0.146,-0.068,-0.17,-0.023
DVU2923,-0.199,-0.048,-0.24,-0.003
DVU2924,-0.175,-0.097,-0.194,-0.061
DVU2925,-0.191,-0.093,-0.252,-0.074
DVU2926,-0.18,-0.057,-0.222,-0.068
DVU2927,-0.127,-0.133,-0.166,-0.087
DVU2928,-0.236,-0.015,-0.268,-0.013
DVU2929,-0.24,-0.039,-0.291,-0.008
DVU2930,-0.259,0.069,-0.237,0.063
DVU2931,-0.259,-0.013,-0.262,0.011
DVU2932,-0.251,-0.02,-0.282,0.011
DVU2933,-0.306,0.027,-0.304,0.039
DVU2934,-0.263,0.001,-0.244,0.013
DVU2935,-0.329,0.066,-0.309,0.069
DVU2936,-0.334,-0.024,-0.333,-0.038
DVU2937,-0.239,-0.046,-0.263,-0.027
DVU2938,-0.256,-0.036,-0.288,-0.019
DVU2939,-0.308,0.006,-0.241,0.021
DVU2940,-0.291,0.021,-0.25,0.039
DVU2941,-0.341,-0.021,-0.335,-0.014
DVU2942,-0.205,-0.041,-0.287,0.014
DVU2943,-0.229,-0.05,-0.306,-0.002
DVU2944,-0.28,0.023,-0.325,0.053
DVU2945,-0.257,0.01,-0.251,-0.012
DVU2946,-0.26,0.039,-0.252,-0.034
DVU2947,-0.273,0.013,-0.262,0.001
DVU2948,-0.292,-0.025,-0.309,-0.001
DVU2949,-0.261,-0.003,-0.297,0.007
DVU2951,-0.26,0.027,-0.302,0.015
DVU2952,-0.403,0.04,-0.291,0.028
DVU2953,-0.277,0.058,-0.295,0.068
DVU2954,-0.321,0.029,-0.326,0.052
DVU2955,-0.186,-0.024,-0.248,0.052
DVU2956,-0.23,-0.007,-0.217,-0.026
DVU2957,-0.272,0.021,-0.374,0.1
DVU2958,-0.222,-0.048,-0.257,-0.066
DVU2959,-0.32,0.024,-0.391,0.06
DVU2960,-0.23,0.007,-0.281,0.034
DVU2961,-0.227,-0.048,-0.261,-0.046
DVU2962,-0.216,-0.051,-0.297,-0.006
DVU2963,-0.276,0.013,-0.262,0.047
DVU2964,-0.245,-0.003,-0.231,0.034
DVU2965,-0.337,0.035,-0.302,0.05
DVU2966,-0.277,0.016,-0.267,0.05
DVU2967,-0.288,0.013,-0.25,0.009
DVU2968,-0.315,0.047,-0.241,0.003
DVU2969,-0.291,0.025,-0.315,0.03
DVU2970,-0.302,0.018,-0.258,-0.032
DVU2971,-0.318,0.016,-0.319,0.005
DVU2972,-0.285,0.005,-0.26,-0.018
DVU2973,-0.163,-0.025,-0.17,-0.069
DVU2974,-0.259,-0.023,-0.299,0.056
DVU2975,-0.287,0.017,-0.271,0.017
DVU2976,-0.261,0.029,-0.26,-0.01
DVU2977,-0.304,-0.082,-0.349,0.041
DVU2978,-0.241,-0.004,-0.318,0.025
DVU2979,-0.239,0.016,-0.293,0.036
DVU2980,-0.291,0.054,-0.327,0.066
DVU2981,-0.279,-0.022,-0.32,0.003
DVU2982,-0.295,-0.006,-0.295,-0.004
DVU2983,-0.342,0.01,-0.305,0.028
DVU2984,-0.32,0.047,-0.295,0.041
DVU2985,-0.315,-0.007,-0.304,0.009
DVU2986,-0.346,0.026,-0.205,-0.047
DVU2987,-0.343,0.035,-0.239,-0.025
DVU2988,-0.255,0.026,-0.259,0.082
DVU2989,-0.256,0.007,-0.267,0.009
DVU2990,-0.286,0.028,-0.274,0.029
DVU2991,-0.299,0.061,-0.351,0.077
DVU2992,-0.29,0.004,-0.286,0.002
DVU2993,-0.291,0.04,-0.308,0.055
DVU2994,-0.291,-0.014,-0.29,0.026
DVU2995,-0.307,0.048,-0.305,0.022
DVU2996,-0.334,0.101,-0.289,0.011
DVU2997,-0.371,0.074,-0.302,0.041
DVU2998,-0.319,0.049,-0.305,0.022
DVU2999,-0.336,0.052,-0.267,-0.021
DVU3000,-0.323,0.026,-0.26,0.041
DVU3001,-0.342,0.054,-0.344,0.042
DVU3002,-0.309,0.044,-0.257,0.002
DVU3003,-0.272,-0.008,-0.261,-0.014
DVU3004,-0.231,-0.029,-0.269,-0.03
DVU3005,-0.283,-0.022,-0.28,0.022
DVU3006,-0.297,0.04,-0.27,0.032
DVU3007,-0.324,0.026,-0.327,0.07
DVU3008,-0.244,0.005,-0.28,0.012
DVU3009,-0.26,0.028,-0.246,0.007
DVU3010,-0.286,0.079,-0.353,0.085
DVU3011,-0.294,0.082,-0.303,0.075
DVU3012,-0.264,0.003,-0.294,0.017
DVU3013,-0.28,0.004,-0.261,-0.004
DVU3014,-0.282,0.051,-0.279,0.04
DVU3015,-0.305,0.079,-0.229,0.036
DVU3016,-0.295,0.038,-0.302,0.029
DVU3017,-0.345,0.011,-0.296,0.032
DVU3018,-0.281,0.058,-0.273,0.022
DVU3019,-0.296,0.041,-0.272,0.022
DVU3020,-0.342,0.092,-0.244,-0.03
DVU3021,-0.348,0.063,-0.294,0.027
DVU3022,-0.244,-0.006,-0.271,0.004
DVU3023,-0.243,-0.016,-0.267,-0.002
DVU3024,-0.178,0.026,-0.276,0.089
DVU3025,-0.248,-0.034,-0.281,-0.005
DVU3026,-0.235,-0.021,-0.29,-0.012
DVU3027,-0.218,-0.073,-0.297,-0.014
DVU3028,-0.264,0.001,-0.237,-0.023
DVU3029,-0.258,-0.03,-0.3,-0.033
DVU3030,-0.276,-0.027,-0.312,-0.025
DVU3031,-0.305,0.007,-0.334,0.03
DVU3032,-0.237,-0.02,-0.245,0.024
DVU3033,-0.24,-0.016,-0.269,0.01
DVU3034,-0.448,0.087,-0.412,-0.005
DVU3035,-0.247,-0.041,-0.303,-0.003
DVU3036,-0.325,0.044,-0.251,0.042
DVU3037,-0.292,0.029,-0.265,0.073
DVU3038,-0.211,-0.096,-0.27,-0.002
DVU3039,-0.322,0.013,-0.246,-0.005
DVU3040,-0.412,0.117,-0.318,-0.019
DVU3041,-0.214,-0.031,-0.27,-0.023
DVU3042,-0.238,-0.003,-0.225,-0.017
DVU3043,-0.346,0.048,-0.34,0.062
DVU3044,-0.264,0.044,-0.292,0.038
DVU3045,-0.273,-0.008,-0.271,-0.016
DVU3046,-0.384,0.057,-0.289,0.034
DVU3047,-0.307,0.009,-0.276,-0.029
DVU3048,-0.256,0.001,-0.264,-0.006
DVU3049,-0.336,0.011,-0.337,0.048
DVU3050,-0.349,-0.05,-0.259,-0.082
DVU3051,-0.242,0.091,-0.21,-0.001
DVU3052,-0.249,-0.006,-0.21,-0.043
DVU3053,-0.241,-0.047,-0.258,-0.031
DVU3054,-0.298,-0.006,-0.291,0.007
DVU3055,-0.218,-0.041,-0.243,-0.019
DVU3056,-0.344,0.108,-0.338,0.091
DVU3057,-0.261,-0.004,-0.287,0.021
DVU3058,-0.251,-0.02,-0.301,0.035
DVU3059,-0.262,0.017,-0.255,0.019
DVU3060,-0.427,0.049,-0.323,0.19
DVU3061,-0.286,0.036,-0.297,0.057
DVU3062,-0.292,0,-0.271,0.016
DVU3063,-0.319,0.007,-0.242,0
DVU3064,-0.227,-0.031,-0.249,-0.048
DVU3065,-0.309,0.029,-0.302,0.023
DVU3066,-0.204,0.01,-0.268,0.041
DVU3067,-0.287,0.019,-0.304,0.027
DVU3068,-0.258,-0.012,-0.256,-0.003
DVU3069,-0.284,0.009,-0.289,-0.03
DVU3070,-0.266,0.02,-0.227,0.022
DVU3071,-0.266,-0.003,-0.27,-0.02
DVU3072,-0.335,0.034,-0.273,-0.018
DVU3073,-0.254,-0.025,-0.318,0.034
DVU3074,-0.316,0.001,-0.288,-0.012
DVU3075,-0.443,0.059,-0.387,0.065
DVU3076,-0.227,0.058,-0.275,0.072
DVU3077,-0.281,-0.008,-0.309,-0.014
DVU3078,-0.499,0.177,-0.359,0.07
DVU3079,-0.321,0.08,-0.287,0.017
DVU3080,-0.221,0.035,-0.26,0.082
DVU3081,-0.279,0.005,-0.303,0.048
DVU3082,-0.246,-0.016,-0.25,-0.009
DVU3083,-0.179,-0.019,-0.232,-0.083
DVU3084,-0.18,-0.068,-0.229,0.009
DVU3085,-0.306,0.004,-0.335,0.083
DVU3086,-0.3,0.045,-0.326,0.065
DVU3087,-0.263,-0.048,-0.257,-0.055
DVU3088,-0.268,0.02,-0.288,0.02
DVU3089,-0.235,0.028,-0.259,-0.032
DVU3090,-0.31,-0.002,-0.329,-0.027
DVU3091,-0.244,-0.007,-0.274,0.042
DVU3092,-0.234,-0.038,-0.274,-0.014
DVU3093,-0.27,-0.019,-0.197,-0.08
DVU3094,-0.217,0.002,-0.265,0.055
DVU3095,-0.32,0.098,-0.311,0.107
DVU3096,-0.3,-0.02,-0.314,0.014
DVU3097,-0.244,-0.015,-0.283,0.026
DVU3098,-0.362,0.134,-0.335,0.075
DVU3099,-0.294,-0.018,-0.322,0.011
DVU3100,-0.259,-0.011,-0.298,0.032
DVU3101,-0.204,-0.028,-0.202,-0.091
DVU3102,-0.375,0.117,-0.362,0.11
DVU3103,-0.252,-0.007,-0.256,-0.045
DVU3104,-0.203,-0.075,-0.195,-0.099
DVU3105,-0.183,-0.024,-0.239,0.046
DVU3106,-0.334,0.035,-0.286,0.013
DVU3107,-0.263,0.007,-0.318,0.014
DVU3108,-0.307,0.032,-0.307,0.044
DVU3109,-0.525,0.203,-0.349,0.045
DVU3110,-0.333,0.059,-0.275,-0.003
DVU3111,-0.29,-0.038,-0.313,-0.002
DVU3112,-0.232,-0.003,-0.209,-0.038
DVU3113,-0.245,0.006,-0.275,-0.028
DVU3114,-0.337,0.033,-0.327,-0.003
DVU3115,-0.353,0.097,-0.25,0.076
DVU3116,-0.217,-0.023,-0.282,-0.003
DVU3117,-0.313,0.027,-0.237,-0.05
DVU3118,-0.234,0.009,-0.259,0.038
DVU3119,-0.268,0.02,-0.287,0.05
DVU3120,-0.338,0.087,-0.292,0.014
DVU3121,-0.337,0,-0.265,0.003
DVU3122,-0.461,0.107,-0.392,0.11
DVU3123,-0.317,0.075,-0.312,0.09
DVU3124,-0.33,0.075,-0.267,-0.084
DVU3125,-0.223,-0.038,-0.297,-0.027
DVU3127,-0.201,-0.044,-0.256,-0.038
DVU3128,-0.302,-0.003,-0.304,0.039
DVU3129,-0.229,-0.063,-0.312,-0.033
DVU3130,-0.312,0.105,-0.338,0.165
DVU3131,-0.264,0.001,-0.364,0.051
DVU3132,-0.249,0.024,-0.255,0.039
DVU3133,-0.221,-0.042,-0.271,-0.029
DVU3134,-0.263,-0.012,-0.313,-0.017
DVU3135,-0.406,0.1,-0.339,0.058
DVU3136,-0.269,0.038,-0.242,0.016
DVU3137,-0.269,0.007,-0.258,0.009
DVU3138,-0.389,0.158,-0.49,0.119
DVU3139,-0.345,0.086,-0.322,0.072
DVU3140,-0.293,0.013,-0.296,-0.035
DVU3141,-0.276,0.036,-0.239,-0.045
DVU3142,-0.334,0.041,-0.243,-0.001
DVU3143,-0.281,0.012,-0.327,0.052
DVU3144,-0.296,0,-0.316,0.032
DVU3145,-0.363,0.059,-0.382,0.074
DVU3146,-0.345,0.081,-0.304,0.018
DVU3147,-0.298,0.056,-0.299,0.044
DVU3148,-0.308,-0.007,-0.245,-0.013
DVU3149,-0.259,-0.003,-0.262,0.025
DVU3150,-0.175,-0.049,-0.238,-0.025
DVU3151,-0.304,0.034,-0.289,0.041
DVU3152,-0.205,-0.014,-0.258,0.014
DVU3153,-0.253,0.141,-0.328,0.134
DVU3154,-0.32,0.037,-0.28,-0.035
DVU3155,-0.289,0.005,-0.293,0.011
DVU3156,-0.24,-0.012,-0.278,-0.007
DVU3157,-0.234,0.024,-0.278,0.015
DVU3158,-0.317,0.059,-0.302,0.058
DVU3159,-0.292,0.043,-0.262,0.02
DVU3160,-0.261,-0.003,-0.348,0.098
DVU3161,-0.265,-0.008,-0.313,0.028
DVU3162,-0.216,-0.058,-0.304,-0.028
DVU3163,-0.291,-0.016,-0.297,0.007
DVU3164,-0.3,0.002,-0.312,0.02
DVU3165,-0.271,-0.022,-0.277,0.055
DVU3166,-0.236,0.026,-0.279,0.016
DVU3167,-0.239,-0.03,-0.311,0.012
DVU3168,-0.247,-0.002,-0.306,0.022
DVU3169,-0.31,0.017,-0.324,0.015
DVU3170,-0.325,0.015,-0.314,0.003
DVU3171,-0.295,0.013,-0.293,0.03
DVU3172,-0.244,-0.077,-0.234,-0.097
DVU3173,-0.227,-0.01,-0.173,-0.023
DVU3174,-0.323,0.038,-0.319,0.008
DVU3175,-0.291,0.021,-0.218,0.094
DVU3176,-0.261,-0.011,-0.288,-0.007
DVU3177,-0.296,-0.051,-0.355,0.101
DVU3178,-0.262,-0.066,-0.266,-0.011
DVU3179,-0.24,-0.009,-0.302,-0.011
DVU3180,-0.234,-0.023,-0.278,0.012
DVU3181,-0.275,-0.005,-0.271,-0.029
DVU3182,-0.256,-0.067,-0.309,-0.036
DVU3183,-0.28,0.015,-0.26,0.001
DVU3184,-0.383,0.04,-0.294,0.015
DVU3185,-0.288,-0.035,-0.322,0.024
DVU3186,-0.291,0.031,-0.311,0.077
DVU3187,-0.25,-0.025,-0.252,-0.071
DVU3188,-0.289,0.021,-0.32,0.024
DVU3189,-0.244,-0.011,-0.245,-0.036
DVU3190,-0.24,-0.053,-0.264,-0.056
DVU3191,-0.277,0.026,-0.299,0.018
DVU3192,-0.249,0.004,-0.25,0.013
DVU3193,-0.328,0.025,-0.3,0.032
DVU3194,-0.265,-0.012,-0.284,0.001
DVU3195,-0.295,0.004,-0.275,-0.043
DVU3196,-0.252,0.053,-0.258,0.017
DVU3197,-0.255,-0.017,-0.306,-0.011
DVU3198,-0.254,-0.005,-0.27,0.022
DVU3199,-0.176,-0.047,-0.204,-0.05
DVU3200,-0.242,-0.025,-0.254,0.011
DVU3201,-0.318,0.065,-0.295,0.043
DVU3202,-0.315,0.09,-0.255,0.038
DVU3203,-0.286,0.05,-0.198,-0.022
DVU3204,-0.272,-0.012,-0.317,0.01
DVU3205,-0.237,0.024,-0.269,0.031
DVU4012,-0.18,-0.099,-0.247,-0.062
DVU3206,-0.226,-0.048,-0.292,-0.012
DVU3207,-0.263,-0.008,-0.268,0.002
DVU3208,-0.284,0.017,-0.278,0.023
DVU3209,-0.48,0.072,-0.386,0.12
DVU3210,-0.283,-0.027,-0.274,-0.003
DVU3211,-0.419,0.115,-0.308,0.037
DVU3212,-0.25,-0.04,-0.288,-0.033
DVU3213,-0.387,-0.041,-0.264,0.096
DVU3214,-0.308,0.002,-0.275,-0.019
DVU3215,-0.308,-0.081,-0.243,-0.034
DVU3216,-0.235,-0.013,-0.257,0.01
DVU3217,-0.237,-0.013,-0.143,-0.075
DVU3218,-0.321,0.006,-0.364,0.02
DVU3219,-0.275,-0.014,-0.275,0.001
DVU3220,-0.284,-0.042,-0.248,-0.023
DVU3221,-0.291,-0.044,-0.296,-0.038
DVU3222,-0.26,-0.008,-0.248,-0.001
DVU3223,-0.287,0.012,-0.287,-0.026
DVU3224,-0.377,0.04,-0.267,-0.028
DVU3225,-0.192,-0.054,-0.159,-0.017
DVU3226,-0.222,0.056,-0.209,-0.017
DVU3227,-0.203,-0.067,-0.192,-0.084
DVU3228,-0.215,-0.076,-0.265,0.033
DVU3229,-0.235,-0.015,-0.233,0.028
DVU3230,-0.299,0.005,-0.212,-0.076
DVU3231,-0.291,0.006,-0.235,-0.019
DVU3232,-0.234,-0.017,-0.247,-0.035
DVU3233,-0.28,0.02,-0.268,0.03
DVU3234,-0.286,0.028,-0.199,-0.039
DVU3235,-0.268,0.02,-0.252,0.002
DVU3236,-0.238,0.006,-0.216,-0.025
DVU3237,-0.301,0.053,-0.274,0.015
DVU3238,-0.26,-0.036,-0.231,-0.004
DVU3239,-0.352,0.082,-0.336,0.079
DVU3240,-0.262,0.037,-0.334,0.059
DVU3241,-0.341,0.073,-0.285,0.039
DVU3242,-0.258,-0.045,-0.316,0.035
DVU3243,-0.199,-0.04,-0.253,-0.04
DVU3244,-0.36,0.015,-0.272,-0.001
DVU3245,-0.204,-0.031,-0.266,0.019
DVU3246,-0.257,0.039,-0.305,0.03
DVU3247,-0.252,-0.018,-0.316,-0.001
DVU3248,-0.26,-0.019,-0.302,-0.009
DVU3249,-0.276,-0.068,-0.293,-0.001
DVU3250,-0.261,0.032,-0.305,0.079
DVU3251,-0.385,0.091,-0.289,0.064
DVU3252,-0.353,-0.02,-0.381,0.085
DVU3253,-0.173,-0.047,-0.29,-0.012
DVU3254,-0.264,0.002,-0.281,0.03
DVU3255,-0.311,0.005,-0.255,-0.006
DVU3256,-0.269,0.045,-0.264,0.044
DVU3257,-0.315,0.026,-0.236,-0.023
DVU3258,-0.228,-0.013,-0.267,0.013
DVU3259,-0.316,0.072,-0.253,0.031
DVU3260,-0.221,-0.075,-0.237,-0.025
DVU3261,-0.343,0.086,-0.287,0.053
DVU3262,-0.291,0.011,-0.302,0.036
DVU3263,-0.263,0.001,-0.295,0.038
DVU3264,-0.299,0.054,-0.272,0.021
DVU3265,-0.262,-0.05,-0.36,0.012
DVU3266,-0.286,0.059,-0.2,-0.004
DVU3267,-0.276,-0.049,-0.287,0.028
DVU3268,-0.308,0.032,-0.322,0.04
DVU3269,-0.258,0.017,-0.245,0.029
DVU3270,-0.307,0.047,-0.284,-0.026
DVU3271,-0.28,0.039,-0.291,0.031
DVU3272,-0.201,0.011,-0.211,0.017
DVU3273,-0.263,0.033,-0.264,0.031
DVU3274,-0.289,0.043,-0.326,0.027
DVU3275,-0.238,0.077,-0.32,-0.047
DVU3276,-0.353,-0.067,-0.247,0.064
DVU3277,-0.322,-0.046,-0.155,0.035
DVU3278,-0.278,-0.012,-0.269,-0.008
DVU3279,-0.25,-0.042,-0.285,-0.031
DVU3281,-0.227,0.009,-0.286,0.028
DVU3282,-0.295,0.032,-0.281,0.049
DVU3283,-0.228,-0.022,-0.24,-0.046
DVU3284,-0.258,-0.059,-0.344,0.025
DVU3285,-0.368,0.057,-0.251,0.083
DVU3286,-0.371,0.081,-0.476,0.192
DVU3287,-0.311,0.035,-0.266,0.022
DVU3288,-0.321,0.025,-0.408,0.023
DVU3289,-0.41,0.043,-0.248,-0.002
DVU3290,-0.248,0.031,-0.302,0.04
DVU3291,-0.287,0.017,-0.31,0.016
DVU3292,-0.303,0.048,-0.275,0.004
DVU3293,-0.271,-0.007,-0.289,0.006
DVU3294,-0.297,0.037,-0.287,0.03
DVU3295,-0.408,0.086,-0.4,0.065
DVU3296,-0.231,-0.031,-0.344,0.056
DVU3297,-0.317,0.005,-0.313,0.017
DVU3298,-0.297,0.026,-0.293,0.019
DVU3299,-0.307,-0.007,-0.319,0.03
DVU3300,-0.319,0.117,-0.403,0.156
DVU3301,-0.292,0.004,-0.24,0.052
DVU3302,-0.234,0.018,-0.26,-0.004
DVU3303,-0.251,-0.013,-0.247,0.025
DVU3305,-0.248,-0.045,-0.234,-0.027
DVU3306,-0.224,0.06,-0.189,0.017
DVU3307,-0.335,0.024,-0.322,-0.007
DVU3308,-0.296,0.005,-0.318,0.041
DVU3309,-0.287,-0.001,-0.304,0.037
DVU3310,-0.224,-0.022,-0.299,0.018
DVU3311,-0.296,-0.034,-0.235,0.001
DVU3312,-0.287,-0.032,-0.267,0.034
DVU3313,-0.268,0.043,-0.268,0.062
DVU3314,-0.265,0.021,-0.278,0.006
DVU3315,-0.267,0.04,-0.292,0.072
DVU3316,-0.242,-0.032,-0.274,-0.006
DVU3317,-0.312,0.069,-0.326,0.095
DVU3318,-0.453,0.214,-0.282,0.113
DVU3319,-0.231,-0.03,-0.284,-0.016
DVU3320,-0.352,0.102,-0.239,-0.004
DVU3322,-0.297,0.073,-0.3,0.024
DVU3323,-0.32,0.043,-0.29,0.014
DVU3324,-0.305,-0.011,-0.316,0.006
DVU3326,-0.4,0.073,-0.239,-0.054
DVU3327,-0.366,0.001,-0.276,-0.022
DVU3328,-0.353,0.072,-0.324,0.014
DVU3329,-0.33,-0.143,-0.209,-0.131
DVU3330,-0.193,-0.008,-0.215,-0.058
DVU3331,-0.224,0.012,-0.278,0.034
DVU3332,-0.287,-0.01,-0.292,-0.017
DVU3333,-0.362,0.028,-0.32,0.039
DVU3334,-0.233,-0.003,-0.256,0.028
DVU3335,-0.266,0.02,-0.241,0.02
DVU3336,-0.251,0.01,-0.249,0.039
DVU3337,-0.287,0.006,-0.275,-0.102
DVU3338,-0.27,-0.036,-0.293,-0.013
DVU3339,-0.266,-0.019,-0.266,-0.026
DVU3340,-0.261,0.06,-0.374,0.053
DVU3341,-0.495,0.088,-0.455,0.012
DVU3342,-0.249,-0.064,-0.352,0.063
DVU3343,-0.264,-0.082,-0.315,-0.053
DVU3344,-0.26,0.013,-0.278,-0.032
DVU4007,-0.292,0.004,-0.186,0.057
DVU3346,-0.284,0.167,-0.48,0.21
DVU3347,-0.283,-0.025,-0.271,0.007
DVU3348,-0.268,-0.054,-0.296,-0.031
DVU3349,-0.242,-0.025,-0.269,-0.04
DVU3350,-0.302,0.083,-0.286,0.076
DVU3351,-0.304,0.002,-0.266,0.007
DVU3352,-0.204,0.029,-0.287,0.016
DVU3353,-0.294,0.041,-0.289,0.033
DVU4021,-0.235,0.016,-0.277,-0.02
DVU3355,-0.234,-0.045,-0.3,0.018
DVU3356,-0.279,-0.018,-0.33,0.006
DVU3357,-0.319,0.045,-0.327,0.097
DVU3358,-0.241,-0.037,-0.249,0.003
DVU3359,-0.28,0.013,-0.313,0.014
DVU3360,-0.235,-0.024,-0.235,0.009
DVU3361,-0.32,-0.032,-0.277,-0.021
DVU3362,-0.237,0.016,-0.18,0.05
DVU3363,-0.3,0.046,-0.268,0.024
DVU3364,-0.304,0.037,-0.304,0.061
DVU3365,-0.299,-0.002,-0.307,0.012
DVU3366,-0.258,-0.022,-0.185,-0.069
DVU3367,-0.222,0.001,-0.279,0.002
DVU3368,-0.243,0.013,-0.256,0.032
DVU3369,-0.306,0.053,-0.28,0.015
DVU3370,-0.258,0.025,-0.284,0.055
DVU3371,-0.298,0.045,-0.265,0.023
DVU3372,-0.396,-0.012,-0.279,-0.028
DVU3373,-0.222,-0.018,-0.276,-0.02
DVU3374,-0.34,0.062,-0.242,-0.014
DVU3375,-0.261,0.044,-0.227,-0.001
DVU3376,-0.311,0,-0.322,0.028
DVU3377,-0.317,-0.054,-0.304,0.037
DVU3378,-0.301,0.076,-0.28,0.04
DVU3379,-0.222,-0.021,-0.241,-0.033
DVU3380,-0.402,0.002,-0.246,0.003
DVU3381,-0.29,-0.001,-0.28,0.012
DVU3382,-0.292,0.029,-0.267,-0.012
DVU3383,-0.327,0.11,-0.388,0.122
DVU3384,-0.253,-0.075,-0.286,-0.049
DVU3385,-0.307,-0.032,-0.221,-0.006
DVU3386,-0.291,-0.008,-0.297,0.045
DVU3387,-0.298,0.02,-0.28,0.007
DVU3388,-0.274,0.025,-0.293,0.03
DVU3389,-0.238,-0.013,-0.279,-0.006
DVU4001,-0.288,-0.065,-0.225,-0.075
DVU3391,-0.339,-0.006,-0.363,0.014
DVU3392,-0.287,0.062,-0.289,0.026
DVU3393,-0.409,0.149,-0.396,0.182
DVU3394,-0.444,0.085,-0.411,0.145
DVU3395,-0.271,-0.006,-0.291,0.004
DVUA0001,-0.278,0.006,-0.225,-0.014
DVUA0002,-0.256,-0.014,-0.295,-0.014
DVUA0003,-0.301,-0.004,-0.315,0.002
DVUA0004,-0.261,0.028,-0.189,-0.083
DVUA0005,-0.333,0.052,-0.352,0.081
DVUA0006,-0.268,-0.003,-0.263,0.007
