kmer_3_AAA,kmer_3_AAC,kmer_3_AAG,kmer_3_AAT,kmer_3_ACA,kmer_3_ACC,kmer_3_ACG,kmer_3_ACT,kmer_3_AGA,kmer_3_AGC,kmer_3_AGG,kmer_3_AGT,kmer_3_ATA,kmer_3_ATC,kmer_3_ATG,kmer_3_ATT,kmer_3_CAA,kmer_3_CAC,kmer_3_CAG,kmer_3_CAT,kmer_3_CCA,kmer_3_CCC,kmer_3_CCG,kmer_3_CCT,kmer_3_CGA,kmer_3_CGC,kmer_3_CGG,kmer_3_CGT,kmer_3_CTA,kmer_3_CTC,kmer_3_CTG,kmer_3_CTT,kmer_3_GAA,kmer_3_GAC,kmer_3_GAG,kmer_3_GAT,kmer_3_GCA,kmer_3_GCC,kmer_3_GCG,kmer_3_GCT,kmer_3_GGA,kmer_3_GGC,kmer_3_GGG,kmer_3_GGT,kmer_3_GTA,kmer_3_GTC,kmer_3_GTG,kmer_3_GTT,kmer_3_TAA,kmer_3_TAC,kmer_3_TAG,kmer_3_TAT,kmer_3_TCA,kmer_3_TCC,kmer_3_TCG,kmer_3_TCT,kmer_3_TGA,kmer_3_TGC,kmer_3_TGG,kmer_3_TGT,kmer_3_TTA,kmer_3_TTC,kmer_3_TTG,kmer_3_TTT
DVU0663,1,14,11,3,13,22,19,4,10,9,13,4,1,16,18,3,18,19,8,25,19,36,39,11,19,36,38,17,4,12,12,10,10,21,17,6,24,41,25,18,15,31,23,21,3,11,30,3,0,4,1,3,14,6,27,5,10,32,16,5,0,13,3,3
DVU0664,5,19,19,4,26,26,28,3,14,16,18,3,4,24,18,3,18,34,17,32,32,23,36,25,31,40,41,29,5,23,19,11,24,21,15,8,27,51,40,19,13,45,23,14,4,15,24,9,0,9,0,4,16,16,37,11,11,36,13,6,0,18,5,3
DVU0665,4,15,23,3,11,17,18,10,14,16,20,6,4,17,15,2,19,17,13,21,17,16,14,15,25,28,20,10,2,19,18,10,21,20,17,12,26,21,25,17,19,22,8,11,2,12,14,3,1,4,3,1,16,8,26,7,13,23,12,4,1,9,5,2
DVU0666,6,13,12,4,13,17,32,14,17,12,14,5,1,17,16,3,10,26,21,22,18,24,21,24,29,42,19,22,10,30,18,17,19,24,15,7,28,28,22,20,9,18,11,10,5,17,12,11,0,13,1,3,20,18,37,17,10,26,4,8,1,28,2,4
DVU0667,5,16,11,3,21,21,26,16,13,11,14,4,5,10,17,11,10,36,20,20,18,25,20,21,29,25,20,17,12,21,19,20,18,23,9,10,28,27,25,15,9,23,9,11,5,17,13,7,2,9,2,9,19,11,20,20,10,36,9,10,0,22,16,7
DVU0668,4,19,21,3,15,19,36,14,20,26,38,10,6,28,25,4,19,17,44,31,26,14,46,17,47,75,39,31,8,24,26,22,24,33,28,19,56,54,56,32,22,51,40,34,9,31,37,11,0,15,2,9,14,16,54,17,15,46,30,13,3,18,16,6
DVU0669,2,10,15,6,12,12,9,11,11,7,17,7,13,15,13,6,11,5,11,15,7,4,13,10,18,15,12,16,7,14,17,18,15,21,11,9,11,13,15,19,15,18,18,8,11,10,12,12,5,8,5,16,12,5,24,16,13,18,12,14,3,18,15,8
DVU0670,7,10,11,5,8,7,14,7,7,13,14,10,7,20,25,15,9,13,13,28,14,17,20,28,12,21,30,28,10,16,31,35,15,6,16,12,22,34,20,30,18,37,35,33,12,39,40,20,2,7,4,22,19,21,37,27,13,35,44,40,6,29,36,34
DVU0671,7,21,37,10,20,42,29,15,22,30,23,8,6,27,23,7,34,29,23,33,40,30,59,35,52,53,44,32,15,34,29,15,34,35,23,12,36,63,50,31,15,60,22,23,8,20,33,14,0,21,1,7,23,29,43,12,15,37,31,12,0,26,10,6
DVU0672,9,2,2,9,0,0,0,2,2,1,1,3,6,7,2,7,1,0,2,3,1,0,0,1,2,0,1,2,1,1,0,1,5,0,0,4,0,1,2,0,0,0,1,2,4,1,2,2,7,0,3,6,5,1,3,0,6,2,0,2,5,0,6,12
DVU0673,5,1,2,3,6,0,2,0,3,2,0,2,1,3,6,4,5,5,3,3,2,1,0,1,2,2,0,1,1,1,4,2,1,1,2,4,5,1,2,5,1,3,1,0,1,1,3,3,0,1,1,3,3,2,1,2,2,6,4,5,2,3,4,20
DVU0674,1,8,6,2,3,9,14,5,2,8,14,6,0,10,15,4,5,7,18,14,8,5,23,19,10,35,25,24,5,14,19,16,11,6,6,9,23,33,27,17,11,35,19,15,6,17,26,12,0,10,0,4,10,8,30,13,10,22,22,15,3,20,9,11
DVU0675,2,8,19,5,4,15,12,10,7,16,12,12,5,12,13,5,17,8,12,14,13,16,23,14,21,21,17,22,4,17,19,9,13,19,13,13,17,23,19,18,19,23,12,9,5,17,18,12,2,6,3,3,17,12,27,7,12,17,22,8,0,17,9,4
DVU0676,3,4,6,5,4,9,9,8,6,4,17,5,1,17,16,5,5,7,15,20,11,10,19,23,8,24,20,21,5,23,29,19,10,12,10,8,17,28,22,23,19,36,30,16,7,12,27,14,0,7,2,5,15,16,23,22,7,26,34,18,1,24,13,4
DVU0677,5,12,18,8,13,23,31,7,12,13,14,5,3,17,18,4,22,23,14,16,25,34,37,26,21,35,32,22,8,22,24,13,15,29,10,7,20,49,21,14,19,31,8,14,9,22,10,7,2,10,2,10,17,16,21,20,9,25,18,7,4,13,7,5
DVU0678,1,2,1,1,0,3,0,2,2,1,0,0,1,1,6,0,2,1,1,2,3,0,2,1,0,0,3,1,1,2,3,1,2,1,0,3,2,2,0,3,3,3,9,3,1,1,4,0,0,1,1,1,1,1,2,1,2,3,6,2,0,1,0,0
DVU0679,15,28,32,4,21,31,37,14,18,28,18,5,5,25,17,3,24,30,16,35,25,31,44,44,41,55,48,25,6,36,34,22,38,37,19,8,42,54,42,23,29,46,20,9,5,24,11,7,2,8,3,3,17,28,46,17,14,32,18,8,0,23,10,5
DVU0680,3,29,17,4,29,48,45,19,20,28,32,15,10,32,23,7,23,52,48,49,47,72,57,48,53,80,55,34,4,41,54,36,26,49,26,15,59,69,61,44,24,68,39,22,5,40,28,18,1,11,4,4,37,35,59,24,20,57,27,19,1,42,18,5
DVU0681,7,35,32,8,38,36,58,16,22,29,30,9,6,34,28,8,30,46,32,48,36,56,58,44,66,65,53,36,5,44,42,37,43,57,21,16,48,71,41,38,30,56,28,22,8,41,19,15,2,10,5,3,34,31,63,30,20,48,25,16,1,39,20,7
DVU0682,5,13,12,3,7,17,14,9,18,12,10,8,4,15,14,2,10,10,19,17,24,30,21,9,21,25,17,16,4,15,14,8,18,16,13,8,15,26,15,15,8,18,11,10,9,15,13,9,0,8,4,6,10,11,29,8,9,16,9,12,1,13,5,4
DVU0683,1,12,19,2,8,26,21,9,16,13,10,7,4,14,12,4,15,15,12,20,14,17,33,16,25,36,18,16,5,17,15,12,18,24,15,9,22,27,21,16,10,18,9,11,5,9,18,7,0,13,0,2,18,10,20,8,16,19,11,5,1,16,6,2
DVU0684,6,24,20,3,15,24,29,14,19,13,31,7,4,16,8,8,30,12,28,14,15,25,46,21,33,45,28,20,9,17,20,15,17,32,20,12,32,38,31,17,21,38,14,13,9,14,19,7,0,14,3,6,22,20,20,9,8,22,13,9,1,24,5,6
DVU0685,2,17,15,6,16,25,33,8,13,14,21,8,4,20,25,10,17,26,16,24,24,26,33,19,46,43,45,31,7,16,24,15,21,33,23,20,28,41,45,24,19,46,36,28,5,26,38,17,0,6,3,8,15,10,54,11,19,35,27,19,1,28,13,12
DVU0686,1,2,8,3,5,5,10,2,2,5,12,0,0,7,9,1,4,5,6,8,4,12,15,13,13,16,17,10,2,1,17,5,9,13,5,3,13,23,19,7,8,19,12,12,2,7,21,5,0,2,0,2,1,4,12,3,8,22,10,13,0,5,6,1
DVU0687,8,20,23,6,19,29,43,19,14,11,37,14,3,22,33,5,22,29,25,35,24,22,49,33,42,62,59,39,14,29,44,24,27,44,27,11,46,56,55,34,34,61,49,35,12,38,41,18,0,17,2,10,22,21,55,25,19,57,34,21,0,34,13,7
DVU0688,0,7,7,1,8,6,7,7,3,5,11,0,1,4,6,4,7,7,6,12,5,11,13,8,11,14,20,8,3,10,12,8,8,9,5,1,12,12,23,13,4,26,18,11,2,9,13,5,0,5,1,0,7,8,10,5,6,15,10,10,0,7,10,2
DVU0689,1,10,9,1,2,7,18,1,9,5,5,3,1,4,5,4,7,6,4,6,1,12,15,8,11,16,21,9,1,2,10,8,12,11,8,3,14,13,14,9,10,18,15,10,4,4,12,7,1,1,1,3,6,4,10,3,5,11,12,5,0,13,6,2
DVU0690,2,9,3,4,8,14,12,3,6,5,10,2,2,14,10,7,6,11,11,13,7,15,19,18,11,15,19,19,4,11,23,11,10,11,9,8,15,16,15,13,12,16,17,13,6,17,13,5,0,6,0,7,11,14,18,15,10,23,12,7,1,16,6,4
DVU0691,1,11,2,4,8,14,15,14,4,11,11,4,1,11,14,5,9,15,15,15,9,17,28,22,18,29,19,26,8,21,35,18,8,13,11,7,21,33,26,26,7,25,22,18,8,16,26,21,0,12,3,4,16,12,23,20,10,41,20,23,2,23,19,8
DVU0692,3,17,18,1,12,26,16,16,8,13,7,8,1,31,24,1,16,15,12,36,16,17,38,37,21,33,30,32,19,37,40,23,19,15,6,16,19,42,19,40,12,30,18,22,7,20,34,17,2,23,0,3,32,23,43,26,15,44,27,16,1,36,4,3
DVU0693,5,16,19,3,11,18,15,10,5,11,15,5,1,9,15,1,22,10,10,14,11,27,22,17,22,15,13,23,5,10,14,11,15,17,7,5,19,27,17,7,8,19,9,15,9,14,28,5,1,11,1,3,15,5,19,6,9,25,14,13,1,12,4,1
DVU0694,5,27,51,3,27,35,41,13,15,35,50,8,3,28,30,3,43,34,37,46,51,67,77,46,52,78,53,38,9,54,37,28,35,44,16,9,50,99,47,47,16,87,35,34,11,31,35,17,4,11,4,5,32,40,56,22,21,43,34,14,1,37,10,3
DVU4027,5,10,13,8,11,13,11,4,9,15,8,11,0,3,15,2,16,11,19,6,20,8,14,9,14,12,14,11,3,10,13,8,13,12,11,4,16,19,15,11,10,16,4,13,4,13,17,9,3,6,0,1,5,11,11,10,7,18,17,8,3,11,5,2
DVU0696,1,1,2,0,2,1,3,1,3,1,4,1,1,1,3,0,0,2,5,0,0,2,3,2,4,5,3,2,1,1,4,3,3,3,1,3,5,4,5,3,1,5,3,1,2,1,1,1,0,1,1,2,0,0,3,3,3,6,0,0,0,3,1,0
DVU0697,12,18,26,3,22,37,23,12,19,18,23,9,3,30,17,5,18,31,23,38,27,36,51,30,40,54,35,30,10,34,21,17,29,33,19,10,35,44,37,23,19,47,22,17,3,31,22,11,0,12,2,3,26,27,48,17,13,20,25,11,1,23,9,6
DVU0698,4,8,4,0,13,16,17,6,5,6,7,1,0,7,13,1,5,20,10,14,13,16,15,11,10,20,21,9,6,6,12,13,7,18,5,3,15,13,12,14,12,16,11,7,1,10,5,6,0,6,0,3,8,10,16,6,7,12,7,5,2,17,1,7
DVU0700,7,43,40,5,38,49,65,20,40,38,54,16,5,40,33,11,40,45,60,59,65,34,69,47,78,88,71,40,8,43,34,28,46,69,47,21,61,93,72,29,36,80,53,45,9,47,42,15,2,15,2,3,40,39,71,17,29,49,36,12,0,37,17,8
DVU0701,4,29,28,7,27,49,51,10,24,26,43,9,11,27,39,9,31,30,40,42,32,54,66,41,60,69,68,51,13,34,51,15,31,57,29,24,62,66,84,42,34,93,75,34,16,28,47,19,2,21,6,12,22,24,47,20,23,66,50,16,1,24,18,5
DVU0702,2,5,12,0,4,4,11,3,2,9,8,3,2,2,16,2,10,6,3,13,9,4,13,6,10,8,13,11,3,1,7,5,7,7,6,5,15,18,12,4,5,18,12,6,2,8,11,9,0,4,1,3,4,6,6,3,9,14,8,10,1,8,7,9
DVU0703,5,23,41,5,27,35,37,15,28,26,38,17,5,40,26,5,34,29,29,45,35,32,48,29,59,67,35,47,12,41,22,20,32,49,36,11,37,52,59,32,22,51,21,26,16,34,37,15,4,13,3,14,38,25,64,19,19,36,26,12,1,31,8,4
DVU0704,1,8,13,4,12,10,12,7,7,5,12,5,5,17,8,2,15,5,7,16,11,8,12,6,19,14,12,20,4,6,10,9,10,12,8,9,11,7,20,10,8,18,11,10,11,12,13,6,0,16,2,2,9,12,21,6,5,11,12,7,0,13,4,0
DVU0705,0,2,7,5,3,17,19,3,4,10,8,7,7,40,24,7,7,11,12,53,28,19,45,25,16,45,45,33,6,25,39,17,7,19,7,15,22,52,36,31,12,62,25,23,4,24,34,20,0,10,3,4,30,29,39,28,17,24,44,19,0,37,7,9
DVU0706,1,7,6,1,5,4,10,5,2,4,6,1,0,5,12,1,8,6,5,14,8,7,17,9,6,25,8,12,2,11,17,7,6,8,2,2,12,21,11,15,3,15,4,11,1,14,12,2,0,3,0,0,8,9,13,8,8,15,15,5,0,8,2,4
DVU0707,12,15,28,6,11,27,18,5,17,16,19,7,4,18,10,3,25,15,13,15,22,26,39,21,23,31,22,18,3,16,27,12,24,24,17,8,14,36,18,20,15,33,14,16,5,20,14,13,0,7,2,5,21,19,19,12,18,8,23,11,2,17,9,7
DVU0708,4,3,5,3,0,5,2,1,4,1,1,1,3,5,5,0,3,1,2,5,2,1,2,1,2,2,2,3,1,2,2,3,7,1,0,1,3,0,2,2,2,3,6,4,3,3,3,0,1,3,0,3,6,0,3,4,2,1,6,1,0,3,0,1
DVU0709,6,5,6,5,1,5,2,3,4,6,4,1,5,6,6,0,3,1,5,5,3,4,5,1,3,7,4,5,1,2,3,7,11,1,3,3,6,2,8,4,7,6,8,5,3,3,6,2,2,4,2,3,4,2,4,5,4,1,10,3,2,4,3,4
DVU0710,0,12,16,4,12,32,24,12,15,21,36,8,7,26,23,5,17,27,29,38,23,42,66,27,29,78,60,37,8,18,33,24,15,32,30,8,61,65,78,27,24,76,48,30,10,22,41,11,0,9,6,10,15,19,36,17,17,56,34,9,0,21,19,8
DVU0711,1,3,8,1,7,12,15,5,5,9,7,7,0,11,6,2,3,16,11,11,7,16,26,11,17,19,19,20,1,7,16,8,9,18,9,3,18,22,23,9,10,25,23,8,4,13,14,9,0,2,0,3,9,10,11,7,8,19,17,5,0,6,13,6
DVU0712,5,20,37,2,17,26,25,11,15,13,29,3,3,13,14,3,35,15,15,19,21,21,40,23,32,38,24,23,10,19,25,13,24,29,6,9,25,47,25,23,6,42,24,20,4,23,25,6,0,15,3,2,21,11,27,10,15,27,15,12,3,14,5,2
DVU0713,3,9,9,1,7,14,14,7,6,4,8,3,3,29,19,4,12,14,7,42,23,12,18,22,8,28,28,13,8,26,18,17,7,10,3,6,18,34,21,18,4,39,27,25,5,11,28,7,0,9,2,5,27,15,24,22,9,20,32,10,0,22,6,2
DVU0714,0,9,10,0,9,12,12,8,4,8,10,7,6,29,20,1,16,8,7,33,17,13,20,25,9,30,32,19,12,19,30,18,3,13,10,12,20,36,28,23,13,36,26,13,4,16,23,8,0,11,2,10,18,14,30,23,13,33,20,12,1,21,5,2
DVU0715,1,14,11,0,8,21,19,5,13,10,10,3,3,19,10,2,12,13,11,26,19,11,17,13,25,20,25,13,2,20,14,6,13,20,14,4,18,21,20,13,5,26,23,18,4,11,18,8,0,6,0,3,17,7,27,11,9,16,14,7,0,12,4,1
DVU0716,2,7,12,6,7,9,17,2,5,13,12,4,2,14,11,1,11,16,10,13,13,12,16,7,14,18,23,19,2,14,13,9,13,8,12,6,18,18,22,18,10,27,18,20,3,13,25,9,1,4,1,2,12,9,19,11,10,18,22,7,1,10,8,6
DVU0717,5,22,19,11,18,36,29,10,17,21,31,2,7,36,30,10,21,33,29,51,31,34,41,35,45,57,36,15,4,29,29,22,28,30,22,17,44,53,35,30,19,44,28,22,5,20,14,11,3,8,1,4,41,18,48,9,17,40,18,10,0,31,12,9
DVU0718,13,3,12,4,2,4,9,1,10,7,6,6,1,5,8,7,2,2,4,7,5,2,7,3,15,6,9,10,5,6,2,6,16,8,12,6,5,5,8,9,9,10,2,6,1,10,7,6,1,3,1,3,3,6,16,6,9,4,10,2,1,10,8,5
DVU0719,7,8,19,12,16,11,14,6,13,16,15,8,6,13,19,11,20,11,17,16,11,9,16,9,17,16,15,25,7,13,14,7,17,13,14,17,23,10,28,14,15,21,8,9,2,16,17,16,2,15,3,3,14,15,15,12,16,22,15,9,8,14,12,9
DVU0720,9,17,14,2,21,25,28,16,12,14,22,10,6,14,23,5,12,24,30,26,23,37,44,25,33,56,26,23,9,33,24,20,18,38,11,12,28,46,37,28,20,32,25,12,7,16,14,18,3,11,3,7,20,21,29,17,15,37,16,10,2,24,17,11
DVU0721,9,33,29,14,27,52,53,24,27,28,45,25,19,34,55,5,25,31,44,46,30,39,74,45,71,82,80,75,18,37,75,43,50,62,50,29,54,68,93,66,46,89,81,55,15,66,72,37,1,30,2,23,35,29,88,38,48,82,65,35,4,53,28,21
DVU0722,3,19,15,6,21,25,33,6,20,23,37,12,8,28,27,18,18,22,29,44,23,20,43,16,42,53,49,32,11,22,20,13,21,33,42,21,42,38,59,26,36,56,32,25,9,24,39,11,1,11,7,10,27,19,41,18,19,33,31,13,1,31,10,11
DVU0723,2,9,13,7,12,19,12,9,10,13,24,4,3,21,23,6,5,13,17,34,19,36,47,24,32,43,33,32,7,17,21,11,23,23,20,6,27,60,43,17,19,49,26,21,5,15,35,9,1,7,2,5,11,11,38,6,11,42,32,7,0,13,13,5
DVU0724,4,15,5,7,11,29,30,10,3,7,14,3,3,31,21,4,10,30,19,38,28,30,43,35,23,60,47,37,9,25,31,36,17,21,3,5,31,57,41,31,8,62,34,27,9,32,33,6,0,14,1,8,27,20,53,25,12,31,36,13,2,37,7,4
DVU0725,4,27,18,2,40,41,61,28,19,13,38,8,7,22,39,2,24,56,27,47,46,75,76,54,64,95,66,28,11,42,43,42,23,68,29,15,42,108,67,34,36,79,52,17,8,21,24,15,0,19,4,5,26,27,49,22,17,64,28,15,2,39,18,8
DVU0726,3,13,18,6,19,31,30,11,7,15,12,3,6,21,13,6,19,30,9,30,23,26,37,28,34,50,34,19,11,29,21,12,15,30,9,5,22,44,36,20,11,38,22,13,9,10,15,9,3,18,1,4,24,13,34,14,8,19,16,8,0,25,2,3
DVU0727,1,4,6,1,15,18,17,8,6,6,11,4,4,9,15,3,6,26,10,16,17,24,21,15,15,21,17,10,5,7,10,12,5,21,10,9,17,25,12,7,16,21,19,6,3,8,13,4,0,7,2,4,9,10,13,4,8,13,15,8,1,12,6,5
DVU0728,2,7,2,1,8,6,3,1,2,3,1,1,3,1,1,7,6,6,2,7,8,0,2,1,4,3,0,3,2,3,1,1,4,2,0,1,2,3,3,3,0,2,0,0,3,2,0,0,1,3,3,3,3,2,2,2,1,3,1,1,2,3,4,12
DVU0729,0,6,5,3,5,4,14,7,5,5,9,1,1,10,6,4,8,5,4,5,4,9,10,8,16,21,16,6,6,8,6,7,6,13,11,8,8,12,21,6,14,12,10,8,3,7,8,2,0,6,1,4,5,6,14,6,3,9,9,5,1,6,6,0
DVU0730,2,9,6,4,17,16,33,10,11,4,12,3,4,9,17,5,6,23,11,24,13,29,40,16,26,43,37,23,7,13,23,6,12,34,13,3,24,42,39,10,15,36,16,12,2,16,18,13,1,10,0,3,10,11,17,13,11,32,14,11,1,13,10,0
DVU0731,1,14,12,3,19,37,30,10,8,17,20,3,3,15,15,6,18,39,19,27,28,44,50,45,27,55,45,17,7,30,39,28,11,32,16,5,35,67,36,20,20,59,27,17,5,20,19,5,0,11,2,3,21,19,28,29,9,27,31,12,1,32,6,4
DVU0732,4,44,57,5,31,66,73,28,28,34,52,15,9,35,38,8,52,51,37,58,44,60,94,40,86,112,54,61,17,38,55,33,52,77,31,19,75,90,71,56,40,83,41,36,14,48,59,14,2,26,5,7,48,22,75,19,25,63,53,23,0,43,12,5
DVU0733,2,4,5,2,5,6,9,4,5,6,10,1,1,5,9,2,4,7,6,10,9,13,18,11,10,23,17,9,4,5,12,6,6,9,11,3,9,24,22,12,9,15,8,10,2,7,14,3,1,4,1,1,4,8,10,0,5,23,7,6,0,5,6,2
DVU0734,5,14,36,5,11,29,28,15,12,20,27,4,4,26,18,6,22,25,14,31,26,55,47,33,42,56,35,41,8,27,35,21,32,32,13,10,31,62,52,25,13,52,28,29,8,26,40,10,2,12,0,7,24,15,47,18,20,42,32,10,1,25,11,3
DVU0735,1,3,11,1,3,5,8,4,6,3,10,5,2,4,7,2,4,7,6,6,5,5,9,5,9,14,12,16,1,1,9,6,10,8,5,5,11,12,21,7,5,16,18,8,3,12,20,2,1,2,2,2,4,2,13,1,9,18,7,8,1,3,6,1
DVU0736,2,6,4,4,6,10,8,3,1,5,9,6,2,10,10,4,6,5,9,15,7,19,31,12,11,28,21,16,4,9,20,9,8,9,7,6,13,30,25,21,11,27,19,11,2,8,25,6,0,7,1,0,9,10,12,6,8,29,19,8,0,10,9,8
DVU0737,12,36,30,8,36,57,50,17,31,33,38,7,13,31,34,11,29,57,47,42,48,65,62,58,49,87,51,40,6,40,58,32,44,48,26,32,50,81,61,43,40,62,42,27,10,32,37,12,1,19,6,6,41,30,54,18,31,53,40,17,3,40,12,6
DVU0738,1,12,11,6,16,19,32,11,9,17,18,8,5,21,11,5,18,24,26,27,24,36,30,22,22,38,37,26,7,24,18,12,11,30,12,4,29,41,31,16,13,40,34,17,7,20,19,11,0,12,3,4,26,16,30,12,14,22,15,6,0,19,9,4
DVU0739,0,6,6,2,6,13,9,2,7,3,11,3,0,3,12,2,3,10,10,8,5,14,22,10,7,22,17,11,1,6,18,9,11,11,8,6,15,17,14,15,15,21,25,12,2,10,13,8,0,3,0,0,5,7,12,7,8,15,20,7,0,12,7,7
DVU0740,0,14,6,1,11,22,17,12,7,11,6,8,1,19,20,7,12,17,14,30,20,19,36,25,16,43,38,29,10,24,30,28,9,21,12,4,20,36,34,29,10,34,39,27,10,30,24,13,1,10,0,11,22,23,39,26,13,31,27,13,1,37,10,5
DVU0741,0,4,8,1,3,11,10,2,7,6,9,6,1,5,5,1,6,11,9,3,11,12,19,12,10,21,12,9,2,8,8,10,7,7,10,5,8,21,12,6,10,9,9,9,5,10,9,6,0,4,2,2,7,10,11,8,2,11,7,6,0,13,4,3
DVU0742,1,12,7,3,10,13,22,6,5,11,17,1,3,8,18,1,12,10,11,14,16,9,20,12,26,23,26,22,3,18,13,16,9,22,16,7,15,23,31,16,17,28,31,18,5,14,26,6,1,7,0,5,6,12,24,16,7,23,20,10,2,18,3,8
DVU0743,3,22,13,7,17,30,46,16,20,22,43,16,11,24,37,7,18,37,44,39,40,31,56,37,46,63,64,41,3,36,47,24,23,45,40,23,51,70,76,34,45,71,49,30,5,27,56,23,1,5,4,9,30,33,36,23,21,75,39,24,0,35,19,14
DVU0744,2,16,24,9,12,25,39,12,11,29,28,9,8,18,18,8,18,25,22,26,17,35,46,36,44,56,66,38,9,28,37,28,30,34,27,8,40,57,74,36,24,64,58,34,9,22,52,20,1,13,4,8,22,17,45,18,21,58,28,22,0,34,22,7
DVU0745,4,5,25,7,11,16,13,7,7,9,14,13,4,12,13,6,23,16,11,11,16,17,28,18,18,19,21,14,3,15,14,12,12,15,7,12,18,30,12,13,11,27,18,15,11,17,12,8,2,11,1,4,16,16,19,6,10,18,18,6,0,13,13,4
DVU0746,1,2,3,2,9,11,7,5,5,1,12,2,3,13,15,3,4,15,9,21,14,9,21,14,5,34,22,19,1,15,20,17,3,14,7,5,18,25,28,20,14,37,26,13,4,10,18,8,0,1,1,6,8,13,24,14,6,19,30,5,0,21,7,6
DVU0747,1,10,3,2,5,10,18,4,5,4,15,5,2,9,6,3,8,8,11,11,7,14,17,10,15,20,23,21,0,13,14,10,7,13,14,4,18,17,26,16,11,31,13,7,6,12,15,5,0,6,1,2,8,7,18,7,8,22,11,5,1,6,11,5
DVU0748,2,20,23,3,27,44,50,10,22,15,29,4,11,23,36,6,16,39,21,42,30,67,78,29,45,73,63,51,14,29,44,14,29,47,21,20,36,70,57,36,31,66,42,47,14,38,56,15,1,25,5,10,25,23,47,26,20,45,52,21,2,31,2,5
DVU0749,3,15,13,6,12,24,19,16,10,13,12,3,3,13,11,2,13,18,14,17,9,33,35,27,26,36,22,14,10,19,28,15,21,28,9,2,27,32,29,20,12,33,14,8,3,7,17,2,0,10,3,3,14,15,15,9,12,26,19,4,0,14,5,4
DVU0750,9,31,30,4,29,50,50,17,26,35,33,18,8,31,26,4,28,47,43,50,45,22,69,38,60,102,49,34,4,28,38,31,34,59,35,13,65,85,67,32,28,68,24,21,4,32,35,12,3,9,4,1,29,17,59,14,28,44,35,10,1,28,18,5
DVU0751,4,27,14,5,23,33,21,22,12,14,15,12,7,49,23,11,28,30,28,58,30,24,51,38,24,74,40,41,16,44,50,36,18,20,10,14,37,52,48,46,16,54,36,26,11,37,30,20,0,22,1,12,54,34,59,40,11,41,41,19,1,57,9,9
DVU0752,4,13,26,4,16,16,15,9,15,7,15,8,0,16,14,0,18,10,13,18,18,24,28,20,23,26,18,17,10,16,7,14,25,24,6,6,15,31,18,7,11,26,11,12,1,18,20,2,1,9,0,1,10,19,23,11,12,12,16,4,0,13,3,1
DVU0753,4,16,11,5,14,17,16,8,7,14,11,6,3,18,12,1,14,16,15,25,13,20,22,8,26,26,10,17,1,17,12,5,18,15,11,3,23,16,21,9,6,16,11,11,7,13,13,6,0,8,2,1,20,10,20,10,8,13,12,4,0,12,0,1
DVU0754,2,3,1,1,4,4,3,0,2,3,0,1,0,3,2,0,1,4,3,3,1,4,5,2,2,3,5,3,1,2,1,2,3,3,2,0,3,2,3,2,3,2,5,1,1,2,2,2,1,1,0,0,3,2,2,2,2,2,1,2,0,2,2,4
DVU0755,7,20,17,7,29,36,23,15,20,25,25,12,10,14,24,7,17,31,42,22,24,21,35,30,44,29,25,26,11,34,19,26,26,32,21,13,32,34,29,25,15,28,22,16,14,26,23,11,1,20,2,12,27,19,37,20,14,38,9,20,0,29,15,9
DVU0756,1,6,12,4,6,10,20,11,18,8,17,5,3,5,11,4,4,13,15,5,7,8,19,13,17,19,21,11,8,9,22,9,17,18,20,9,20,14,21,15,16,22,20,10,3,7,15,10,1,10,1,4,4,15,8,9,14,21,10,9,2,15,6,5
DVU0757,1,4,4,1,4,1,5,4,2,2,7,3,2,1,11,1,4,4,4,7,4,11,8,6,5,9,11,6,0,4,7,6,5,5,5,6,7,11,13,5,8,10,6,6,0,4,11,4,0,1,1,0,4,6,5,2,7,15,6,4,0,8,3,2
DVU0758,1,10,9,3,9,7,10,6,3,5,12,0,1,11,9,2,7,9,5,14,4,10,12,7,12,12,14,7,4,4,14,2,14,10,4,3,18,10,13,5,11,20,13,5,3,4,3,5,1,3,3,2,4,6,10,6,5,9,10,3,1,7,1,1
DVU0759,6,23,12,4,20,23,37,11,15,16,14,4,6,14,23,6,18,27,20,24,23,33,35,26,35,58,30,20,8,24,22,12,21,31,15,14,34,47,37,17,22,38,23,10,5,16,18,9,1,10,2,6,12,14,34,12,9,23,26,14,0,18,9,8
DVU0760,2,9,18,2,13,22,21,14,15,14,23,6,3,15,15,2,9,26,24,19,18,49,37,34,29,50,28,22,3,29,20,21,20,30,16,8,33,48,39,10,18,37,11,11,4,22,14,7,0,5,0,5,14,19,32,15,13,29,15,8,0,14,16,4
DVU0761,0,6,8,3,4,15,14,6,8,14,5,2,2,9,8,2,11,15,14,13,13,23,30,8,15,31,10,17,2,13,7,9,6,15,6,3,20,26,14,11,2,14,4,5,2,13,9,4,0,3,2,1,16,10,15,6,5,12,6,4,0,12,3,3
DVU0762,0,3,6,2,9,14,13,3,7,4,6,4,0,8,8,2,5,20,5,9,13,13,18,10,9,17,11,10,1,6,9,4,5,13,10,2,11,18,8,4,10,8,13,8,7,10,11,3,1,3,0,4,6,9,8,3,5,12,9,9,0,2,7,1
