,DACC_Twist.lag1,DACC_Twist.lag2,DACC_Tilt.lag1,DACC_Tilt.lag2,DACC_Twist.Tilt.lag.1,DACC_Twist.Tilt.lag.2,DACC_Tilt.Twist.lag.1,DACC_Tilt.Twist.lag.2
DVU1131,-0.371,-0.002,-0.217,-0.006,-0.301,0.019,-0.272,-0.007
DVU1132,-0.292,0.001,-0.194,0.054,-0.249,0.061,-0.227,0.022
DVU1133,-0.404,0.055,-0.217,0.023,-0.349,0.076,-0.307,0.027
DVU1134,-0.333,0.073,-0.163,0,-0.329,0.065,-0.177,0.025
DVU1135,-0.351,0.024,-0.201,-0.013,-0.308,-0.005,-0.244,0.05
DVU1136,-0.301,-0.038,-0.196,-0.032,-0.224,-0.024,-0.235,0.003
DVU1137,-0.307,0.006,-0.168,-0.003,-0.266,-0.024,-0.212,0.025
DVU1138,-0.392,0.072,-0.184,0.048,-0.301,0.08,-0.302,0.078
DVU1139,-0.356,0.039,-0.18,-0.003,-0.282,0.046,-0.254,0.02
DVU1140,-0.349,0.02,-0.203,-0.009,-0.292,0.008,-0.286,0.012
DVU1141,-0.326,-0.093,-0.204,-0.036,-0.238,-0.046,-0.293,-0.026
DVU1142,-0.31,0.076,-0.192,0.019,-0.297,0.093,-0.201,0.014
DVU1143,-0.332,-0.055,-0.184,0.008,-0.317,0.01,-0.198,-0.035
DVU1144,-0.309,-0.012,-0.165,0.036,-0.257,0.017,-0.21,0.026
DVU1145,-0.203,-0.068,-0.169,-0.052,-0.269,-0.054,-0.198,-0.03
DVU1147,-0.351,-0.004,-0.181,-0.004,-0.273,0.003,-0.282,0.01
DVU1148,-0.37,0.026,-0.222,0.035,-0.32,0.031,-0.313,0.032
DVU1150,-0.384,0.03,-0.195,0.016,-0.324,0.041,-0.281,0.013
DVU1151,-0.406,-0.083,-0.264,0.018,-0.285,-0.093,-0.361,0.005
DVU1152,-0.325,-0.098,-0.19,-0.062,-0.296,-0.081,-0.22,-0.049
DVU1153,-0.496,0.101,-0.237,0.012,-0.31,-0.017,-0.445,0.124
DVU1154,-0.449,0.115,-0.245,0.144,-0.314,0.092,-0.367,0.176
DVU1155,-0.678,0.193,-0.403,0.282,-0.495,0.209,-0.616,0.279
DVU1156,-0.352,-0.021,-0.181,-0.001,-0.27,-0.013,-0.269,0.002
DVU1157,-0.354,-0.006,-0.184,0.009,-0.273,0.002,-0.289,0.018
DVU1158,-0.355,-0.008,-0.21,-0.048,-0.295,-0.004,-0.265,-0.03
DVU1159,-0.362,-0.02,-0.15,-0.011,-0.284,0.004,-0.273,-0.042
DVU1160,-0.38,0.013,-0.214,0.026,-0.304,0.032,-0.317,0.02
DVU1161,-0.324,0.004,-0.189,0.003,-0.271,0.009,-0.247,0.032
DVU1162,-0.441,0.052,-0.192,0.063,-0.352,0.095,-0.318,0.044
DVU1163,-0.346,0.001,-0.184,0.029,-0.25,0,-0.303,0.04
DVU1164,-0.374,-0.013,-0.203,-0.017,-0.287,-0.024,-0.316,0.003
DVU1165,-0.365,0.023,-0.186,-0.039,-0.322,-0.008,-0.26,0.004
DVU1166,-0.235,-0.009,-0.196,-0.041,-0.232,-0.082,-0.227,0.057
DVU1167,-0.442,0.092,-0.255,0.074,-0.373,0.078,-0.342,0.088
DVU1168,-0.43,-0.016,-0.239,-0.048,-0.316,-0.022,-0.355,-0.008
DVU1169,-0.382,-0.017,-0.213,-0.028,-0.3,-0.006,-0.299,0.002
DVU1170,-0.288,-0.04,-0.171,0,-0.248,0.004,-0.187,-0.007
DVU1171,-0.471,0.219,-0.179,0.062,-0.361,0.117,-0.324,0.2
DVU1172,-0.438,-0.007,-0.23,0.066,-0.336,-0.015,-0.427,0.053
DVU1173,-0.365,-0.033,-0.2,-0.017,-0.309,-0.004,-0.273,-0.029
DVU1174,-0.386,0.06,-0.195,-0.004,-0.317,0.042,-0.316,0.059
DVU1175,-0.369,0.021,-0.215,-0.024,-0.295,0.022,-0.325,0.008
DVU1176,-0.388,0.023,-0.177,-0.018,-0.297,-0.007,-0.291,0.035
DVU1177,-0.414,-0.005,-0.204,-0.004,-0.329,0.023,-0.308,-0.013
DVU1178,-0.51,-0.035,-0.343,-0.112,-0.403,-0.166,-0.516,-0.021
DVU1179,-0.332,-0.026,-0.187,-0.016,-0.264,-0.016,-0.27,0.003
DVU1180,-0.355,-0.039,-0.219,-0.051,-0.325,-0.025,-0.275,-0.034
DVU1181,-0.367,0.01,-0.179,-0.018,-0.231,-0.038,-0.312,0.058
DVU1182,-0.402,0.003,-0.198,0.023,-0.271,0.028,-0.32,0.022
DVU1183,-0.339,-0.012,-0.186,-0.009,-0.235,-0.049,-0.287,0.042
DVU1185,-0.334,-0.017,-0.188,0.017,-0.282,0.01,-0.232,0.012
DVU1186,-0.286,-0.04,-0.173,0.013,-0.249,0.009,-0.21,-0.011
DVU1187,-0.351,-0.034,-0.197,-0.058,-0.318,-0.026,-0.237,-0.069
DVU1188,-0.485,0.071,-0.253,-0.043,-0.36,0.043,-0.449,0.037
DVU1189,-0.388,0.007,-0.175,-0.022,-0.284,0.026,-0.288,-0.005
DVU1190,-0.334,-0.004,-0.177,-0.025,-0.282,-0.004,-0.24,-0.021
DVU1191,-0.349,0.018,-0.173,0.019,-0.261,0.036,-0.254,0.018
DVU1192,-0.416,0.064,-0.191,0.009,-0.335,0.055,-0.288,0.073
DVU1193,-0.365,-0.009,-0.204,0.01,-0.324,0.014,-0.258,0.027
DVU1194,-0.284,-0.018,-0.162,-0.015,-0.238,-0.003,-0.222,-0.049
DVU1195,-0.397,-0.005,-0.207,0.008,-0.325,-0.002,-0.311,0.031
DVU1196,-0.339,-0.036,-0.204,-0.033,-0.272,-0.018,-0.271,-0.022
DVU1197,-0.251,-0.063,-0.158,-0.023,-0.199,-0.047,-0.216,-0.029
DVU1198,-0.313,-0.117,-0.219,-0.044,-0.214,-0.088,-0.299,-0.053
DVU1199,-0.319,-0.051,-0.196,-0.006,-0.231,-0.05,-0.258,0.016
DVU1200,-0.389,0.013,-0.187,0.013,-0.263,-0.029,-0.292,0.063
DVU1201,-0.409,0.023,-0.22,0.011,-0.325,0.046,-0.317,0.015
DVU1202,-0.395,0.063,-0.216,0.014,-0.343,0.03,-0.307,0.059
DVU1203,-0.345,-0.05,-0.212,-0.064,-0.24,-0.064,-0.315,-0.03
DVU1204,-0.352,-0.065,-0.191,-0.026,-0.241,-0.046,-0.288,-0.019
DVU1205,-0.234,-0.153,-0.158,-0.041,-0.16,-0.141,-0.182,-0.064
DVU1206,-0.32,-0.064,-0.198,-0.053,-0.239,-0.088,-0.267,-0.033
DVU1207,-0.374,-0.017,-0.202,-0.018,-0.271,0.01,-0.296,-0.022
DVU1208,-0.316,-0.054,-0.179,-0.001,-0.237,-0.029,-0.252,0
DVU1209,-0.419,-0.002,-0.201,-0.025,-0.284,0.01,-0.384,0.034
DVU1210,-0.329,0.051,-0.124,0.006,-0.269,0.044,-0.181,0.024
DVU1211,-0.306,-0.112,-0.209,-0.046,-0.192,-0.076,-0.271,-0.028
DVU1212,-0.363,-0.029,-0.166,0.006,-0.253,-0.019,-0.297,0.019
DVU1213,-0.37,0.028,-0.17,-0.014,-0.287,0.012,-0.279,0.014
DVU1214,-0.362,-0.022,-0.193,-0.028,-0.267,-0.013,-0.304,-0.018
DVU1215,-0.409,0.052,-0.2,0.031,-0.287,0.053,-0.364,0.04
DVU1216,-0.392,-0.055,-0.265,-0.138,-0.302,-0.115,-0.43,-0.052
DVU1217,-0.363,-0.01,-0.223,-0.026,-0.323,0.009,-0.275,-0.011
DVU1218,-0.376,-0.019,-0.194,-0.01,-0.292,0.014,-0.289,0.016
DVU1219,-0.356,0.018,-0.169,-0.029,-0.268,-0.004,-0.281,0.019
DVU1220,-0.363,0.033,-0.216,0.01,-0.322,0.035,-0.272,0.05
DVU1221,-0.359,0.059,-0.165,0.065,-0.286,0.107,-0.321,0.009
DVU1222,-0.381,0.08,-0.18,0.075,-0.312,0.098,-0.244,0.067
DVU1223,-0.322,-0.022,-0.158,-0.029,-0.242,-0.026,-0.255,-0.018
DVU1224,-0.37,0.012,-0.194,-0.036,-0.309,-0.017,-0.285,0
DVU1225,-0.407,0.04,-0.19,-0.002,-0.321,0.071,-0.268,0.019
DVU1226,-0.343,-0.063,-0.231,-0.008,-0.396,0.024,-0.242,-0.128
DVU1227,-0.314,0.052,-0.102,0.154,-0.26,0.09,-0.197,0.081
DVU1228,-0.356,-0.044,-0.196,-0.004,-0.286,0.02,-0.262,-0.059
DVU1229,-0.4,0.024,-0.21,0.052,-0.267,0.036,-0.342,0.113
DVU1230,-0.426,0.149,-0.225,0.068,-0.287,0.044,-0.303,0.136
DVU1231,-0.399,0.011,-0.231,0.002,-0.367,0.037,-0.279,0.012
DVU1232,-0.376,0.041,-0.19,0.032,-0.297,0.029,-0.267,0.053
DVU1233,-0.363,0.022,-0.175,0.019,-0.308,0.042,-0.249,0.018
DVU1234,-0.382,-0.007,-0.193,0.011,-0.312,-0.002,-0.311,0.001
DVU1235,-0.36,0.032,-0.197,0.066,-0.317,0.06,-0.296,0.026
DVU1236,-0.312,-0.076,-0.171,-0.031,-0.206,-0.025,-0.233,-0.07
DVU1237,-0.339,-0.026,-0.183,-0.018,-0.232,-0.04,-0.303,0.002
DVU1238,-0.32,-0.133,-0.22,-0.065,-0.224,-0.128,-0.289,-0.051
DVU1239,-0.414,-0.015,-0.242,-0.048,-0.376,0.008,-0.304,-0.036
DVU1240,-0.345,0.014,-0.142,-0.027,-0.273,0.033,-0.222,0.006
DVU1241,-0.353,0.029,-0.179,0.032,-0.251,-0.005,-0.279,0.066
DVU1242,-0.368,0.002,-0.182,0.01,-0.295,0.038,-0.266,-0.011
DVU1243,-0.318,-0.062,-0.188,-0.033,-0.224,-0.071,-0.284,-0.012
DVU1244,-0.372,-0.062,-0.193,-0.022,-0.308,-0.09,-0.297,0.022
DVU1245,-0.35,0.014,-0.191,0.002,-0.268,0.015,-0.274,0.032
DVU1246,-0.388,-0.09,-0.216,-0.056,-0.265,-0.069,-0.334,-0.035
DVU1247,-0.289,0.001,-0.161,-0.061,-0.209,-0.014,-0.236,-0.023
DVU1248,-0.325,-0.049,-0.199,-0.036,-0.257,-0.046,-0.267,-0.028
DVU1249,-0.348,0.013,-0.214,0.034,-0.29,0.021,-0.284,0.018
DVU1250,-0.316,0.01,-0.16,-0.027,-0.253,0.001,-0.25,0.009
DVU1251,-0.258,-0.097,-0.164,-0.039,-0.28,-0.041,-0.149,-0.075
DVU1252,-0.389,0.034,-0.193,0.003,-0.331,0.029,-0.296,0.02
DVU1253,-0.511,0.082,-0.312,0.004,-0.417,0.048,-0.457,0.038
DVU1254,-0.403,0.022,-0.211,0.016,-0.329,-0.013,-0.31,0.077
DVU1255,-0.331,-0.057,-0.192,-0.051,-0.287,-0.031,-0.245,-0.074
DVU1256,-0.399,0.059,-0.179,0.008,-0.317,0.019,-0.321,0.072
DVU1257,-0.407,0.039,-0.191,0.047,-0.305,0.083,-0.292,0.05
DVU1258,-0.304,-0.051,-0.178,-0.015,-0.23,-0.027,-0.256,-0.028
DVU1259,-0.29,-0.073,-0.183,-0.062,-0.312,-0.058,-0.24,-0.137
DVU1260,-0.405,-0.001,-0.224,0.023,-0.348,0.026,-0.312,0.004
DVU1261,-0.359,-0.002,-0.179,0.001,-0.279,-0.01,-0.267,0.019
DVU1262,-0.326,-0.015,-0.186,0.008,-0.225,-0.02,-0.271,0.026
DVU1263,-0.364,0.021,-0.208,-0.005,-0.3,-0.005,-0.313,0.024
DVU1264,-0.385,0.01,-0.208,-0.015,-0.28,-0.03,-0.334,0.045
DVU1265,-0.279,-0.055,-0.16,-0.043,-0.256,-0.055,-0.204,-0.043
DVU1266,-0.39,-0.01,-0.211,-0.028,-0.323,0.006,-0.3,-0.033
DVU1267,-0.426,0.001,-0.259,-0.069,-0.268,-0.069,-0.431,0.056
DVU1268,-0.485,0.029,-0.258,-0.052,-0.344,-0.009,-0.388,0.048
DVU1269,-0.471,0.194,-0.163,0.167,-0.431,0.234,-0.302,0.093
DVU1270,-0.358,-0.042,-0.19,-0.068,-0.266,-0.057,-0.272,-0.027
DVU4015,-0.36,-0.032,-0.214,-0.033,-0.318,0.036,-0.254,-0.052
DVU1271,-0.352,-0.026,-0.206,-0.076,-0.284,-0.034,-0.297,-0.03
DVU1272,-0.378,-0.015,-0.213,-0.024,-0.272,-0.024,-0.305,0.006
DVU1273,-0.33,-0.053,-0.183,-0.047,-0.225,-0.033,-0.254,-0.049
DVU1274,-0.399,0.017,-0.257,-0.014,-0.326,-0.009,-0.36,0.027
DVU1275,-0.361,-0.068,-0.194,-0.028,-0.263,-0.006,-0.259,-0.036
DVU1276,-0.354,0.019,-0.192,-0.016,-0.266,-0.012,-0.296,0.026
DVU1277,-0.494,0.061,-0.274,0.085,-0.462,0.096,-0.352,0.057
DVU1278,-0.303,-0.053,-0.161,-0.027,-0.207,-0.023,-0.223,-0.037
DVU1279,-0.379,-0.007,-0.173,-0.008,-0.315,0.026,-0.273,-0.027
DVU1280,-0.367,-0.05,-0.217,-0.025,-0.283,-0.048,-0.324,0.002
DVU1281,-0.397,0.008,-0.194,0.033,-0.323,0.049,-0.263,0.011
DVU1282,-0.317,-0.021,-0.19,0.025,-0.263,-0.006,-0.253,0.025
DVU1283,-0.322,-0.052,-0.179,-0.025,-0.241,-0.042,-0.249,-0.033
DVU1284,-0.338,0.001,-0.182,-0.002,-0.258,-0.011,-0.279,0.021
DVU1285,-0.384,-0.019,-0.18,0.019,-0.292,0.014,-0.267,-0.003
DVU1286,-0.373,-0.026,-0.187,-0.036,-0.271,-0.017,-0.295,-0.026
DVU1287,-0.353,0.002,-0.201,0.013,-0.259,0.005,-0.308,0.017
DVU1288,-0.358,0.011,-0.177,0.049,-0.302,0.024,-0.288,0.019
DVU1289,-0.348,-0.015,-0.206,0.003,-0.274,-0.006,-0.282,0.017
DVU1290,-0.323,-0.042,-0.197,-0.011,-0.26,-0.018,-0.289,-0.029
DVU1291,-0.316,0.003,-0.159,0.036,-0.256,0.024,-0.245,0.043
DVU1292,-0.267,-0.125,-0.149,0.05,-0.198,-0.038,-0.222,0.011
DVU4003,-0.288,-0.012,-0.147,-0.049,-0.233,-0.018,-0.222,-0.014
DVU1294,-0.324,0,-0.156,0.004,-0.228,-0.015,-0.246,0.039
DVU1295,-0.277,-0.042,-0.164,0.011,-0.227,0.015,-0.211,-0.029
DVU1296,-0.372,-0.08,-0.23,-0.056,-0.245,-0.164,-0.337,0.019
DVU1297,-0.282,0.021,-0.164,-0.003,-0.252,0.037,-0.211,-0.014
DVU1298,-0.406,0.072,-0.221,0.035,-0.265,0.031,-0.369,0.063
DVU1299,-0.295,-0.038,-0.159,-0.068,-0.238,-0.021,-0.207,-0.054
DVU1300,-0.358,-0.077,-0.199,-0.035,-0.26,-0.05,-0.276,-0.033
DVU1301,-0.314,-0.008,-0.192,-0.014,-0.271,0.003,-0.264,0.022
DVU1302,-0.431,0.026,-0.241,0.022,-0.351,0.064,-0.323,0.038
DVU1303,-0.31,-0.104,-0.197,-0.07,-0.258,-0.039,-0.216,-0.092
DVU1304,-0.305,-0.021,-0.181,0.013,-0.222,-0.018,-0.245,0.007
DVU1305,-0.287,-0.06,-0.152,0.004,-0.201,-0.057,-0.225,-0.004
DVU1306,-0.335,-0.104,-0.219,-0.017,-0.259,-0.035,-0.284,-0.068
DVU1307,-0.408,0.034,-0.22,-0.026,-0.322,0.039,-0.292,0.02
DVU1308,-0.357,-0.05,-0.193,0.015,-0.254,-0.001,-0.284,-0.006
DVU1309,-0.326,-0.014,-0.211,-0.015,-0.29,0.013,-0.241,0.008
DVU1310,-0.295,-0.082,-0.179,-0.002,-0.24,-0.006,-0.223,-0.048
DVU1311,-0.253,-0.042,-0.173,-0.057,-0.138,-0.109,-0.266,0.041
DVU1312,-0.302,-0.162,-0.205,-0.064,-0.173,-0.118,-0.299,-0.052
DVU1313,-0.27,-0.056,-0.179,-0.044,-0.208,-0.031,-0.217,-0.008
DVU1314,-0.365,-0.066,-0.198,-0.049,-0.309,-0.005,-0.224,-0.07
DVU1315,-0.279,-0.074,-0.173,0.013,-0.213,-0.018,-0.223,0.004
DVU1316,-0.251,0.065,-0.193,0.003,-0.251,0.062,-0.241,-0.007
DVU1317,-0.304,0.019,-0.16,0.035,-0.272,0.033,-0.209,0.029
DVU1318,-0.321,-0.07,-0.184,-0.07,-0.269,-0.026,-0.23,-0.113
DVU1319,-0.358,0.019,-0.227,-0.002,-0.269,0.018,-0.3,0.018
DVU1320,-0.288,-0.132,-0.187,-0.055,-0.207,-0.115,-0.244,-0.05
DVU1321,-0.231,-0.161,-0.189,-0.073,-0.183,-0.086,-0.153,-0.131
DVU1322,-0.334,0,-0.2,0.02,-0.283,0.046,-0.21,-0.017
DVU1323,-0.352,-0.018,-0.195,-0.02,-0.286,-0.002,-0.284,-0.024
DVU1324,-0.417,-0.003,-0.195,-0.025,-0.331,0.016,-0.298,-0.009
DVU1325,-0.198,-0.055,-0.126,-0.044,-0.18,-0.067,-0.17,-0.056
DVU1326,-0.394,-0.051,-0.238,-0.006,-0.316,-0.006,-0.289,-0.014
DVU1327,-0.341,-0.021,-0.185,-0.041,-0.216,-0.025,-0.288,-0.022
DVU1328,-0.326,-0.031,-0.214,0.01,-0.258,-0.001,-0.288,0.001
DVU1329,-0.275,-0.089,-0.171,-0.013,-0.223,-0.053,-0.196,-0.032
DVU1330,-0.343,-0.046,-0.204,0.009,-0.237,0.013,-0.304,-0.015
DVU1331,-0.333,-0.025,-0.165,0.011,-0.257,-0.018,-0.256,0.022
DVU1333,-0.48,0.114,-0.285,0.065,-0.493,0.164,-0.291,0.059
DVU1334,-0.286,-0.046,-0.172,-0.004,-0.21,-0.014,-0.226,-0.027
DVU1335,-0.392,0.043,-0.207,0.049,-0.305,0.027,-0.352,0.07
DVU1336,-0.331,-0.038,-0.186,0.007,-0.237,-0.015,-0.261,-0.011
DVU1337,-0.307,-0.031,-0.168,-0.014,-0.226,-0.02,-0.229,-0.008
DVU1338,-0.358,-0.039,-0.184,-0.053,-0.246,-0.049,-0.281,-0.005
DVU1339,-0.308,-0.037,-0.166,-0.033,-0.244,-0.026,-0.233,-0.029
DVU1340,-0.385,0.025,-0.192,0.032,-0.302,0.049,-0.301,0.032
DVU1341,-0.362,-0.074,-0.197,-0.03,-0.273,-0.032,-0.286,-0.03
DVU1342,-0.368,-0.019,-0.186,0.012,-0.277,0.034,-0.319,-0.017
DVU1343,-0.329,-0.034,-0.194,-0.003,-0.214,-0.033,-0.32,0.027
DVU1344,-0.329,-0.049,-0.201,-0.011,-0.261,-0.02,-0.272,-0.026
DVU1345,-0.327,-0.019,-0.188,-0.007,-0.258,0.01,-0.259,-0.007
DVU1346,-0.351,0.039,-0.19,0.057,-0.287,0.03,-0.286,0.08
DVU1347,-0.398,0.015,-0.215,0.005,-0.32,0.026,-0.308,-0.021
DVU1348,-0.207,-0.116,-0.122,-0.094,-0.205,-0.057,-0.125,-0.121
DVU1349,-0.331,-0.034,-0.183,-0.052,-0.262,-0.025,-0.247,-0.039
DVU1350,-0.381,0.005,-0.198,-0.016,-0.29,0.011,-0.301,0.005
DVU1351,-0.327,0.013,-0.165,0.007,-0.215,0.014,-0.293,0.05
DVU1352,-0.424,0.041,-0.221,0.088,-0.308,0.052,-0.327,0.096
DVU1353,-0.326,-0.005,-0.177,0.011,-0.246,0.001,-0.252,0.017
DVU1354,-0.435,0.144,-0.229,0.065,-0.325,0.089,-0.403,0.133
DVU1355,-0.271,-0.079,-0.159,-0.004,-0.206,-0.062,-0.195,-0.033
DVU1356,-0.389,0.027,-0.201,0.022,-0.326,0.055,-0.287,-0.001
DVU1357,-0.437,0.072,-0.204,0.041,-0.344,0.056,-0.33,0.07
DVU1358,-0.417,-0.005,-0.222,-0.006,-0.323,0.013,-0.306,0.006
DVU1359,-0.367,0.014,-0.187,0.043,-0.28,0.04,-0.325,0.019
DVU1360,-0.382,-0.014,-0.211,0.011,-0.31,0.015,-0.297,-0.013
DVU1361,-0.321,0.005,-0.176,0.005,-0.241,-0.016,-0.285,0.042
DVU1362,-0.38,-0.004,-0.195,-0.028,-0.259,-0.026,-0.317,0.02
DVU1363,-0.367,-0.011,-0.199,0.015,-0.287,0.002,-0.287,0.016
DVU1364,-0.37,0.002,-0.192,-0.015,-0.298,-0.006,-0.301,0.007
DVU1365,-0.392,0.026,-0.192,0.057,-0.325,0.078,-0.277,0.03
DVU1366,-0.328,0.027,-0.176,-0.029,-0.256,-0.001,-0.263,0.003
DVU1367,-0.277,-0.21,-0.156,-0.064,-0.221,-0.114,-0.19,-0.166
DVU1368,-0.381,0.012,-0.213,-0.006,-0.328,0.025,-0.272,0.022
DVU1369,-0.353,0.067,-0.164,0.032,-0.352,0.072,-0.194,0.024
DVU1370,-0.304,-0.013,-0.169,-0.044,-0.255,-0.004,-0.226,-0.044
DVU1371,-0.424,0.067,-0.203,0.053,-0.329,0.067,-0.314,0.08
DVU1372,-0.397,-0.049,-0.237,-0.08,-0.288,-0.033,-0.348,-0.029
DVU1373,-0.265,-0.046,-0.144,-0.016,-0.205,-0.01,-0.182,-0.036
DVU1374,-0.278,-0.046,-0.166,-0.002,-0.288,-0.042,-0.174,0.005
DVU1375,-0.315,0.028,-0.139,0.012,-0.23,-0.008,-0.196,0.06
DVU1376,-0.372,0.001,-0.201,-0.02,-0.291,0.011,-0.296,-0.006
DVU1377,-0.333,-0.049,-0.175,-0.006,-0.222,-0.024,-0.253,-0.007
DVU1378,-0.314,-0.019,-0.195,-0.021,-0.211,-0.045,-0.279,0.013
DVU1379,-0.331,0.036,-0.176,0.087,-0.255,0.111,-0.291,0.053
DVU1380,-0.398,-0.003,-0.243,-0.04,-0.297,-0.018,-0.373,-0.014
DVU1381,-0.256,-0.1,-0.136,-0.024,-0.159,-0.075,-0.202,-0.012
DVU1383,-0.371,-0.007,-0.165,0.03,-0.309,0.026,-0.258,-0.023
DVU1384,-0.377,-0.087,-0.229,-0.043,-0.294,-0.056,-0.291,-0.039
DVU1385,-0.347,-0.122,-0.19,-0.065,-0.218,-0.077,-0.291,-0.087
DVU1386,-0.329,-0.027,-0.183,-0.042,-0.26,-0.029,-0.28,-0.012
DVU1387,-0.436,0.026,-0.218,-0.011,-0.334,0.01,-0.335,0.006
DVU1388,-0.387,0.033,-0.189,0.013,-0.291,0.043,-0.296,0.068
DVU1389,-0.339,-0.014,-0.168,-0.018,-0.29,0,-0.23,-0.017
DVU1390,-0.401,0.01,-0.205,-0.042,-0.255,-0.014,-0.339,0.018
DVU1391,-0.368,0.081,-0.178,0.009,-0.291,0.065,-0.282,0.036
DVU1392,-0.344,-0.002,-0.178,-0.008,-0.289,0.004,-0.261,-0.018
DVU1393,-0.431,0.065,-0.23,0.061,-0.364,0.029,-0.354,0.107
DVU1394,-0.404,0.012,-0.226,0.014,-0.312,0.03,-0.329,0.03
DVU1395,-0.213,-0.039,-0.159,0,-0.289,0.005,-0.112,-0.054
DVU1396,-0.311,0.048,-0.153,0.096,-0.251,0.111,-0.224,0.067
DVU1397,-0.365,-0.053,-0.192,-0.042,-0.269,-0.083,-0.295,-0.005
DVU1398,-0.388,0.017,-0.218,0.018,-0.284,0.039,-0.313,0.031
DVU1399,-0.282,-0.08,-0.181,-0.027,-0.233,-0.036,-0.207,-0.009
DVU1400,-0.328,-0.067,-0.197,-0.045,-0.252,-0.045,-0.254,-0.049
DVU1401,-0.373,-0.033,-0.228,-0.04,-0.29,-0.042,-0.333,-0.008
DVU1402,-0.351,-0.01,-0.195,-0.025,-0.306,-0.007,-0.259,-0.011
DVU1403,-0.328,0.079,-0.162,0.042,-0.292,0.067,-0.2,0.066
DVU1404,-0.389,0.033,-0.194,0.015,-0.304,0.027,-0.309,0.027
DVU1405,-0.376,0.019,-0.186,-0.009,-0.272,0.026,-0.317,-0.017
DVU1406,-0.393,0.001,-0.214,-0.019,-0.317,0.008,-0.295,-0.009
DVU1407,-0.345,0.038,-0.172,0.004,-0.248,0.007,-0.277,0.056
DVU1408,-0.31,-0.056,-0.152,0.029,-0.237,-0.001,-0.212,-0.033
DVU1409,-0.313,-0.002,-0.178,-0.019,-0.249,-0.013,-0.255,-0.009
DVU1410,-0.376,0.063,-0.18,0.017,-0.284,0.058,-0.283,0.036
DVU1411,-0.288,-0.056,-0.184,-0.009,-0.227,-0.027,-0.241,-0.019
DVU1412,-0.39,0.036,-0.195,-0.002,-0.291,0.016,-0.321,0.04
DVU1413,-0.344,-0.01,-0.168,0.025,-0.271,0.026,-0.256,0.022
DVU1414,-0.362,0.022,-0.191,-0.001,-0.276,-0.003,-0.29,0.043
DVU1415,-0.34,0.001,-0.164,-0.023,-0.268,-0.002,-0.256,-0.003
DVU1416,-0.328,0.006,-0.153,0,-0.235,0.008,-0.257,0.021
DVU1417,-0.562,0.168,-0.295,0.125,-0.425,0.157,-0.404,0.178
DVU1418,-0.307,-0.045,-0.163,-0.034,-0.213,-0.052,-0.263,-0.008
DVU1419,-0.322,-0.032,-0.176,0.004,-0.268,-0.003,-0.232,0.003
DVU1420,-0.305,-0.035,-0.184,-0.043,-0.282,0.035,-0.19,-0.107
DVU1421,-0.307,-0.031,-0.187,0,-0.26,0.012,-0.259,0.008
DVU1422,-0.279,-0.062,-0.171,-0.012,-0.19,-0.029,-0.253,-0.023
DVU1423,-0.326,-0.035,-0.186,-0.006,-0.24,-0.019,-0.271,0.01
DVU1424,-0.346,0.005,-0.184,0.012,-0.292,0.024,-0.264,0.003
DVU1425,-0.379,0.017,-0.196,-0.02,-0.285,0.007,-0.294,0.008
DVU1426,-0.323,-0.083,-0.185,-0.08,-0.215,-0.11,-0.271,-0.026
DVU1427,-0.392,-0.006,-0.21,0.015,-0.288,0.048,-0.314,0.025
DVU1428,-0.383,0.006,-0.21,-0.005,-0.306,0.013,-0.309,0.015
DVU1429,-0.342,-0.017,-0.191,0.01,-0.25,-0.005,-0.277,0.013
DVU1430,-0.325,-0.031,-0.185,-0.005,-0.253,-0.012,-0.258,-0.014
DVU1431,-0.327,-0.036,-0.172,-0.026,-0.287,-0.014,-0.239,-0.026
DVU1432,-0.341,0.035,-0.174,0.016,-0.251,0.022,-0.271,0.036
DVU1433,-0.333,-0.14,-0.211,-0.105,-0.24,-0.151,-0.269,-0.038
DVU1434,-0.329,-0.068,-0.19,-0.013,-0.293,-0.028,-0.231,-0.03
DVU1435,-0.317,0.009,-0.178,0.009,-0.233,0.003,-0.274,0.038
DVU1436,-0.367,-0.029,-0.187,-0.028,-0.275,0.069,-0.245,-0.131
DVU1437,-0.222,-0.093,-0.126,-0.049,-0.209,-0.028,-0.139,-0.072
DVU1438,-0.346,-0.031,-0.185,0.018,-0.276,0.01,-0.254,-0.004
DVU1439,-0.426,0.049,-0.22,0.019,-0.345,0.032,-0.313,0.05
DVU1440,-0.334,0.009,-0.173,0.039,-0.272,0.034,-0.233,0.011
DVU1441,-0.295,-0.085,-0.216,-0.067,-0.235,-0.062,-0.258,-0.068
DVU1442,-0.306,-0.03,-0.157,-0.044,-0.186,-0.045,-0.251,-0.008
DVU1443,-0.37,-0.067,-0.205,-0.043,-0.254,-0.058,-0.306,-0.027
DVU1444,-0.292,-0.114,-0.194,-0.033,-0.261,-0.057,-0.218,-0.052
DVU1445,-0.301,-0.039,-0.174,-0.018,-0.234,-0.006,-0.22,-0.02
DVU1446,-0.319,-0.024,-0.168,0.004,-0.216,-0.004,-0.288,-0.003
DVU1447,-0.336,-0.033,-0.175,0.006,-0.261,0.001,-0.251,-0.004
DVU1448,-0.364,-0.053,-0.181,-0.03,-0.251,-0.034,-0.273,-0.029
