kmer_2_AA,kmer_2_AC,kmer_2_AG,kmer_2_AT,kmer_2_CA,kmer_2_CC,kmer_2_CG,kmer_2_CT,kmer_2_GA,kmer_2_GC,kmer_2_GG,kmer_2_GT,kmer_2_TA,kmer_2_TC,kmer_2_TG,kmer_2_TT
DVU1232,19,16,30,19,24,19,31,9,31,28,33,22,9,20,21,7
DVU1233,81,158,118,102,160,227,275,181,174,297,287,143,43,161,222,91
DVU1234,14,31,19,31,41,58,73,54,24,76,88,53,17,61,60,31
DVU1235,17,27,26,45,37,27,58,38,39,61,53,31,21,45,48,47
DVU1236,37,43,47,40,69,63,69,39,55,65,47,36,6,69,40,18
DVU1237,25,43,25,43,56,77,77,60,39,72,42,39,17,78,47,30
DVU1238,43,51,48,26,64,63,84,41,49,79,40,35,11,59,32,15
DVU1239,8,32,12,31,41,39,57,43,23,72,64,39,11,37,65,28
DVU1240,15,20,24,17,32,33,34,29,23,47,43,16,5,28,29,12
DVU1241,11,19,19,20,31,20,28,17,23,31,23,13,3,26,21,12
DVU1242,33,56,37,28,52,72,79,55,51,72,68,49,18,58,56,37
DVU1243,40,47,35,23,48,53,68,40,42,63,38,27,14,46,30,18
DVU1244,27,27,18,24,30,28,34,31,28,24,35,38,10,44,39,9
DVU1245,27,58,31,35,68,70,86,63,45,102,65,24,11,57,54,28
DVU1246,28,52,22,43,64,53,81,58,35,69,63,51,17,82,53,32
DVU1247,61,52,67,20,73,78,84,34,56,92,85,28,10,47,25,9
DVU1248,53,113,79,57,116,150,199,101,108,187,122,79,25,116,96,54
DVU1249,33,55,43,41,70,90,109,58,56,119,85,41,13,63,64,13
DVU1250,19,29,29,26,32,73,60,42,40,61,65,40,12,44,52,32
DVU1251,18,15,12,14,10,13,24,15,26,13,12,6,4,21,10,5
DVU1252,36,109,73,99,132,172,240,163,100,262,245,138,48,164,188,107
DVU1253,4,13,3,7,13,14,16,4,8,11,8,7,3,9,6,2
DVU1254,19,42,18,21,39,37,56,24,34,50,44,15,7,27,26,11
DVU1255,9,24,27,24,26,60,75,40,43,74,61,42,6,43,57,21
DVU1256,31,77,40,51,94,123,94,71,57,123,93,36,18,59,82,39
DVU1257,14,14,11,10,9,25,33,16,19,26,13,20,6,18,22,16
DVU1258,122,148,125,86,182,237,221,132,148,230,117,78,29,157,110,58
DVU1259,11,3,2,8,3,6,4,7,3,5,5,8,7,6,10,16
DVU1260,48,94,60,63,96,87,110,82,78,109,120,72,42,85,90,47
DVU1261,70,136,82,74,129,168,185,107,139,173,123,71,24,112,116,51
DVU1262,42,84,51,49,94,98,129,67,78,125,67,36,12,81,59,37
DVU1263,14,33,25,36,42,62,77,69,29,86,68,57,22,69,71,43
DVU1264,28,62,31,28,55,74,92,43,46,81,57,34,20,47,38,25
DVU1265,34,30,43,21,44,74,84,39,44,100,82,38,7,37,54,18
DVU1266,136,286,149,133,290,270,351,193,195,336,325,160,83,212,191,127
DVU1267,21,52,26,38,74,78,66,34,26,79,33,31,15,43,45,22
DVU1268,14,34,11,21,40,37,47,11,20,37,33,31,6,27,30,14
DVU1269,2,3,4,5,4,6,15,8,7,20,21,10,2,4,17,6
DVU1270,47,93,48,50,103,139,131,81,71,135,84,60,17,87,87,47
DVU4015,20,30,20,7,29,23,23,28,18,34,16,16,10,16,25,17
DVU1271,50,66,57,62,102,95,109,68,58,127,109,69,24,86,89,55
DVU1272,67,126,91,65,151,166,190,87,105,186,121,90,26,116,100,34
DVU1273,88,112,109,49,151,126,163,75,101,171,122,72,17,106,73,39
DVU1274,15,29,24,11,31,46,51,20,23,54,44,28,10,19,30,8
DVU1275,15,34,32,17,49,50,51,34,31,59,50,35,3,41,42,17
DVU1276,73,124,107,69,150,178,210,109,119,212,126,100,32,133,113,64
DVU1277,8,10,3,8,7,4,8,9,11,11,12,10,3,3,21,9
DVU1278,94,106,127,72,151,152,195,99,139,196,180,109,16,143,122,69
DVU1279,17,54,34,36,51,76,94,51,55,85,78,50,17,57,63,42
DVU1280,21,45,31,33,49,34,86,58,44,78,64,42,15,70,48,28
DVU1281,38,45,51,36,48,69,93,41,64,70,80,82,19,67,73,26
DVU1282,52,82,70,64,97,100,135,78,91,135,118,69,27,93,91,50
DVU1283,40,45,50,46,61,62,81,47,64,75,73,51,16,69,59,39
DVU1284,83,132,128,86,154,178,221,162,140,247,221,138,52,158,176,102
DVU1285,26,33,29,43,38,42,45,40,50,35,44,37,18,55,47,23
DVU1286,32,56,40,59,85,104,88,107,46,101,83,72,23,123,92,52
DVU1287,40,55,36,28,58,85,83,48,45,80,46,40,15,54,47,25
DVU1288,21,25,24,16,33,37,31,22,23,39,25,17,9,22,24,12
DVU1289,81,119,78,67,131,157,153,97,109,152,99,74,24,110,104,55
DVU1290,26,52,38,43,60,86,94,84,49,96,57,60,24,90,73,72
DVU1291,40,35,27,35,35,42,42,26,47,36,39,21,15,32,35,20
DVU1292,11,12,8,9,11,14,15,8,14,12,11,8,5,10,11,14
DVU4003,29,27,28,20,41,56,40,45,25,64,31,17,10,35,38,24
DVU1294,37,23,42,36,42,35,53,43,47,51,54,55,11,64,59,46
DVU1295,89,66,73,48,74,120,118,92,97,125,79,61,16,93,92,40
DVU1296,12,9,3,10,11,10,9,4,9,6,9,8,3,9,11,8
DVU1297,25,7,10,10,14,3,8,6,10,14,12,4,4,7,10,8
DVU1298,25,26,22,10,29,43,40,16,17,35,23,26,11,24,17,7
DVU1299,32,26,33,14,26,45,39,35,36,41,27,25,10,33,31,17
DVU1300,96,122,119,94,141,162,210,114,155,167,136,140,39,176,133,71
DVU1301,8,7,10,7,6,12,23,10,15,18,16,12,4,14,12,8
DVU1302,16,20,25,16,26,23,28,16,24,30,17,19,10,20,21,6
DVU1303,47,31,33,23,42,59,54,32,35,48,59,46,10,49,42,19
DVU1304,36,27,41,17,46,62,57,40,33,67,38,39,6,49,41,21
DVU1305,31,15,24,11,20,29,30,16,23,20,28,26,8,31,14,12
DVU1306,41,47,45,28,61,82,87,48,41,81,59,58,17,68,49,18
DVU1307,21,14,20,14,18,23,21,12,21,22,17,21,8,15,24,10
DVU1308,18,16,21,16,24,31,37,14,22,38,18,20,6,21,23,13
DVU1309,39,31,42,23,35,44,69,33,46,58,39,51,14,48,45,21
DVU1310,29,14,29,14,26,37,40,21,22,42,31,30,9,31,25,13
DVU1311,15,11,17,8,15,12,14,12,16,19,10,5,4,11,10,6
DVU1312,23,14,21,12,18,16,29,13,22,20,9,18,6,26,11,8
DVU1313,21,16,19,18,26,32,37,21,21,31,28,25,5,37,22,9
DVU1314,34,18,22,14,24,20,30,10,24,24,22,24,7,22,19,9
DVU1315,45,28,32,27,38,35,47,27,41,39,36,32,8,45,33,26
DVU1316,10,5,8,4,6,20,24,15,6,23,8,15,6,17,11,7
DVU1317,25,14,26,22,25,29,32,22,27,37,29,20,9,28,27,8
DVU1318,37,25,38,18,32,47,45,27,31,45,44,44,17,34,38,17
DVU1319,26,21,22,16,28,35,33,17,23,36,27,17,8,21,21,8
DVU1320,30,19,32,14,28,35,58,27,31,54,42,33,6,40,28,14
DVU1321,10,6,14,9,16,9,14,8,12,18,9,11,1,14,13,6
DVU1322,26,18,31,14,29,32,41,28,27,46,35,32,7,34,33,13
DVU1323,45,58,54,83,91,103,100,87,74,103,109,80,31,117,102,76
DVU1324,47,51,42,34,45,49,72,45,60,53,61,54,22,58,54,32
DVU1325,13,2,10,4,8,12,8,5,6,13,9,6,2,6,7,2
DVU1326,24,25,18,17,23,26,45,16,26,30,22,29,11,29,22,5
DVU1327,26,22,28,13,37,39,39,12,21,39,33,21,5,27,14,13
DVU1328,37,31,40,22,37,55,68,34,39,65,29,40,18,43,36,32
DVU1329,63,58,73,55,74,58,97,65,93,83,72,50,18,95,57,32
DVU1330,16,21,24,11,25,43,44,28,22,50,24,21,8,26,26,12
DVU1331,31,29,46,53,47,67,74,66,65,88,68,61,16,70,94,51
DVU1333,10,10,4,5,8,3,14,6,6,13,7,11,4,5,13,6
DVU1334,72,63,97,56,85,106,137,69,113,124,74,70,17,104,74,40
DVU1335,16,31,38,43,51,50,52,35,40,65,44,22,20,42,38,18
DVU1336,63,65,84,66,101,89,129,65,95,128,92,57,19,102,67,31
DVU1337,114,136,169,96,150,203,265,138,213,240,191,126,38,177,145,64
DVU1338,20,41,35,18,45,63,58,36,40,62,42,29,8,36,39,12
DVU1339,33,51,33,20,48,81,99,55,48,86,77,49,8,65,51,26
DVU1340,13,41,18,12,33,68,59,32,31,52,32,24,7,31,30,11
DVU1341,11,35,20,39,52,83,88,69,30,96,70,47,12,78,65,29
DVU1342,18,58,36,29,62,81,84,51,44,79,73,41,17,60,44,29
DVU1343,29,71,46,39,89,126,117,54,55,120,58,42,12,69,54,26
DVU1344,41,59,61,55,76,93,134,57,80,120,105,71,19,88,76,25
DVU1345,68,98,95,54,106,159,205,102,116,196,137,95,24,119,108,42
DVU1346,29,73,75,44,75,119,175,72,88,164,132,86,28,85,89,63
DVU1347,20,38,46,28,43,64,117,42,49,102,88,82,19,62,71,43
DVU1348,12,10,25,7,9,17,26,14,30,28,24,7,4,11,13,8
DVU1349,14,42,38,40,54,69,100,59,52,104,80,43,14,67,61,26
DVU1350,57,109,83,82,126,167,215,114,118,202,187,104,29,144,127,61
DVU1351,10,22,18,38,45,65,68,41,29,72,47,24,4,60,39,20
DVU1352,22,35,14,13,29,34,42,24,24,33,26,22,8,27,24,12
DVU1353,173,242,193,143,263,301,373,205,256,352,258,146,58,247,189,95
DVU1354,1,6,4,18,17,33,34,10,6,39,18,17,5,16,24,9
DVU1355,7,14,23,13,20,31,37,23,28,39,42,21,3,27,27,13
DVU1356,15,43,31,35,51,71,94,42,46,97,72,50,12,47,68,29
DVU1357,10,28,21,21,28,53,76,37,30,84,65,47,11,29,65,21
DVU1358,18,53,20,18,41,60,81,37,47,71,52,37,4,35,53,20
DVU1359,43,86,55,54,85,141,151,77,72,132,95,62,39,95,60,36
DVU1360,30,57,39,48,68,83,112,58,57,112,81,57,19,69,75,30
DVU1361,33,65,37,55,83,135,122,76,56,136,87,43,18,80,76,28
DVU1362,20,56,22,45,76,99,102,76,39,114,75,48,8,84,77,27
DVU1363,31,75,31,21,65,87,95,56,51,89,75,46,11,52,60,30
DVU1364,44,94,40,35,70,101,112,65,74,90,78,42,25,63,54,35
DVU1365,27,48,36,36,57,65,92,44,51,90,85,52,12,55,65,33
DVU1366,22,42,42,33,49,79,100,60,54,103,94,51,13,64,67,32
DVU1367,13,13,12,5,11,16,21,11,16,12,21,11,3,18,6,8
DVU1368,40,85,69,50,97,134,189,94,88,195,166,108,19,100,133,55
DVU1369,12,20,16,15,11,32,48,21,34,47,35,16,6,13,33,15
DVU1370,17,45,40,23,35,88,109,65,60,107,70,47,12,57,66,31
DVU1371,11,51,29,28,49,47,76,43,46,71,53,38,13,46,50,23
DVU1372,12,12,7,20,17,24,30,24,10,24,16,26,11,35,24,10
DVU1373,14,21,41,20,37,36,57,27,42,65,50,19,3,35,28,14
DVU1374,16,14,23,11,17,18,32,17,24,35,41,18,6,17,23,8
DVU1375,21,16,25,5,15,11,16,16,26,18,14,10,5,13,13,6
DVU1376,61,98,78,77,126,143,178,92,94,178,155,90,32,120,107,62
DVU1377,27,23,36,22,36,31,50,23,35,46,34,32,10,40,27,16
DVU1378,46,53,70,43,68,87,111,48,76,97,78,50,21,77,43,27
DVU1379,9,4,10,8,10,8,10,9,8,15,19,10,5,10,12,11
DVU1380,4,15,11,13,21,21,17,18,13,28,12,8,6,13,21,9
DVU1381,15,13,11,11,15,11,23,14,18,18,14,10,2,21,12,7
DVU1383,13,21,22,21,18,25,39,26,34,34,45,28,11,28,36,24
DVU1384,10,28,19,33,31,35,60,38,37,55,39,33,12,46,46,14
DVU1385,6,7,8,5,11,8,8,3,8,9,6,4,1,6,5,6
DVU1386,33,71,49,65,93,122,153,141,59,175,123,85,32,141,118,90
DVU1387,51,94,61,79,101,91,106,83,91,93,86,88,42,103,105,54
DVU1388,22,46,39,33,47,57,66,45,53,59,68,51,18,53,58,40
DVU1389,51,70,65,46,90,109,104,69,77,127,89,45,14,66,80,31
DVU1390,24,26,22,22,44,46,41,36,20,50,30,21,5,45,29,6
DVU1391,22,14,24,22,23,30,29,14,29,33,36,26,8,19,35,13
DVU1392,35,42,49,42,58,58,66,51,58,75,61,38,16,58,57,33
DVU1393,10,12,5,9,11,12,27,13,10,23,10,13,6,16,13,13
DVU1394,6,9,5,10,10,8,20,10,11,14,7,8,4,17,8,11
DVU1395,10,5,12,11,5,18,24,13,19,30,24,8,4,7,21,10
DVU1396,10,15,13,9,17,30,22,18,16,27,21,9,3,15,18,14
DVU1397,33,48,34,26,51,40,43,32,45,43,33,19,11,35,31,15
DVU1398,46,47,53,49,64,45,73,41,61,75,53,51,23,56,62,43
DVU1399,32,16,29,21,15,17,40,19,43,27,27,24,8,31,25,24
DVU1400,76,98,129,88,155,130,216,68,139,211,179,99,20,130,105,49
DVU1401,27,55,31,47,84,84,95,73,31,114,79,44,18,83,63,37
DVU1402,15,43,40,39,48,72,118,62,59,121,118,58,15,64,80,43
DVU1403,28,35,28,18,35,32,49,30,40,50,52,23,6,29,36,12
DVU1404,40,95,40,43,103,102,110,74,56,111,95,44,19,81,61,32
DVU1405,12,38,24,23,40,68,53,26,33,52,33,20,13,29,28,11
DVU1406,38,57,51,53,74,74,109,62,63,100,84,69,23,88,73,34
DVU1407,70,102,76,51,104,154,161,99,103,160,89,59,22,102,85,38
DVU1408,11,11,13,11,15,23,24,26,16,31,25,19,3,23,30,21
DVU1409,18,21,36,19,34,23,47,19,33,51,46,26,9,28,27,27
DVU1410,25,66,37,32,62,88,88,60,57,86,64,43,16,58,61,29
DVU1411,43,55,60,62,81,116,149,78,82,161,111,58,13,92,93,35
DVU1412,36,69,35,43,74,94,102,60,57,97,79,51,15,70,69,29
DVU1413,25,55,63,54,67,105,139,77,79,126,131,87,26,102,90,66
DVU1414,74,146,137,129,174,218,343,164,184,303,283,199,53,232,207,147
DVU1415,80,166,154,135,177,291,394,227,220,371,396,226,57,261,270,159
DVU1416,47,54,63,36,67,115,113,36,72,104,84,47,14,58,47,20
DVU1417,15,22,7,11,24,15,20,8,12,22,9,10,4,8,17,2
DVU1418,55,98,96,64,116,147,185,102,119,170,172,89,23,135,97,71
DVU1419,66,71,94,59,88,77,123,72,116,137,125,81,20,75,117,58
DVU1420,11,18,22,15,22,23,38,23,30,42,37,19,3,23,31,14
DVU1421,40,23,32,21,34,38,45,23,31,49,25,23,11,30,26,10
DVU1422,65,61,62,35,84,121,107,71,61,112,61,47,13,89,51,33
DVU1423,48,88,64,57,105,115,149,79,85,140,140,58,19,105,70,48
DVU1424,62,103,57,60,104,146,159,95,91,163,104,55,26,92,92,36
DVU1425,41,90,56,53,97,151,145,85,83,142,89,63,19,95,87,35
DVU1426,19,29,22,14,28,41,41,24,31,35,20,17,5,29,21,7
DVU1427,17,28,33,25,34,22,42,22,42,40,19,15,10,30,22,12
DVU1428,64,121,61,80,131,160,189,89,101,170,134,73,30,118,94,40
DVU1429,53,69,76,42,85,89,121,59,85,122,82,45,16,74,56,26
DVU1430,102,188,142,76,207,252,282,176,163,296,195,106,35,181,142,63
DVU1431,43,104,111,92,102,173,256,121,172,241,243,116,34,134,161,92
DVU1432,89,166,126,93,176,250,289,175,169,290,191,111,40,184,155,90
DVU1433,11,7,12,4,17,15,20,5,4,22,26,18,2,13,12,3
DVU1434,24,28,20,15,25,26,35,22,27,31,26,16,10,23,20,17
DVU1435,17,62,42,33,86,97,111,110,40,145,112,58,11,100,90,70
DVU1436,1,7,6,5,11,10,7,5,8,12,9,2,0,4,8,0
DVU1437,3,2,5,3,8,12,8,6,3,11,8,8,0,9,8,4
DVU1438,61,82,51,48,88,72,104,64,73,84,92,55,20,90,57,23
DVU1439,8,10,7,12,16,11,7,8,8,12,10,7,5,9,13,9
DVU1440,37,42,52,24,47,47,68,47,63,71,64,46,8,49,60,36
DVU1441,50,66,34,49,76,82,99,60,61,90,63,23,12,79,41,11
DVU1442,17,19,32,12,29,34,32,19,31,38,25,20,3,23,25,15
DVU1443,78,165,84,53,169,172,164,98,102,135,121,77,31,131,66,48
DVU1444,41,53,59,31,69,53,75,43,63,70,74,36,10,64,36,20
DVU1445,93,113,113,47,140,128,177,80,124,189,108,57,9,95,80,42
DVU1446,35,101,51,45,111,164,155,102,69,166,109,47,16,101,77,54
DVU1447,60,133,59,65,119,157,186,130,113,174,124,64,25,128,106,66
DVU1448,66,84,53,50,96,88,120,58,76,95,88,61,15,95,59,32
DVU1449,11,24,18,9,23,36,35,28,20,36,18,16,7,26,20,17
DVU1450,19,27,23,25,34,30,43,23,28,40,35,25,12,33,28,15
DVU1451,28,92,41,40,75,114,138,87,82,123,72,50,16,85,76,50
DVU1452,10,32,24,18,32,48,51,32,39,52,46,19,4,31,34,16
DVU1453,88,116,90,70,136,176,155,103,106,153,135,74,33,125,89,45
DVU1454,30,81,57,39,86,121,136,67,70,128,92,68,20,80,74,38
DVU1455,58,44,63,31,63,59,77,42,67,79,26,23,8,59,29,15
DVU1456,27,68,33,44,70,105,114,63,61,111,83,46,14,68,71,32
DVU1457,34,61,54,34,72,86,103,50,59,98,73,41,18,66,41,39
DVU1458,44,57,54,32,70,75,67,37,63,65,43,26,9,52,34,18
DVU1459,39,78,56,40,86,124,115,88,74,143,95,36,13,68,83,34
DVU1460,12,28,8,18,21,26,37,27,26,35,20,11,7,22,27,10
DVU1461,59,103,63,53,105,118,166,74,91,137,81,59,23,105,58,27
DVU1462,20,32,31,29,57,52,62,63,25,74,69,46,10,76,52,33
DVU1463,12,43,20,25,45,74,85,46,36,84,46,33,7,49,48,24
DVU1464,19,57,38,40,57,105,156,75,63,141,135,94,15,90,104,46
DVU1465,37,81,50,56,83,108,144,84,88,147,121,66,15,83,108,57
DVU1466,49,56,56,43,71,73,89,49,77,87,80,44,7,66,63,16
DVU1467,47,95,75,52,94,114,160,60,111,143,108,58,16,76,78,38
DVU1468,70,91,87,53,122,150,167,64,96,152,111,68,12,110,63,32
DVU1469,62,87,78,36,89,145,199,66,99,162,126,89,12,105,74,34
DVU1470,14,11,20,9,13,21,35,10,21,25,29,23,5,22,15,11
DVU1471,17,20,28,18,31,37,42,25,30,49,23,26,5,29,35,13
DVU1472,98,135,155,108,176,201,237,124,182,239,220,132,39,163,162,94
DVU1473,3,12,10,10,23,23,13,21,6,23,14,6,4,22,12,13
DVU1474,9,11,5,7,6,3,5,4,11,4,7,11,6,0,16,8
DVU1475,33,34,24,37,35,38,75,48,50,77,35,36,9,47,65,34
DVU1476,28,20,15,11,25,14,6,9,10,13,15,6,11,7,9,10
DVU1477,38,21,36,41,33,38,56,53,37,73,55,56,28,48,74,41
DVU1478,55,35,60,88,39,12,31,53,77,47,52,54,67,41,87,98
DVU1479,81,50,73,66,60,34,58,54,78,65,61,67,50,57,80,73
DVU1480,8,17,15,16,29,33,33,22,13,47,31,21,5,20,34,15
DVU1481,45,58,32,37,54,70,81,46,48,80,53,45,26,43,59,32
DVU1482,16,18,17,12,18,16,19,25,17,26,20,14,12,18,21,21
DVU1483,16,30,24,19,29,63,52,28,33,56,48,28,10,23,42,8
DVU1484,9,21,19,13,30,26,42,17,20,53,28,12,2,15,25,6
DVU1485,24,50,27,24,41,31,64,38,35,54,69,41,25,39,40,33
DVU1486,96,176,112,118,200,201,193,136,147,203,173,114,60,150,158,75
DVU1487,15,30,20,22,29,30,42,26,27,41,32,23,15,26,30,20
DVU1488,41,71,43,49,70,73,90,47,71,83,81,33,21,53,55,24
DVU1489,14,21,18,18,21,32,38,23,21,35,14,21,14,26,22,12
DVU1490,191,141,207,141,220,171,255,162,205,323,203,99,63,173,166,78
DVU1491,16,14,13,7,16,8,10,11,14,12,12,8,3,11,12,15
DVU4002,21,19,30,14,21,27,32,28,27,41,29,22,15,21,28,29
DVU1493,29,29,19,18,25,25,40,22,32,35,23,17,9,23,25,12
DVU1494,63,82,70,53,101,94,99,67,85,105,92,49,18,80,71,34
DVU1495,16,28,15,16,24,33,32,24,25,27,20,16,9,25,22,12
DVU1496,24,18,38,25,36,37,50,21,37,56,48,22,7,33,28,17
DVU1497,17,17,22,19,25,27,27,10,26,27,30,18,6,18,23,14
DVU1498,18,37,25,31,47,49,51,28,38,47,45,31,8,42,40,20
DVU1499,16,15,23,13,20,24,19,16,24,25,20,8,6,15,16,9
DVU1500,57,85,59,62,108,119,114,67,81,121,87,39,17,83,68,29
DVU1501,37,46,35,44,48,56,74,40,63,77,44,33,14,39,64,20
DVU1502,61,74,75,67,90,91,128,55,99,111,97,68,27,88,75,53
DVU1503,96,115,96,93,124,122,142,98,132,153,130,73,48,96,120,59
DVU1504,33,30,28,21,38,43,39,30,29,51,29,13,11,26,27,19
DVU1505,10,23,27,16,40,38,45,21,22,64,31,10,4,19,24,4
DVU1506,12,11,17,11,18,19,27,11,13,33,23,14,7,12,17,3
DVU1507,4,10,12,17,21,22,40,21,15,46,49,23,3,26,32,9
DVU1508,11,38,18,15,38,41,42,21,27,44,34,17,6,19,28,8
DVU1509,49,18,19,32,24,15,20,17,28,19,17,23,17,24,31,36
DVU1510,54,28,32,43,35,17,29,33,41,41,25,28,27,28,49,53
DVU1511,6,11,10,10,11,18,23,10,15,21,26,15,5,12,18,19
DVU1512,9,17,14,11,15,21,20,17,19,21,25,15,8,14,21,13
DVU1513,33,32,40,14,41,36,43,25,37,51,52,20,8,26,25,11
DVU1514,47,91,75,48,82,98,132,75,96,127,111,43,36,71,59,26
DVU1515,61,100,79,60,111,127,134,87,89,144,119,69,39,88,89,67
DVU1516,21,29,15,13,27,32,39,25,27,37,21,12,4,25,21,11
DVU1517,14,21,28,18,32,31,37,28,28,48,39,16,7,28,27,11
DVU1518,20,11,18,21,25,26,17,18,17,29,10,9,8,20,20,21
DVU1519,49,39,43,42,44,33,39,43,53,52,51,33,27,35,57,34
DVU1520,107,55,73,85,94,21,36,53,75,62,48,32,44,66,60,75
DVU1521,23,10,13,11,8,7,5,11,10,10,10,16,16,4,18,7
DVU1522,14,28,24,20,30,32,41,18,32,38,34,18,10,23,23,10
DVU1523,42,65,66,46,87,90,107,49,71,117,91,41,18,61,57,20
DVU1524,38,47,72,31,79,74,86,44,63,105,61,46,8,57,56,29
DVU1525,44,46,75,58,55,82,86,53,108,96,94,33,16,52,76,18
DVU1526,2,16,10,8,20,25,19,16,9,23,15,8,4,16,12,15
DVU1527,53,57,70,64,77,114,110,74,87,121,95,47,27,83,75,39
DVU1528,20,37,16,17,30,48,59,25,34,51,48,25,7,26,34,8
DVU1529,30,43,30,32,53,51,67,47,37,61,48,31,15,63,32,16
DVU1530,81,110,87,79,131,132,162,90,107,161,118,64,37,112,84,55
DVU1531,20,26,33,21,25,35,73,31,45,62,65,36,9,41,38,12
DVU1532,17,36,29,26,36,47,57,36,41,54,47,26,14,39,35,20
DVU1533,21,53,36,45,68,83,106,48,50,121,86,44,15,48,74,31
DVU1534,7,14,20,21,25,33,51,28,21,50,65,47,9,40,47,34
DVU1535,18,20,15,28,33,33,41,37,23,52,63,36,6,39,56,21
DVU1536,33,53,52,46,70,75,120,67,61,117,102,88,19,87,95,51
DVU1537,43,30,45,22,52,51,45,34,36,70,28,22,9,31,38,10
DVU1538,20,31,26,17,40,56,59,29,29,63,39,24,5,34,31,21
DVU1539,46,62,49,38,70,99,114,53,63,104,76,50,15,71,55,18
DVU1540,27,64,42,38,85,72,98,47,48,93,52,40,11,73,41,23
DVU1541,13,26,16,12,19,28,52,26,27,43,25,24,7,28,27,28
DVU1542,20,14,21,6,20,25,16,14,18,27,10,4,3,9,12,8
DVU1543,56,122,106,88,137,197,304,167,152,302,240,160,27,184,204,97
DVU1544,81,146,101,90,172,241,249,187,129,260,176,125,36,202,165,81
DVU1545,199,669,316,256,598,677,878,335,547,633,666,360,96,509,346,159
DVU1546,15,10,22,27,25,12,12,12,23,24,27,30,11,15,43,27
DVU1547,65,118,73,73,119,133,183,93,118,173,120,70,27,104,105,51
DVU1548,41,92,49,56,79,104,117,81,77,113,83,68,40,72,93,49
DVU1549,20,40,36,32,39,45,81,41,53,82,82,47,16,39,66,33
DVU1550,25,46,28,29,50,75,68,36,44,73,43,28,9,35,49,18
DVU1551,35,112,57,48,121,154,155,74,81,165,124,59,16,73,92,40
DVU1552,29,78,49,57,100,121,117,53,74,116,86,51,10,76,75,38
DVU1553,36,92,50,50,88,140,151,96,82,158,112,55,22,85,94,38
DVU1554,41,113,60,72,135,187,169,95,90,180,123,74,20,106,115,51
DVU1555,13,31,14,25,41,35,38,32,26,53,44,12,3,27,39,19
DVU1556,32,53,41,30,54,79,90,57,55,99,86,46,16,49,68,38
DVU1557,14,11,11,11,14,18,16,16,16,19,17,9,3,16,17,7
DVU1558,82,173,91,92,169,233,278,147,146,265,197,114,41,156,156,53
DVU1559,117,189,133,110,218,276,282,136,169,276,242,131,45,171,161,64
DVU1560,37,64,44,45,75,91,113,52,60,88,95,65,17,88,57,28
DVU1561,18,11,28,15,17,25,37,20,29,45,46,15,8,18,24,15
DVU1562,163,220,161,153,255,202,243,170,221,248,193,111,58,200,176,120
DVU1563,132,141,190,179,205,154,250,194,226,275,272,183,78,233,245,162
DVU1564,15,12,15,17,20,22,18,15,21,23,30,11,3,18,22,16
DVU4023,18,25,23,21,35,37,20,22,26,34,32,19,9,18,35,18
DVU1566,23,40,42,32,36,50,74,42,61,64,84,60,16,48,70,25
DVU1567,15,18,10,13,16,10,20,7,18,15,16,13,6,10,17,8
DVU1568,29,29,29,30,33,35,47,31,41,40,34,23,13,42,29,24
DVU1569,48,91,86,76,115,134,177,100,110,189,183,91,28,112,127,69
DVU1570,33,56,36,48,70,59,85,37,52,84,84,50,18,52,65,25
DVU1571,88,73,73,71,105,126,127,74,96,121,62,43,15,112,61,42
DVU1572,37,35,31,19,34,34,50,30,37,40,34,32,14,39,28,21
DVU1573,31,39,30,34,51,50,56,34,42,58,53,19,10,44,33,21
DVU1574,40,34,45,23,47,47,52,31,46,47,25,30,8,49,27,21
DVU1575,44,65,38,39,77,85,106,55,46,97,48,56,18,76,56,32
DVU1576,37,48,38,39,52,74,98,51,58,90,71,43,15,63,55,28
DVU1577,23,37,28,26,50,42,60,23,35,60,47,26,6,36,33,13
DVU1578,65,90,77,57,117,124,147,81,82,159,128,57,24,96,75,66
DVU1579,85,99,76,59,99,134,160,87,112,149,82,61,23,98,86,47
DVU1580,19,33,18,14,37,42,53,29,23,53,26,18,4,33,24,17
DVU1581,16,22,17,13,25,19,46,24,23,46,21,13,4,27,19,15
DVU1582,37,55,34,37,57,80,90,60,49,93,74,27,20,59,45,22
DVU1583,85,117,86,63,118,185,179,124,114,183,119,46,34,121,78,36
DVU1584,64,84,64,51,84,78,114,55,98,89,64,44,16,80,54,31
DVU1585,65,119,110,99,165,233,280,127,143,281,214,140,21,172,173,72
DVU1586,18,16,22,20,24,40,41,32,28,39,37,34,6,42,38,30
DVU1587,14,21,23,28,34,33,41,27,27,47,41,26,10,34,37,21
DVU1588,21,31,31,25,35,33,51,33,38,52,43,28,13,36,37,23
DVU1589,46,48,48,26,53,48,77,50,54,70,58,56,14,62,56,22
DVU1590,39,66,68,38,78,126,149,89,76,150,134,89,18,100,98,52
DVU1591,2,1,2,17,3,6,11,5,8,11,13,13,9,7,19,4
DVU1592,62,90,116,71,129,90,194,82,135,189,164,106,13,126,120,55
DVU1593,19,18,25,22,30,26,26,19,21,33,35,20,13,24,24,7
DVU1594,72,118,114,95,133,150,241,118,173,218,186,115,21,156,151,65
DVU1595,30,41,60,40,60,62,81,52,59,90,70,47,21,62,56,44
DVU1596,26,54,50,54,81,105,113,52,62,122,110,54,15,70,75,30
