,SOCN_Schneider.lag1,SOCN_Schneider.lag2,SOCN_Schneider.lag3,SOCN_Schneider.lag4,SOCN_Schneider.lag5,SOCN_Schneider.lag6,SOCN_Schneider.lag7,SOCN_Schneider.lag8,SOCN_Schneider.lag9,SOCN_Schneider.lag10,SOCN_Schneider.lag11,SOCN_Schneider.lag12,SOCN_Schneider.lag13,SOCN_Schneider.lag14,SOCN_Schneider.lag15,SOCN_Schneider.lag16,SOCN_Schneider.lag17,SOCN_Schneider.lag18,SOCN_Schneider.lag19,SOCN_Schneider.lag20,SOCN_Schneider.lag21,SOCN_Schneider.lag22,SOCN_Schneider.lag23,SOCN_Schneider.lag24,SOCN_Schneider.lag25,SOCN_Schneider.lag26,SOCN_Schneider.lag27,SOCN_Schneider.lag28,SOCN_Schneider.lag29,SOCN_Schneider.lag30,SOCN_Grantham.lag1,SOCN_Grantham.lag2,SOCN_Grantham.lag3,SOCN_Grantham.lag4,SOCN_Grantham.lag5,SOCN_Grantham.lag6,SOCN_Grantham.lag7,SOCN_Grantham.lag8,SOCN_Grantham.lag9,SOCN_Grantham.lag10,SOCN_Grantham.lag11,SOCN_Grantham.lag12,SOCN_Grantham.lag13,SOCN_Grantham.lag14,SOCN_Grantham.lag15,SOCN_Grantham.lag16,SOCN_Grantham.lag17,SOCN_Grantham.lag18,SOCN_Grantham.lag19,SOCN_Grantham.lag20,SOCN_Grantham.lag21,SOCN_Grantham.lag22,SOCN_Grantham.lag23,SOCN_Grantham.lag24,SOCN_Grantham.lag25,SOCN_Grantham.lag26,SOCN_Grantham.lag27,SOCN_Grantham.lag28,SOCN_Grantham.lag29,SOCN_Grantham.lag30
DVU1151,16.274318,19.033619,16.027854,17.146135,17.283849,18.703298,16.226444,13.010509,13.91066,12.511958,14.636436,13.162769,11.212768,15.603129,11.765583,13.208346,11.373209,12.357421,13.560549,9.531337,9.132817,11.301162,9.045578,9.38971,9.608495,7.73284,6.507736,8.632965,8.876242,6.058642,657598,604510,652017,516193,584692,607857,564814,444436,519187,505741,597175,541100,394863,580891,414857,518088,363241,537795,517472,414667,307600,377211,293384,389366,267756,282439,289452,304095,251747,149331
DVU1152,69.10525,65.128015,64.0525,64.303065,66.296633,64.088376,62.901261,65.128301,64.550409,60.480112,58.658167,63.241003,63.321189,63.858896,60.939612,58.623423,61.638273,57.281526,60.632338,61.096357,59.623134,61.875704,57.222474,57.939933,54.85291,55.211547,55.431669,56.690283,58.821392,53.471005,1985860,1951043,1982026,2038243,2083387,1956516,2049548,2033206,2098580,2031542,1931917,2022145,2061857,2121307,1785851,1894114,1871880,1681937,1879320,1981332,1907960,1919791,1931786,1826030,1637879,1816594,1856253,1823383,1838791,1740835
DVU1153,11.554913,15.048911,15.885563,12.599105,13.097665,12.122202,10.497185,10.658186,9.946519,11.445842,10.561002,11.528173,6.690179,6.516245,6.461285,7.124216,7.876975,8.022402,5.737505,5.333385,7.368211,5.771226,3.325225,2.973211,5.293194,4.940825,2.801724,1.506169,2.056627,1.960659,307452,338340,336043,340869,316964,309267,282550,251399,253048,250999,253101,272955,169544,161137,187380,184962,240880,234336,170805,171307,166093,140539,115435,115505,156290,136698,109596,67911,97335,72717
DVU1154,20.371093,17.614821,14.609648,17.899428,15.119731,13.643536,16.029515,12.286889,12.158101,14.907543,13.301139,12.221662,14.117631,9.359762,13.006798,13.4743,10.968011,12.487878,8.676719,12.334704,9.665951,9.408462,8.92322,10.092634,7.895335,8.453728,7.421636,6.90897,7.709937,6.969281,393368,392739,347770,346575,352382,268595,305499,282562,326402,337026,323976,253000,219699,251260,261802,259963,269492,245701,182124,227944,182607,188389,182650,196177,144285,135677,113744,129480,120695,128160
DVU1155,11.79861,11.650087,11.358184,12.146312,9.899052,9.911809,11.408386,9.302261,10.094173,7.660627,6.980182,6.830481,8.488572,8.566019,6.541849,7.013269,6.184723,5.566572,5.433753,4.807804,4.389166,4.460601,2.88241,2.741218,3.232036,3.013979,2.399574,2.378615,1.065938,1.729676,358149,371725,339674,331376,361957,279208,291440,225699,278375,243256,181097,214476,263002,230971,154318,234619,174581,189572,171851,170415,178381,167026,133262,138361,96061,104922,88379,91934,74255,17898
DVU1156,173.779103,184.519438,179.145867,182.09456,174.716248,189.642831,172.812289,178.460458,175.696045,178.375276,184.483568,167.783685,167.439143,177.665208,176.744831,173.328186,169.05952,168.088682,167.411609,176.653325,179.181677,171.111965,167.528058,171.97932,165.623197,171.001713,169.040967,163.402656,166.682925,164.389129,4462709,5263881,4634641,4778193,4668657,4858379,4356658,4584601,4584626,4337963,4661349,4438636,4321524,4513311,4572172,4479100,4468526,4494225,4523036,4489471,4568957,4478916,4353007,4333449,4047926,4459809,4330122,4269146,4362147,4383459
DVU1157,332.913826,354.552002,333.031544,331.802808,349.955598,353.386859,335.914086,344.913802,346.951837,333.514893,328.838873,341.476401,343.802452,340.813684,349.118966,360.556069,351.458907,333.897178,346.008703,345.2298,349.297419,353.264683,349.371195,341.836327,348.883236,354.186749,345.061389,335.885847,336.513207,345.289944,11202280,11404956,11040581,10607490,10993321,11207773,10343059,10759915,11028699,10638099,10354753,10830668,10943143,10683398,10842792,10716784,11091571,10483564,10873443,10727112,11125877,10829635,10798329,10685512,10625478,10959256,10890647,10305546,10473022,10798370
DVU1158,33.291806,33.721411,31.933829,36.170956,33.362115,34.950784,31.614686,30.081885,34.753282,25.433942,27.745771,30.837413,28.773589,32.173822,28.724036,28.522683,28.291107,25.994059,29.708985,24.966922,27.169674,27.245583,22.280664,25.93133,23.638435,24.332772,23.03785,21.827298,25.853227,24.309178,1071652,1174909,1212702,1262520,1161125,1208432,1149107,1226064,1219344,1102156,1065256,1107103,1001490,1024226,990028,1000792,1083972,999836,1049797,993135,1065795,955326,943451,1027789,915929,952880,975553,932749,964049,913858
DVU1159,13.745238,15.954313,14.297721,16.418984,15.205971,12.1192,13.969591,14.155981,11.928473,12.431993,10.174273,8.585712,10.245166,10.946822,10.257997,9.869878,8.547275,9.308036,11.029264,10.292646,10.211255,8.954355,8.244405,6.4228,8.262159,6.783443,4.880642,3.793602,4.280155,6.312433,476230,591397,466663,515136,458161,341113,473315,502991,405718,417893,383702,300089,404661,442830,350851,312973,311129,323839,316334,298165,256676,242007,268022,237202,304839,267084,136121,154999,210883,190838
DVU1160,80.496679,88.992719,81.388645,71.446401,76.018535,80.948422,74.522762,80.214172,75.528425,79.420175,78.360737,73.775172,82.268938,79.907099,74.517156,75.298649,75.08856,75.284392,79.927259,80.210848,75.314829,72.754328,75.860205,73.407663,71.555365,72.183931,69.885416,72.772441,70.926797,72.539899,3238314,3617255,3270259,3032832,3054405,3185193,3052784,3323459,3151027,3178286,3065441,2916619,3307276,3212227,2937969,3093269,3130497,2998346,3212817,3296228,3053821,2949589,3084083,3013819,2898290,2911763,2810112,3083238,2859219,2904494
DVU1161,27.766007,27.423912,28.133175,25.699336,32.431942,27.051459,30.159109,25.616935,29.339596,27.530987,24.687397,24.204825,26.253397,21.255271,22.349785,21.178847,19.087962,24.448206,24.462539,23.282656,21.604703,24.048922,19.630687,21.604744,18.568136,21.055969,17.600396,18.533549,16.019746,18.673992,897715,887934,747983,863294,944924,910743,974835,805707,833847,824796,721819,693613,726731,684647,734721,700796,571442,763653,728356,643518,631471,689128,582175,620879,581464,585779,621650,524192,527544,544310
DVU1162,25.553208,25.47222,21.180987,27.440018,20.445711,20.609651,22.06303,21.261907,23.210957,21.499528,19.36352,20.200073,16.789395,19.958346,22.080992,15.855734,19.410447,18.067914,14.768983,16.203118,19.909758,14.783304,17.45008,14.914041,12.461818,15.034393,13.003652,15.196401,12.888486,10.212937,488639,453904,430108,489971,422891,450580,439065,447915,430542,500867,446917,439633,430378,432205,482073,380705,439350,369185,356495,368306,371903,367736,329415,336958,271699,257496,264505,319044,282204,230925
DVU1163,113.990486,112.190093,107.945265,106.9658,105.026143,111.170835,119.037733,116.296901,111.861538,115.708991,109.604385,121.661827,112.394083,114.890247,109.585631,111.45127,115.530849,110.555161,117.157607,109.170356,113.498447,113.897063,112.208114,113.320932,112.861798,103.624828,112.643256,112.563472,110.963172,109.059847,4240612,4077795,3794208,4014212,3849154,3991299,4017126,3983735,3879044,4031885,3861596,4433221,3937063,4016123,3901919,3879084,4123044,3858483,4235865,3939015,3975332,3943189,3852913,3990673,3808915,3604953,3943727,3939361,3916340,3857962
DVU1164,114.878982,124.676013,122.152821,120.446324,115.59713,112.599976,113.79803,111.304585,110.79212,121.074392,122.09375,116.139318,108.717007,112.415049,113.983952,115.481622,107.950863,114.096996,110.922569,115.694102,104.880294,113.599763,109.000181,109.636829,108.691333,108.956238,105.770384,111.329846,110.939019,106.377692,3674925,3694704,3520090,3698486,3563723,3511860,3448138,3488255,3372242,3598647,3453352,3676760,3414250,3319851,3334039,3437648,3241165,3482491,3448683,3450218,3382837,3681124,3321125,3334704,3243425,3333368,3169025,3392755,3243073,3158139
DVU1165,152.542943,152.659111,163.513324,162.409135,154.168218,164.173773,154.896148,157.60131,141.369547,147.309683,159.900594,155.946504,165.756519,155.125291,155.44175,157.053225,149.387047,156.745852,148.355049,159.171662,151.834465,164.891115,158.181309,150.345954,155.432299,149.084435,149.549489,150.097451,149.457674,150.73145,4160517,3960103,4020846,4199911,4074012,4229241,3978957,3900202,3817830,3929539,4102897,3906160,4140386,3783748,4021299,3862875,3869811,4103881,3957073,4005023,3903133,4095504,4039920,3870819,3915613,3686381,3904708,3816799,3938493,3846013
DVU1166,20.678498,19.044317,21.5721,14.975992,17.227807,16.240662,16.298338,17.234729,12.373249,15.78617,15.871858,17.618771,11.217454,15.483013,9.068563,12.494568,11.304063,12.336089,11.818719,9.945833,14.026793,9.371465,10.722873,6.348704,11.895634,9.541676,9.791416,6.748157,10.845236,7.495635,560502,455013,521337,393895,465442,461890,483148,516017,347816,466311,416065,459571,301453,371825,290065,393519,307894,268560,354165,299956,386506,221286,330344,220293,345198,226111,246181,201340,244015,197734
DVU1167,56.953925,59.158511,59.046333,61.304784,58.02599,53.950005,61.795254,52.505753,55.852702,57.07591,57.783624,54.811742,49.762282,48.99837,54.101694,52.854977,55.533159,55.454501,46.110914,48.74201,51.568859,52.764772,54.348211,53.717977,45.829621,52.199515,49.303886,44.379114,48.361554,50.598064,2187935,2037225,1944695,2206993,2167560,1969582,1929434,1943895,1921469,1963259,2195108,2000216,1853454,1925614,2028671,1836568,1992369,1878664,1798357,1748926,1948523,1866893,1854196,2057735,1636279,1802331,1735414,1705238,1699727,1831865
DVU1168,40.994424,41.085476,41.20606,38.429796,40.707639,41.023408,38.425483,40.479753,40.246875,39.512387,39.054083,37.275414,42.261646,36.853576,38.678145,32.836467,37.141469,35.305403,31.593626,33.487464,34.965974,31.01066,32.906519,34.115793,32.422863,31.459478,32.24566,35.126168,33.930165,33.472846,1166665,1321326,1216824,1097669,1223559,1344842,1195475,1162159,1224019,1273875,1140873,1175977,1270054,1168897,1146526,1081434,1088807,1049938,928278,967762,1051175,906822,998467,1083617,1002710,1016786,959880,1082281,1045205,965250
DVU1169,282.396222,321.523747,279.737378,277.254431,327.929391,280.441305,264.438193,299.058971,297.334992,280.577572,283.351258,302.571755,294.223228,266.000231,281.209765,292.472269,276.546284,282.111299,306.350854,301.458318,266.936111,292.413932,302.176893,273.156091,275.659623,296.786766,293.779539,259.022513,283.031419,289.963358,7616876,8503719,7301353,7198765,8502841,7492496,6756718,7716770,7763288,6927001,7334976,7848635,7472523,7129916,7553607,7469134,7006132,7232048,7597388,7727413,7234568,7407920,7680776,7139683,7495906,7565265,7312343,6853758,7417664,7468833
DVU1170,29.061383,25.708134,22.931479,23.651384,23.429058,25.255729,21.332895,19.308859,21.822864,19.692911,23.004014,19.637822,17.801273,18.684276,21.246369,17.857994,16.121259,17.887855,16.220308,16.517991,16.383511,14.462245,16.424391,17.008365,12.675986,16.039779,11.996899,15.56618,12.562419,11.123744,728002,657113,546057,635992,568705,533051,506412,510739,574538,492626,524125,527204,400980,447720,573256,439539,385262,462521,344335,371609,415773,386714,386653,402165,331723,344523,262906,380765,350356,257656
DVU1171,11.055301,13.733142,9.625739,8.844665,10.628306,9.600681,8.115266,8.107912,6.795816,7.884779,6.894499,7.517944,7.655382,4.769153,3.543548,5.198138,5.670831,3.545701,3.630714,4.509662,4.436884,3.054321,2.535121,3.03946,1.850919,1.369574,1.771231,0.968873,0.191633,0.081225,339923,389610,300304,268413,299307,245881,211950,204597,212666,216435,197247,173384,233924,136149,138955,180006,150083,142771,108572,109909,132109,124991,86479,95234,82400,32260,33603,20314,11680,7569
DVU1172,13.943365,12.99593,13.078597,15.366292,13.00423,13.284554,13.13269,10.848514,12.640614,10.797129,10.900802,11.652742,11.963105,10.254456,11.287711,11.159944,9.756039,9.262027,8.892496,8.867249,9.54104,8.155762,9.1244,7.563832,4.40193,7.312444,5.77839,5.16574,6.113165,4.306413,333075,275414,355021,330137,336596,299427,309179,276521,285479,241247,272453,248402,263332,266915,277647,209936,247674,170872,254835,183133,237847,195686,180397,179440,119140,145324,117661,107522,108268,107009
DVU1173,131.164763,144.665959,145.620176,141.560708,138.721119,145.120082,144.509533,139.852718,150.681755,151.797398,146.402753,147.461149,148.350761,147.910921,147.789094,149.820269,149.4373,149.594932,144.931174,147.874434,146.25475,137.885009,137.395917,137.434431,144.455602,134.524014,136.816338,138.772811,134.014512,136.850988,4624838,4849302,4934751,4786768,4636453,4885416,5003759,4727061,4985347,4969041,4919815,4715276,4893020,4766802,4859425,4978379,4819793,4866985,4852857,4594677,4611425,4397152,4549048,4567169,4786573,4596463,4380940,4519182,4551074,4567853
DVU1174,55.973472,44.570184,56.659014,47.351087,55.5038,44.196668,46.676303,43.660432,44.99558,44.300329,44.901061,49.505272,48.346471,45.329531,51.071588,46.711814,42.984847,34.154054,46.110132,42.351741,44.441777,42.22062,46.267932,39.522091,38.362781,39.018526,35.785913,31.500155,39.354172,35.628929,1223347,1124329,1325527,1184659,1319724,1113209,1099445,1072727,1055854,1038205,1054169,1130709,1082601,1027046,1174920,1163092,1035840,848826,990515,943437,1048377,1047840,1059952,1044191,1058211,981306,918221,776946,914463,840529
DVU1175,52.223044,47.135577,52.110617,47.510294,49.556661,47.359646,48.712242,47.478441,44.041919,46.078658,46.901281,50.632688,40.323379,46.663851,44.427901,42.90187,44.205831,42.848886,47.532132,49.106008,43.999282,41.840157,39.248522,40.227562,38.442889,38.247836,35.807871,43.867783,39.476564,38.448406,1386707,1419694,1459096,1352050,1472024,1323589,1405061,1381711,1428917,1338275,1306953,1456218,1254180,1294339,1278498,1265154,1294625,1160983,1285538,1351313,1218760,1292528,1213938,1132915,1151234,1165728,1117712,1281902,1138043,1137912
DVU1176,64.06661,67.752799,64.029087,57.65299,68.759196,65.2971,64.032367,62.295365,63.407436,67.236708,67.514842,59.255543,66.055811,59.946986,62.580018,65.945457,59.911302,58.897787,59.366078,61.054256,55.626962,57.8494,62.875215,56.130665,57.863665,56.323445,58.750493,57.56927,54.095105,60.27302,1955883,1948912,1867078,1804933,1963247,1922498,1919984,1773550,1866660,1914479,2047557,1810474,1871609,1799632,1935045,1800524,1708676,1780194,1794659,1740928,1753996,1704648,1722205,1628645,1614587,1598063,1640921,1690617,1497032,1733215
DVU1177,74.763802,79.874652,80.513337,77.9212,76.515357,83.12091,80.105808,76.320456,77.652912,76.362407,79.205801,73.090053,76.463055,72.973282,78.835071,72.757841,74.864486,72.181218,73.840393,75.83983,78.757636,71.31155,73.171429,68.753815,73.422561,77.149526,74.243201,68.896924,70.293701,74.214887,1897811,2046783,2082873,2051637,2050213,1995330,2014519,1872677,1898586,1923467,2020827,1949698,1894717,1905634,1919213,1930781,1998977,1843736,1847686,1849398,1960365,1857290,1809445,1697741,1929944,1906347,1828189,1684634,1762153,1819207
DVU1178,10.316721,10.063741,10.088703,9.881961,8.638254,8.22941,8.277339,8.708954,8.962979,8.302287,8.158497,6.863195,7.309102,6.401234,6.772834,6.467357,5.329772,4.02938,6.079324,4.30036,5.126662,5.525909,4.653589,5.415552,3.855651,3.969985,3.172028,4.122866,4.432453,2.859637,367453,376479,370404,366678,345755,311503,341142,342547,298046,333534,320545,285934,357177,217079,230495,217294,156163,143116,255398,177756,164466,197453,127854,155059,146541,121243,95753,101639,118369,86865
DVU1179,208.803923,210.778484,197.665762,196.43162,202.068451,197.314211,193.056277,203.024062,198.215893,193.239639,197.493497,203.793589,197.071554,194.367823,188.357449,190.060346,197.553817,193.731191,193.863384,194.010626,192.841734,190.877927,193.538339,179.862999,198.436632,195.516543,183.69118,185.994523,201.873443,191.647987,6205058,6097903,6053819,6032334,6014874,5716313,5669079,6012341,5731294,5920393,5928687,6039053,5702442,5925808,5704591,5733391,5786607,5634159,5726657,5541036,5684775,5588726,5884823,5346117,5868215,5788944,5487043,5725477,5777084,5621089
DVU1180,24.272123,22.354541,23.386873,21.075622,25.535622,24.027384,18.056582,21.418265,21.543545,22.709702,16.601678,19.159024,18.939961,19.254971,18.615382,18.76833,19.753711,16.421416,18.435071,14.181006,16.306325,12.232969,16.389938,13.387463,15.013168,17.031894,15.526033,14.72803,14.854673,15.532033,734124,702753,655552,744826,715047,709502,559806,583125,626572,598348,576050,534423,530313,588103,512535,560680,587213,524448,530039,458736,540557,409222,528499,415663,458963,542584,496882,508998,460926,408810
DVU1181,127.281261,129.038404,126.666938,123.143664,118.019531,123.855785,127.077468,126.435771,121.522089,117.421022,131.034767,126.986101,119.349031,118.942442,117.199976,123.499098,129.445474,121.922858,119.188032,110.872517,113.982551,114.758149,120.464449,121.457772,109.122893,108.567408,112.82663,118.570061,106.846275,118.389639,3590011,3727404,3543716,3492857,3603568,3588556,3372799,3595323,3423405,3382410,3357516,3327846,3276037,3234683,3194453,3475275,3557015,3527571,3419802,3189731,3114060,3022862,3235185,3230469,3078718,3033655,3153545,3313566,3026316,3179912
DVU1182,108.93175,108.523647,101.973804,105.161697,113.703012,112.017085,102.197746,114.230714,102.774544,106.152128,103.639494,105.275516,101.992008,101.298898,107.937037,101.911924,104.424987,104.234527,107.130704,100.460893,106.762722,103.455698,97.897314,95.644742,97.307305,100.094675,93.455098,98.735514,102.500652,95.3545,2941253,3056877,3005457,3205475,3125475,2930053,2885910,2925316,2796552,2832928,2952013,2987867,2854601,2764891,2949888,2690699,2808171,2828012,2769125,2845200,2930644,2822508,2833096,2658331,2812445,2674233,2650086,2756261,2690925,2703049
DVU1183,146.529405,157.044389,144.089611,138.503786,152.597317,149.17809,143.665277,144.26766,136.551564,136.092923,146.313627,144.089566,139.87736,142.472062,146.950851,151.309277,143.678598,138.441518,141.037423,146.82502,132.902097,139.863886,138.827249,141.151092,136.97203,141.498704,136.318085,135.550419,132.348987,138.871609,4068173,4365280,3869508,4041199,4259494,4141891,3703813,4013847,4037772,3725889,3904617,3861176,3841998,3985285,4040750,4037374,3970504,3828476,3760105,3870281,3704680,3842577,3891950,3900710,3714135,3713455,3968210,3698046,3800909,3828442
DVU1185,45.650579,55.711803,44.382063,41.380565,49.499083,48.279139,47.567543,49.64786,45.909225,44.876049,45.228314,45.85636,43.452269,47.944536,46.30976,42.384582,44.939515,47.305295,47.287195,45.055222,42.654573,44.355007,41.824535,41.296156,37.085892,38.234149,41.873361,40.590002,34.691166,38.003157,1419303,1793545,1332025,1244877,1414695,1394080,1407511,1440790,1421297,1404623,1327099,1352533,1278263,1452778,1405651,1191632,1360228,1409609,1296755,1263196,1302823,1352399,1279231,1219289,1184401,1230841,1354929,1274203,1147069,1188517
DVU1186,108.723332,117.056777,99.267828,107.194971,111.699401,106.500843,107.262431,114.410376,111.6766,114.518169,101.339503,100.665309,106.65786,100.799329,101.793685,107.689441,107.64416,98.221584,92.112167,95.067271,104.868641,98.331081,99.211343,100.437414,104.260128,93.764495,101.976141,100.728394,89.104628,105.036027,2851120,2952429,2599370,2723615,2765818,2739158,2558697,2789107,2867200,2977892,2676844,2557419,2887872,2759082,2741600,2747910,2788364,2652562,2494128,2380753,2621557,2522460,2544245,2648193,2563199,2269951,2425578,2447822,2301683,2517944
